Run #,AR Order,MA Order,AR 1-lag Coeff,AR 2-lag Coeff,AR 3-lag Coeff,AR 4-lag Coeff,AR 5-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted AR 3-lag Coeff,Fitted AR 4-lag Coeff,Fitted AR 5-lag Coeff,Fitted AR 6-lag Coeff,Fitted AR 7-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in AR 3-lag Coeff,Diff in AR 4-lag Coeff,Diff in AR 5-lag Coeff,Diff in AR 6-lag Coeff,Diff in AR 7-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff
313,5,0,0,0.5,0,0,0.5,5,0,0.03327095887463,-0.477971468329786,0.03955632075799,0.010692726148481,-0.493598735700694,0,0,0,0,0.03327095887463,0.022028531670214,0.03955632075799,0.010692726148481,0.006401264299306,0,0,0,0
314,5,0,0,0.5,0,0,0.5,5,0,0.027177661972991,-0.443862347090626,0.064976746826424,0.013111095615472,-0.456322682893802,0,0,0,0,0.027177661972991,0.056137652909374,0.064976746826424,0.013111095615472,0.043677317106198,0,0,0,0
315,5,0,0,0.5,0,0,0.5,5,0,0.00058111128916,-0.5207825797789,0.00113699716868,-0.022198093568789,-0.511679192620076,0,0,0,0,0.00058111128916,-0.0207825797789,0.00113699716868,-0.022198093568789,-0.011679192620076,0,0,0,0
316,5,0,0,0.5,0,0,0.5,5,0,0.002440920160355,-0.494774445175668,0.01610173948862,-0.015298609140591,-0.495823687392486,0,0,0,0,0.002440920160355,0.005225554824332,0.01610173948862,-0.015298609140591,0.004176312607514,0,0,0,0
317,5,0,0,0.5,0,0,0.5,5,0,0.033674012575394,-0.521699474856735,0.057475699103408,-0.004012363114772,-0.472224398276539,0,0,0,0,0.033674012575394,-0.021699474856735,0.057475699103408,-0.004012363114772,0.027775601723461,0,0,0,0
318,5,0,0,0.5,0,0,0.5,5,0,0.016438308892166,-0.476519860963296,0.035854560259582,0.034102860808226,-0.483139975413795,0,0,0,0,0.016438308892166,0.023480139036704,0.035854560259582,0.034102860808226,0.016860024586205,0,0,0,0
319,5,0,0,0.5,0,0,0.5,5,0,0.007795478811037,-0.538845439169904,0.003641849044013,-0.047270722561311,-0.481418923276722,0,0,0,0,0.007795478811037,-0.038845439169904,0.003641849044013,-0.047270722561311,0.018581076723278,0,0,0,0
320,5,0,0,0.5,0,0,0.5,5,1,0.125560514521291,-0.530365804634824,0.072393688373914,-0.057426620031617,-0.493022663420202,0,0,-0.17625130978303,0,0.125560514521291,-0.030365804634824,0.072393688373914,-0.057426620031617,0.006977336579798,0,0,0.17625130978303,0
321,5,0,0,0.5,0,0,0.5,5,0,0.005639990030578,-0.48908577599316,0.058936548962618,0.027764122080358,-0.448108137887923,0,0,0,0,0.005639990030578,0.01091422400684,0.058936548962618,0.027764122080358,0.051891862112077,0,0,0,0
322,5,0,0,0.5,0,0,0.5,5,0,-0.001983143243068,-0.47463634295525,-0.009238427138946,0.01763490781524,-0.521235864135096,0,0,0,0,-0.001983143243068,0.025363657044751,-0.009238427138946,0.01763490781524,-0.021235864135096,0,0,0,0
323,5,0,0,0.5,0,0,0.5,5,0,-0.005860014011105,-0.449391417455953,0.002506296121455,-0.028296088671656,-0.509163256297005,0,0,0,0,-0.005860014011105,0.050608582544047,0.002506296121455,-0.028296088671656,-0.009163256297005,0,0,0,0
324,5,0,0,0.5,0,0,0.5,5,0,0.021564776121865,-0.475008893927734,0.013981784203062,0.012803236636049,-0.492936058091461,0,0,0,0,0.021564776121865,0.024991106072266,0.013981784203062,0.012803236636049,0.007063941908539,0,0,0,0
325,5,0,0,0.5,0,0,0.5,5,0,-0.001256635794436,-0.505041291511424,0.034573470993176,-0.016087652570949,-0.471150072009008,0,0,0,0,-0.001256635794436,-0.005041291511424,0.034573470993176,-0.016087652570949,0.028849927990992,0,0,0,0
326,5,0,0,0.5,0,0,0.5,5,0,0.007413547458991,-0.510676684535836,0.016973686756508,0.015408922103773,-0.490655259894832,0,0,0,0,0.007413547458991,-0.010676684535836,0.016973686756508,0.015408922103773,0.009344740105168,0,0,0,0
327,5,0,0,0.5,0,0,0.5,5,0,-0.006700455781328,-0.52310900805408,-0.007837218825125,-0.018842302706858,-0.499771437234455,0,0,0,0,-0.006700455781328,-0.02310900805408,-0.007837218825125,-0.018842302706858,0.000228562765545,0,0,0,0
328,5,0,0,0.5,0,0,0.5,5,0,-0.033295655440708,-0.470519410045801,-0.049451622797714,-0.01447746411643,-0.516545840151245,0,0,0,0,-0.033295655440708,0.029480589954199,-0.049451622797714,-0.01447746411643,-0.016545840151246,0,0,0,0
329,5,0,0,0.5,0,0,0.5,5,0,-0.033309633770422,-0.450891526968979,-0.02986453972897,0.041065318712739,-0.495591704268438,0,0,0,0,-0.033309633770422,0.049108473031021,-0.02986453972897,0.041065318712739,0.004408295731562,0,0,0,0
330,5,0,0,0.5,0,0,0.5,5,0,-0.012597215974168,-0.525192962966143,0.002229157039536,-0.048693516054354,-0.498091491803743,0,0,0,0,-0.012597215974168,-0.025192962966143,0.002229157039536,-0.048693516054354,0.001908508196257,0,0,0,0
331,5,0,0,0.5,0,0,0.5,5,0,0.007169573074692,-0.510304583363353,-0.047118734139947,-0.029925247073209,-0.545573625232988,0,0,0,0,0.007169573074692,-0.010304583363354,-0.047118734139947,-0.029925247073209,-0.045573625232989,0,0,0,0
332,5,0,0,0.5,0,0,0.5,5,0,-0.005195204069785,-0.423302797328487,0.025693794363262,0.057161199415887,-0.490713840231607,0,0,0,0,-0.005195204069785,0.076697202671513,0.025693794363262,0.057161199415887,0.009286159768393,0,0,0,0
333,5,0,0,0.5,0,0,0.5,5,0,0.000626223560608,-0.468626452737161,0.026567119547797,0.040598805630875,-0.483750529536872,0,0,0,0,0.000626223560608,0.031373547262839,0.026567119547797,0.040598805630875,0.016249470463128,0,0,0,0
334,5,0,0,0.5,0,0,0.5,5,0,-0.003909912988335,-0.519187852921399,-0.022617165718517,-0.030813999066149,-0.517302324004512,0,0,0,0,-0.003909912988335,-0.0191878529214,-0.022617165718517,-0.030813999066149,-0.017302324004512,0,0,0,0
335,5,0,0,0.5,0,0,0.5,5,0,-0.003047625489818,-0.482935893878816,-0.016810499303743,-0.015088688544924,-0.50974959676134,0,0,0,0,-0.003047625489818,0.017064106121184,-0.016810499303743,-0.015088688544924,-0.00974959676134,0,0,0,0
336,5,0,0,0.5,0,0,0.5,5,0,-0.047242322628679,-0.523515532804768,-0.016543399454913,-0.014159612710706,-0.485766616812247,0,0,0,0,-0.047242322628679,-0.023515532804768,-0.016543399454913,-0.014159612710706,0.014233383187753,0,0,0,0
337,5,0,0,0.5,0,0,0.5,5,0,-0.004532174040483,-0.479464951521699,0.004445581716584,0.0471198260191,-0.498114502288004,0,0,0,0,-0.004532174040483,0.020535048478301,0.004445581716584,0.0471198260191,0.001885497711996,0,0,0,0
338,5,0,0,0.5,0,0,0.5,5,0,0.021248405135937,-0.497635069354073,0.001375014250098,-0.03149046503558,-0.508528115383461,0,0,0,0,0.021248405135937,0.002364930645927,0.001375014250098,-0.03149046503558,-0.008528115383461,0,0,0,0
339,5,0,0,0.5,0,0,0.5,5,0,-0.030880149835182,-0.486942877744663,0.02054447862668,0.018102849413475,-0.484923348373255,0,0,0,0,-0.030880149835182,0.013057122255337,0.02054447862668,0.018102849413475,0.015076651626746,0,0,0,0
340,5,0,0,0.5,0,0,0.5,5,0,0.008230903786459,-0.498171881167989,-0.006031173691162,-0.02957858837241,-0.486152281180304,0,0,0,0,0.008230903786459,0.001828118832011,-0.006031173691162,-0.02957858837241,0.013847718819696,0,0,0,0
341,5,0,0,0.5,0,0,0.5,5,0,-0.018391313797683,-0.47144086841266,0.036889549429941,0.026823644962198,-0.430023743251271,0,0,0,0,-0.018391313797683,0.02855913158734,0.036889549429941,0.026823644962198,0.069976256748729,0,0,0,0
342,5,0,0,0.5,0,0,0.5,5,0,-0.066127671558411,-0.452316613881438,-0.032229354640323,0.041021397878691,-0.508226241373773,0,0,0,0,-0.066127671558411,0.047683386118562,-0.032229354640323,0.041021397878691,-0.008226241373773,0,0,0,0
343,5,0,0,0.5,0,0,0.5,5,0,0.063263761366563,-0.545429887899949,0.054266479394614,-0.059602193594528,-0.484773837024551,0,0,0,0,0.063263761366563,-0.045429887899949,0.054266479394614,-0.059602193594528,0.015226162975449,0,0,0,0
344,5,0,0,0.5,0,0,0.5,5,0,-0.051626049763255,-0.452975573993653,0.011192650217047,0.043059843671059,-0.495359452145369,0,0,0,0,-0.051626049763255,0.047024426006347,0.011192650217047,0.043059843671059,0.004640547854631,0,0,0,0
345,5,0,0,0.5,0,0,0.5,5,0,0.041402962613742,-0.464340531907254,0.038383040673338,0.019081942905849,-0.445209326785632,0,0,0,0,0.041402962613742,0.035659468092746,0.038383040673338,0.019081942905849,0.054790673214368,0,0,0,0
346,5,0,0,0.5,0,0,0.5,5,0,0.044310193988582,-0.496960570473033,0.008434573723404,-0.060068187665439,-0.511433593014388,0,0,0,0,0.044310193988582,0.003039429526967,0.008434573723404,-0.060068187665439,-0.011433593014388,0,0,0,0
347,5,0,0,0.5,0,0,0.5,5,0,-0.015623475436136,-0.484062709696158,-0.025988962629756,-0.002379669413846,-0.529667626787971,0,0,0,0,-0.015623475436136,0.015937290303842,-0.025988962629756,-0.002379669413846,-0.029667626787971,0,0,0,0
348,5,0,0,0.5,0,0,0.5,5,0,-0.025044820792851,-0.490751001276674,0.00607343663777,0.001866929773884,-0.492236884655617,0,0,0,0,-0.025044820792851,0.009248998723326,0.00607343663777,0.001866929773884,0.007763115344383,0,0,0,0
349,5,0,0,0.5,0,0,0.5,5,0,-0.021928562981835,-0.495086781649494,-0.019697556112322,0.014320925255354,-0.511840394954209,0,0,0,0,-0.021928562981835,0.004913218350506,-0.019697556112322,0.014320925255354,-0.011840394954209,0,0,0,0
350,5,0,0,0.5,0,0,0.5,5,0,-0.031243780591595,-0.51438840564212,-0.042052800740994,-0.031333404621801,-0.5299778653267,0,0,0,0,-0.031243780591595,-0.01438840564212,-0.042052800740994,-0.031333404621801,-0.0299778653267,0,0,0,0
351,5,0,0,0.5,0,0,0.5,5,0,0.004583996372352,-0.468839305032871,0.006786776226956,0.02170330228136,-0.514272238484045,0,0,0,0,0.004583996372352,0.031160694967129,0.006786776226956,0.02170330228136,-0.014272238484045,0,0,0,0
352,5,0,0,0.5,0,0,0.5,5,0,0.013079265231758,-0.561708080243538,0.007751120846917,-0.064191437924866,-0.475686093549854,0,0,0,0,0.013079265231758,-0.061708080243538,0.007751120846917,-0.064191437924866,0.024313906450146,0,0,0,0
353,5,0,0,0.5,0,0,0.5,5,1,0.203787565763109,-0.535397491295297,0.155242040931001,-0.115318186182708,-0.493146145538122,0,0,-0.205740509388463,0,0.203787565763109,-0.035397491295298,0.155242040931001,-0.115318186182708,0.006853854461878,0,0,0.205740509388463,0
354,5,0,0,0.5,0,0,0.5,5,0,-0.020029692602407,-0.524438542645487,-0.010830572094052,-0.019772057234862,-0.490273813827165,0,0,0,0,-0.020029692602407,-0.024438542645487,-0.010830572094052,-0.019772057234862,0.009726186172835,0,0,0,0
355,5,0,0,0.5,0,0,0.5,5,0,-0.006571234615163,-0.485214034578485,0.001497050729366,0.009455586898083,-0.508203101006296,0,0,0,0,-0.006571234615163,0.014785965421515,0.001497050729366,0.009455586898083,-0.008203101006296,0,0,0,0
356,5,0,0,0.5,0,0,0.5,5,0,0.001265243534966,-0.485032538596709,-0.056351793841369,0.00017573656752,-0.525852257856241,0,0,0,0,0.001265243534966,0.014967461403291,-0.056351793841369,0.00017573656752,-0.025852257856241,0,0,0,0
357,5,0,0,0.5,0,0,0.5,5,0,-0.031285839018925,-0.501517305716617,0.02572614151639,0.056780082284352,-0.434272313021244,0,0,0,0,-0.031285839018925,-0.001517305716617,0.02572614151639,0.056780082284352,0.065727686978756,0,0,0,0
358,5,0,0,0.5,0,0,0.5,5,0,0.055765895395607,-0.491750477311286,0.023813063618674,0.004343648225693,-0.514057770173587,0,0,0,0,0.055765895395607,0.008249522688714,0.023813063618674,0.004343648225693,-0.014057770173587,0,0,0,0
359,5,0,0,0.5,0,0,0.5,5,0,0.01160413967776,-0.522516389860052,-0.029317164413712,-0.02782338601128,-0.530091377257483,0,0,0,0,0.01160413967776,-0.022516389860052,-0.029317164413712,-0.02782338601128,-0.030091377257483,0,0,0,0
360,5,0,0,0.5,0,0,0.5,5,0,-0.030749607879316,-0.487690998358569,-0.024676590073462,0.02506103477258,-0.511102177646747,0,0,0,0,-0.030749607879316,0.012309001641431,-0.024676590073462,0.02506103477258,-0.011102177646747,0,0,0,0
361,5,0,0,0.5,0,0,0.5,5,0,0.001955587149042,-0.478094282667424,-0.018854001175935,0.009487783382075,-0.500024429229634,0,0,0,0,0.001955587149042,0.021905717332576,-0.018854001175935,0.009487783382075,-2.442922963386E-05,0,0,0,0
362,5,0,0,0.5,0,0,0.5,5,0,0.011022318811277,-0.516084528275385,-0.001844695370156,-0.024173009247041,-0.505057388078312,0,0,0,0,0.011022318811277,-0.016084528275385,-0.001844695370156,-0.024173009247041,-0.005057388078312,0,0,0,0
363,5,0,0,0.5,0,0,0.5,5,0,0.00927538249832,-0.455617501622038,-0.017037797678843,0.025722802066529,-0.557539122217286,0,0,0,0,0.00927538249832,0.044382498377962,-0.017037797678843,0.025722802066529,-0.057539122217286,0,0,0,0
364,5,0,0,0.5,0,0,0.5,5,0,-0.014697427997835,-0.514515465896712,0.037438264142956,0.011195258427543,-0.469004472109396,0,0,0,0,-0.014697427997835,-0.014515465896712,0.037438264142956,0.011195258427543,0.030995527890604,0,0,0,0
365,5,0,0,0.5,0,0,0.5,5,0,-0.010522989119828,-0.559714178656092,0.016973112107438,-0.028956793667967,-0.471857659440237,0,0,0,0,-0.010522989119828,-0.059714178656092,0.016973112107438,-0.028956793667967,0.028142340559763,0,0,0,0
366,5,0,0,0.5,0,0,0.5,5,0,0.019716388018678,-0.511742801200651,-0.010362278520362,-0.059318135332885,-0.510898007956206,0,0,0,0,0.019716388018678,-0.011742801200651,-0.010362278520362,-0.059318135332885,-0.010898007956207,0,0,0,0
367,5,0,0,0.5,0,0,0.5,5,0,0.026241673370231,-0.493692323926053,0.03120528190212,-0.032248080619455,-0.502541077928623,0,0,0,0,0.026241673370231,0.006307676073947,0.03120528190212,-0.032248080619455,-0.002541077928623,0,0,0,0
368,5,0,0,0.5,0,0,0.5,5,0,0.035319268275752,-0.508963026072119,-0.016306138327446,-0.023819883259353,-0.485508697257766,0,0,0,0,0.035319268275752,-0.008963026072119,-0.016306138327446,-0.023819883259353,0.014491302742234,0,0,0,0
369,5,0,0,0.5,0,0,0.5,5,0,-0.026200729838675,-0.500510847034336,-0.023355340583021,-0.011869962736793,-0.502768047107843,0,0,0,0,-0.026200729838675,-0.000510847034336,-0.023355340583021,-0.011869962736793,-0.002768047107843,0,0,0,0
370,5,0,0,0.5,0,0,0.5,5,0,0.069074003849915,-0.489735861912714,0.083352184784969,-0.018425874414575,-0.512941573672812,0,0,0,0,0.069074003849915,0.010264138087286,0.083352184784969,-0.018425874414575,-0.012941573672812,0,0,0,0
371,5,0,0,0.5,0,0,0.5,5,0,-0.011468940989177,-0.501145157687043,-0.03789292620937,0.008121974430232,-0.5276144842588,0,0,0,0,-0.011468940989177,-0.001145157687043,-0.03789292620937,0.008121974430232,-0.0276144842588,0,0,0,0
372,5,0,0,0.5,0,0,0.5,5,0,-0.016364706454782,-0.497710441606158,-0.016965483397057,0.017444084609571,-0.494187524522479,0,0,0,0,-0.016364706454782,0.002289558393842,-0.016965483397057,0.017444084609571,0.005812475477521,0,0,0,0
373,5,0,0,0.5,0,0,0.5,5,0,-0.002309164222664,-0.505161946604874,-0.050417187070432,-0.026980240091951,-0.529660934417393,0,0,0,0,-0.002309164222664,-0.005161946604874,-0.050417187070432,-0.026980240091951,-0.029660934417393,0,0,0,0
374,5,0,0,0.5,0,0,0.5,5,0,0.016764798916612,-0.480019221494374,0.02200059860666,-0.005892305840869,-0.47550856692766,0,0,0,0,0.016764798916612,0.019980778505626,0.02200059860666,-0.005892305840869,0.02449143307234,0,0,0,0
375,5,0,0,0.5,0,0,0.5,5,0,-0.006462028515209,-0.511538819954891,0.009322843001728,-0.002270609785549,-0.498417664882842,0,0,0,0,-0.006462028515209,-0.011538819954891,0.009322843001728,-0.002270609785549,0.001582335117158,0,0,0,0
376,5,0,0,0.5,0,0,0.5,5,0,0.000741155818362,-0.4955482265512,-0.028324929800559,-0.016058956160084,-0.545864936979237,0,0,0,0,0.000741155818362,0.0044517734488,-0.028324929800559,-0.016058956160084,-0.045864936979237,0,0,0,0
377,5,0,0,0.5,0,0,0.5,5,0,0.053241392947333,-0.51051071757297,0.02371451392977,-0.01927430978068,-0.502037217198815,0,0,0,0,0.053241392947333,-0.01051071757297,0.02371451392977,-0.01927430978068,-0.002037217198815,0,0,0,0
378,5,0,0,0.5,0,0,0.5,5,0,-0.02975810742547,-0.485901473805764,-0.072667780562675,0.008430969873633,-0.487087575334327,0,0,0,0,-0.02975810742547,0.014098526194236,-0.072667780562675,0.008430969873633,0.012912424665673,0,0,0,0
379,5,0,0,0.5,0,0,0.5,5,0,-0.000278407367408,-0.546351319868825,-0.002925935355476,-0.028733161934021,-0.494268713844898,0,0,0,0,-0.000278407367408,-0.046351319868825,-0.002925935355476,-0.028733161934021,0.005731286155102,0,0,0,0
380,5,0,0,0.5,0,0,0.5,5,0,0.031881001562198,-0.478259925553417,0.005801711997099,-0.009387124588579,-0.507609084877491,0,0,0,0,0.031881001562198,0.021740074446583,0.005801711997099,-0.009387124588579,-0.007609084877491,0,0,0,0
381,5,0,0,0.5,0,0,0.5,5,0,-0.04266739891056,-0.50127679551966,-0.031704491076997,0.001152270538434,-0.509125554182479,0,0,0,0,-0.04266739891056,-0.00127679551966,-0.031704491076997,0.001152270538434,-0.009125554182479,0,0,0,0
382,5,0,0,0.5,0,0,0.5,5,0,0.055575098303825,-0.517905933027206,0.000241158098528,-0.028109359996084,-0.520412048691662,0,0,0,0,0.055575098303825,-0.017905933027206,0.000241158098528,-0.028109359996084,-0.020412048691662,0,0,0,0
383,5,0,0,0.5,0,0,0.5,5,0,-0.005699895380515,-0.48784081340681,0.014533366946577,0.011734554253635,-0.500571811100428,0,0,0,0,-0.005699895380515,0.01215918659319,0.014533366946577,0.011734554253635,-0.000571811100428,0,0,0,0
384,5,0,0,0.5,0,0,0.5,5,0,-0.022396716034499,-0.502006055283132,0.007969856985986,-0.002110570509606,-0.489224376014206,0,0,0,0,-0.022396716034499,-0.002006055283132,0.007969856985986,-0.002110570509606,0.010775623985794,0,0,0,0
385,5,0,0,0.5,0,0,0.5,5,0,0.022786461465799,-0.49095790574409,0.044841093688921,-0.004222973870225,-0.496403385849115,0,0,0,0,0.022786461465799,0.00904209425591,0.044841093688921,-0.004222973870225,0.003596614150885,0,0,0,0
386,5,0,0,0.5,0,0,0.5,5,0,-0.001415630390219,-0.521708416063921,-0.025035176974988,0.008229217006686,-0.508241547618237,0,0,0,0,-0.001415630390219,-0.021708416063921,-0.025035176974988,0.008229217006686,-0.008241547618237,0,0,0,0
387,5,0,0,0.5,0,0,0.5,5,0,-0.01768569324857,-0.444439759174471,-0.040138341094477,0.02588777801841,-0.560838975748356,0,0,0,0,-0.01768569324857,0.055560240825529,-0.040138341094477,0.02588777801841,-0.060838975748356,0,0,0,0
388,5,0,0,0.5,0,0,0.5,5,0,0.019493354009465,-0.544997083866568,0.016971847450978,-0.051147273128866,-0.466110156908918,0,0,0,0,0.019493354009465,-0.044997083866568,0.016971847450978,-0.051147273128866,0.033889843091082,0,0,0,0
389,5,0,0,0.5,0,0,0.5,5,0,0.032574810601613,-0.487962864442249,0.040965178845691,-0.015870228830254,-0.422432916618053,0,0,0,0,0.032574810601613,0.012037135557751,0.040965178845691,-0.015870228830254,0.077567083381947,0,0,0,0
390,5,0,0,0.5,0,0,0.5,5,0,-0.020239736200622,-0.479045480509064,-0.028676474055096,-0.026105401193294,-0.556248433317087,0,0,0,0,-0.020239736200622,0.020954519490937,-0.028676474055096,-0.026105401193294,-0.056248433317087,0,0,0,0
391,5,0,0,0.5,0,0,0.5,5,0,-0.016245275950371,-0.507058001165832,-0.049960354650158,-0.01243247612126,-0.524660998293072,0,0,0,0,-0.016245275950371,-0.007058001165832,-0.049960354650158,-0.01243247612126,-0.024660998293072,0,0,0,0
392,5,0,0,0.5,0,0,0.5,5,0,0.000944780004863,-0.48112277053543,0.022896106916966,0.029842586089057,-0.490332375476253,0,0,0,0,0.000944780004863,0.01887722946457,0.022896106916966,0.029842586089057,0.009667624523747,0,0,0,0
393,5,0,0,0.5,0,0,0.5,5,0,0.005894640863845,-0.48326547990987,0.013446265300659,-0.020038017482945,-0.471312333429299,0,0,0,0,0.005894640863845,0.01673452009013,0.013446265300659,-0.020038017482945,0.028687666570701,0,0,0,0
394,5,0,0,0.5,0,0,0.5,5,0,-0.007513212596358,-0.476796798928164,-0.002626172397463,0.00648259262305,-0.499279610033127,0,0,0,0,-0.007513212596358,0.023203201071836,-0.002626172397463,0.00648259262305,0.000720389966873,0,0,0,0
395,5,0,0,0.5,0,0,0.5,5,0,-0.000921175502574,-0.504746482645299,-0.040757906623415,0.009138123428904,-0.535033756155238,0,0,0,0,-0.000921175502574,-0.004746482645299,-0.040757906623415,0.009138123428904,-0.035033756155238,0,0,0,0
396,5,0,0,0.5,0,0,0.5,5,0,0.058601601057717,-0.49667979894249,0.015458245390748,-0.041365941895273,-0.501329102950683,0,0,0,0,0.058601601057717,0.00332020105751,0.015458245390748,-0.041365941895273,-0.001329102950683,0,0,0,0
397,5,0,0,0.5,0,0,0.5,5,0,0.017239249449485,-0.506626989953329,-0.026231621478158,-0.018681518309287,-0.525098357745168,0,0,0,0,0.017239249449485,-0.006626989953329,-0.026231621478158,-0.018681518309287,-0.025098357745168,0,0,0,0
398,5,0,0,0.5,0,0,0.5,5,0,-0.03883898726831,-0.55005891867744,-0.043157893188199,-0.025923100196299,-0.502930313056612,0,0,0,0,-0.03883898726831,-0.05005891867744,-0.043157893188199,-0.025923100196299,-0.002930313056612,0,0,0,0
399,5,0,0,0.5,0,0,0.5,5,0,-0.014355674371722,-0.517188105089342,-0.043322114864373,-0.032417814408027,-0.470957432850364,0,0,0,0,-0.014355674371722,-0.017188105089343,-0.043322114864373,-0.032417814408027,0.029042567149636,0,0,0,0
400,5,0,0,0.5,0,0,0.5,5,0,-0.014476239505367,-0.496346951752494,-0.005656611198509,0.029477368236186,-0.494016990081013,0,0,0,0,-0.014476239505367,0.003653048247506,-0.005656611198509,0.029477368236186,0.005983009918986,0,0,0,0
401,5,0,0,0.5,0,0,0.5,5,0,-0.010323559220869,-0.466455922981877,0.004559028586545,-0.000632348851561,-0.494433850608494,0,0,0,0,-0.010323559220869,0.033544077018123,0.004559028586545,-0.000632348851561,0.005566149391506,0,0,0,0
402,5,0,0,0.5,0,0,0.5,5,0,-0.083956163864666,-0.514795002611305,-0.04546004948108,0.010449374365955,-0.45834487305054,0,0,0,0,-0.083956163864666,-0.014795002611306,-0.04546004948108,0.010449374365955,0.041655126949461,0,0,0,0
403,5,0,0,0.5,0,0,0.5,5,0,-0.026102866819278,-0.463558633650256,0.006641729098853,0.05253848960534,-0.457356854000553,0,0,0,0,-0.026102866819278,0.036441366349745,0.006641729098853,0.05253848960534,0.042643145999447,0,0,0,0
404,5,0,0,0.5,0,0,0.5,5,0,0.016855020021705,-0.513462227167639,-0.021541939938786,-0.034858584827215,-0.537543569754464,0,0,0,0,0.016855020021705,-0.013462227167639,-0.021541939938786,-0.034858584827215,-0.037543569754464,0,0,0,0
405,5,0,0,0.5,0,0,0.5,5,0,0.027377836460675,-0.53459056796651,-0.037994351182416,-0.056882273414876,-0.525067785462314,0,0,0,0,0.027377836460675,-0.03459056796651,-0.037994351182416,-0.056882273414876,-0.025067785462314,0,0,0,0
406,5,0,0,0.5,0,0,0.5,5,0,-0.055595160415677,-0.441424846612572,-0.05041022765264,0.026155805690567,-0.518211378881089,0,0,0,0,-0.055595160415677,0.058575153387428,-0.05041022765264,0.026155805690567,-0.018211378881089,0,0,0,0
407,5,0,0,0.5,0,0,0.5,5,0,0.017720639674836,-0.514294914735942,0.025322582763147,-0.023729438080729,-0.498268471394685,0,0,0,0,0.017720639674836,-0.014294914735942,0.025322582763147,-0.023729438080729,0.001731528605315,0,0,0,0
408,5,0,0,0.5,0,0,0.5,5,0,-0.01806223088818,-0.462809402804192,-0.021688398073735,0.001360908485981,-0.544945707700393,0,0,0,0,-0.01806223088818,0.037190597195808,-0.021688398073735,0.001360908485981,-0.044945707700393,0,0,0,0
409,5,0,0,0.5,0,0,0.5,5,0,-0.062545098122032,-0.520562970883663,-0.091356045704048,0.007457995103779,-0.548161199408244,0,0,0,0,-0.062545098122032,-0.020562970883664,-0.091356045704048,0.007457995103779,-0.048161199408244,0,0,0,0
410,5,0,0,0.5,0,0,0.5,5,0,-0.013342377714971,-0.464105859680393,-0.009569904318595,0.035371496936804,-0.4968433463373,0,0,0,0,-0.013342377714971,0.035894140319608,-0.009569904318595,0.035371496936804,0.0031566536627,0,0,0,0
411,5,0,0,0.5,0,0,0.5,5,0,0.035992368437349,-0.496506198744542,0.016388629157255,-0.016628159203059,-0.504976141942339,0,0,0,0,0.035992368437349,0.003493801255458,0.016388629157255,-0.016628159203059,-0.004976141942339,0,0,0,0
412,5,0,0,0.5,0,0,0.5,5,0,0.056995945414163,-0.492412506849209,0.027266360181772,-0.029762407561278,-0.483805961038493,0,0,0,0,0.056995945414163,0.007587493150791,0.027266360181772,-0.029762407561278,0.016194038961507,0,0,0,0
413,5,0,0,0.5,0,0,0.5,5,0,0.002087230278959,-0.530189272911009,0.030818751165573,-0.02515140321368,-0.477214574059713,0,0,0,0,0.002087230278959,-0.030189272911009,0.030818751165573,-0.02515140321368,0.022785425940287,0,0,0,0
414,5,0,0,0.5,0,0,0.5,5,0,0.013876922377842,-0.560405754392769,0.023452354077099,-0.033781317060442,-0.462725463923884,0,0,0,0,0.013876922377842,-0.060405754392769,0.023452354077099,-0.033781317060442,0.037274536076116,0,0,0,0
415,5,0,0,0.5,0,0,0.5,5,0,0.014740972598316,-0.50046326198092,-0.000830633241258,-0.028866329832564,-0.490765994188375,0,0,0,0,0.014740972598316,-0.00046326198092,-0.000830633241258,-0.028866329832564,0.009234005811625,0,0,0,0
416,5,0,0,0.5,0,0,0.5,5,0,0.050574487854116,-0.498660953906057,0.045786734291095,-0.004831141192824,-0.474736249871787,0,0,0,0,0.050574487854116,0.001339046093944,0.045786734291095,-0.004831141192824,0.025263750128213,0,0,0,0
417,5,0,0,0.5,0,0,0.5,5,0,-0.013512663749991,-0.486672905504666,0.040374829254902,0.002488915261891,-0.466711158770206,0,0,0,0,-0.013512663749991,0.013327094495334,0.040374829254902,0.002488915261891,0.033288841229795,0,0,0,0
418,5,0,0,0.5,0,0,0.5,5,0,-0.053908743561954,-0.469419799371917,-0.066519277134502,0.036421854955481,-0.558646683355498,0,0,0,0,-0.053908743561954,0.030580200628083,-0.066519277134502,0.036421854955481,-0.058646683355498,0,0,0,0
419,5,0,0,0.5,0,0,0.5,5,0,-0.014264594423084,-0.533316267720262,-0.028351280206017,-0.006306129426116,-0.504114560590164,0,0,0,0,-0.014264594423084,-0.033316267720263,-0.028351280206017,-0.006306129426116,-0.004114560590164,0,0,0,0
