Run #,AR Order,MA Order,AR 1-lag Coeff,AR 2-lag Coeff,AR 3-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted AR 3-lag Coeff,Fitted AR 4-lag Coeff,Fitted AR 5-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in AR 3-lag Coeff,Diff in AR 4-lag Coeff,Diff in AR 5-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff
373,3,0,0,0.2,0.8,3,0,0.006040408219493,-0.217870234028586,-0.784971340433267,0,0,0,0,0.006040408219493,-0.017870234028586,0.015028659566733,0,0,0,0
374,3,0,0,0.2,0.8,3,0,0.002472749637972,-0.199014739421774,-0.801660817915815,0,0,0,0,0.002472749637972,0.000985260578226,-0.001660817915815,0,0,0,0
375,3,0,0,0.2,0.8,3,0,-0.01854866877683,-0.182619891167491,-0.786066728514294,0,0,0,0,-0.01854866877683,0.017380108832509,0.013933271485706,0,0,0,0
376,3,0,0,0.2,0.8,3,0,0.018405361594831,-0.206224546065674,-0.810606017333052,0,0,0,0,0.018405361594831,-0.006224546065674,-0.010606017333052,0,0,0,0
377,3,0,0,0.2,0.8,3,0,0.005692301490037,-0.174881971915618,-0.812299082300583,0,0,0,0,0.005692301490037,0.025118028084382,-0.012299082300583,0,0,0,0
378,3,0,0,0.2,0.8,3,0,-0.025321543376153,-0.194146203470216,-0.819005401079746,0,0,0,0,-0.025321543376153,0.005853796529784,-0.019005401079747,0,0,0,0
379,3,0,0,0.2,0.8,3,0,0.000539951892652,-0.188611216298846,-0.790734351165468,0,0,0,0,0.000539951892652,0.011388783701154,0.009265648834533,0,0,0,0
380,3,0,0,0.2,0.8,3,0,-0.018309962009001,-0.193418185517817,-0.810617634092604,0,0,0,0,-0.018309962009001,0.006581814482183,-0.010617634092604,0,0,0,0
381,3,0,0,0.2,0.8,3,0,-0.001988299905153,-0.197841025607055,-0.824800457087612,0,0,0,0,-0.001988299905153,0.002158974392945,-0.024800457087612,0,0,0,0
382,3,0,0,0.2,0.8,3,0,-0.038677354203468,-0.20032307960132,-0.822349025023517,0,0,0,0,-0.038677354203468,-0.00032307960132,-0.022349025023517,0,0,0,0
383,3,0,0,0.2,0.8,3,0,0.037994512237236,-0.21439863806331,-0.774392377252712,0,0,0,0,0.037994512237236,-0.01439863806331,0.025607622747288,0,0,0,0
384,3,0,0,0.2,0.8,3,0,0.006169660427786,-0.209776593012226,-0.797360648033316,0,0,0,0,0.006169660427786,-0.009776593012226,0.002639351966685,0,0,0,0
385,3,0,0,0.2,0.8,3,0,0.007000821588125,-0.23186369929834,-0.770870879379256,0,0,0,0,0.007000821588125,-0.03186369929834,0.029129120620744,0,0,0,0
386,3,0,0,0.2,0.8,3,0,0.039742411491532,-0.238504757481553,-0.74056495399231,0,0,0,0,0.039742411491532,-0.038504757481553,0.059435046007691,0,0,0,0
387,3,0,0,0.2,0.8,3,0,-0.022736302913153,-0.206092119938282,-0.787437470013404,0,0,0,0,-0.022736302913153,-0.006092119938282,0.012562529986596,0,0,0,0
388,3,0,0,0.2,0.8,3,0,-0.019195304996019,-0.179647349440072,-0.822211232340466,0,0,0,0,-0.019195304996019,0.020352650559928,-0.022211232340466,0,0,0,0
389,3,0,0,0.2,0.8,3,1,-0.0516860361464,-0.182762088656826,-0.838230538866734,0,0,0.126826848534478,0,-0.0516860361464,0.017237911343175,-0.038230538866734,0,0,-0.126826848534478,0
390,3,0,0,0.2,0.8,3,0,0.005160894623084,-0.192628721654355,-0.779473933470434,0,0,0,0,0.005160894623084,0.007371278345645,0.020526066529566,0,0,0,0
391,3,0,0,0.2,0.8,3,0,-0.014907528589505,-0.173334922440823,-0.82979730739005,0,0,0,0,-0.014907528589505,0.026665077559178,-0.02979730739005,0,0,0,0
392,3,0,0,0.2,0.8,3,0,-0.004259735876963,-0.19318713064411,-0.79038002924158,0,0,0,0,-0.004259735876963,0.00681286935589,0.00961997075842,0,0,0,0
393,3,0,0,0.2,0.8,3,0,-0.003081197371939,-0.179389824659102,-0.816676583271276,0,0,0,0,-0.003081197371939,0.020610175340899,-0.016676583271276,0,0,0,0
394,3,0,0,0.2,0.8,3,0,-0.002556427515038,-0.192077594151181,-0.807912388611288,0,0,0,0,-0.002556427515038,0.007922405848819,-0.007912388611288,0,0,0,0
395,3,0,0,0.2,0.8,3,0,0.013488759992164,-0.208196546957739,-0.802581443293792,0,0,0,0,0.013488759992164,-0.008196546957739,-0.002581443293792,0,0,0,0
396,3,0,0,0.2,0.8,3,0,-0.015005887365888,-0.185758116595192,-0.824371757018987,0,0,0,0,-0.015005887365888,0.014241883404808,-0.024371757018988,0,0,0,0
397,3,0,0,0.2,0.8,3,0,-0.007829528713626,-0.194873061232277,-0.81673442440472,0,0,0,0,-0.007829528713626,0.005126938767723,-0.01673442440472,0,0,0,0
398,3,0,0,0.2,0.8,3,0,-0.013221338397038,-0.192875795946984,-0.806001637300945,0,0,0,0,-0.013221338397038,0.007124204053016,-0.006001637300945,0,0,0,0
399,3,0,0,0.2,0.8,3,0,0.011198537165824,-0.205917357888569,-0.778803421739242,0,0,0,0,0.011198537165824,-0.005917357888569,0.021196578260759,0,0,0,0
400,3,0,0,0.2,0.8,3,0,-0.00388595779693,-0.208440023078171,-0.7898899790438,0,0,0,0,-0.00388595779693,-0.008440023078171,0.0101100209562,0,0,0,0
401,3,0,0,0.2,0.8,3,0,-0.01927655430685,-0.207021421781437,-0.810541268617396,0,0,0,0,-0.01927655430685,-0.007021421781437,-0.010541268617396,0,0,0,0
402,3,0,0,0.2,0.8,3,0,-0.002479677550141,-0.212130252231926,-0.815169921689933,0,0,0,0,-0.002479677550141,-0.012130252231926,-0.015169921689933,0,0,0,0
403,3,0,0,0.2,0.8,3,0,-0.025087307884213,-0.201237935868483,-0.79443728427527,0,0,0,0,-0.025087307884213,-0.001237935868483,0.00556271572473,0,0,0,0
404,3,0,0,0.2,0.8,3,0,-0.025807969503545,-0.191697464283592,-0.78862695555256,0,0,0,0,-0.025807969503545,0.008302535716408,0.011373044447441,0,0,0,0
405,3,0,0,0.2,0.8,3,0,0.006182687817578,-0.200423300400948,-0.808028924892288,0,0,0,0,0.006182687817578,-0.000423300400948,-0.008028924892288,0,0,0,0
406,3,0,0,0.2,0.8,3,0,0.003033585658989,-0.202594783052096,-0.807743173114746,0,0,0,0,0.003033585658989,-0.002594783052096,-0.007743173114746,0,0,0,0
407,3,0,0,0.2,0.8,3,0,0.03834089542146,-0.189794937180235,-0.757558489652082,0,0,0,0,0.03834089542146,0.010205062819765,0.042441510347918,0,0,0,0
408,3,0,0,0.2,0.8,3,0,0.01115549549609,-0.191320224893244,-0.816784398132438,0,0,0,0,0.01115549549609,0.008679775106756,-0.016784398132438,0,0,0,0
409,3,0,0,0.2,0.8,3,0,-0.020213247468083,-0.203542964513267,-0.807166927119703,0,0,0,0,-0.020213247468083,-0.003542964513267,-0.007166927119703,0,0,0,0
410,3,0,0,0.2,0.8,3,0,-0.023275671465535,-0.174997092715058,-0.828117555736185,0,0,0,0,-0.023275671465535,0.025002907284942,-0.028117555736185,0,0,0,0
411,3,0,0,0.2,0.8,3,0,-0.000451270384148,-0.177942564885433,-0.816189540421891,0,0,0,0,-0.000451270384148,0.022057435114568,-0.016189540421891,0,0,0,0
412,3,0,0,0.2,0.8,3,0,0.001652105360003,-0.195804992416882,-0.797144994938281,0,0,0,0,0.001652105360003,0.004195007583118,0.002855005061719,0,0,0,0
413,3,0,0,0.2,0.8,3,0,0.020417496493365,-0.20721590076171,-0.786493731217574,0,0,0,0,0.020417496493365,-0.00721590076171,0.013506268782426,0,0,0,0
414,3,0,0,0.2,0.8,3,0,-0.002589401031246,-0.196975090911208,-0.817074399125975,0,0,0,0,-0.002589401031246,0.003024909088792,-0.017074399125975,0,0,0,0
415,3,0,0,0.2,0.8,3,0,0.025153187970741,-0.219339018028891,-0.748320879531727,0,0,0,0,0.025153187970741,-0.019339018028891,0.051679120468273,0,0,0,0
416,3,0,0,0.2,0.8,3,0,-0.011037212045188,-0.175770052362327,-0.795126207230573,0,0,0,0,-0.011037212045188,0.024229947637673,0.004873792769427,0,0,0,0
417,3,0,0,0.2,0.8,3,0,-0.007730453179062,-0.210680183764968,-0.78619135074019,0,0,0,0,-0.007730453179062,-0.010680183764968,0.01380864925981,0,0,0,0
418,3,0,0,0.2,0.8,3,0,-0.021884956077188,-0.149380749184669,-0.807555720540832,0,0,0,0,-0.021884956077188,0.050619250815331,-0.007555720540832,0,0,0,0
419,3,0,0,0.2,0.8,3,0,0.007804861274476,-0.178309424995338,-0.804771092414755,0,0,0,0,0.007804861274476,0.021690575004662,-0.004771092414755,0,0,0,0
420,3,0,0,0.2,0.8,3,0,0.007394918278181,-0.195600038119712,-0.79004032856438,0,0,0,0,0.007394918278181,0.004399961880288,0.00995967143562,0,0,0,0
421,3,0,0,0.2,0.8,3,0,0.019643877288558,-0.2228466950064,-0.80200989936766,0,0,0,0,0.019643877288558,-0.0228466950064,-0.00200989936766,0,0,0,0
422,3,0,0,0.2,0.8,3,0,0.003851003369119,-0.215759414113704,-0.786269760553494,0,0,0,0,0.003851003369119,-0.015759414113704,0.013730239446507,0,0,0,0
423,3,0,0,0.2,0.8,3,0,-0.000756998693794,-0.206467702733296,-0.805571394490638,0,0,0,0,-0.000756998693794,-0.006467702733296,-0.005571394490638,0,0,0,0
424,3,0,0,0.2,0.8,3,0,-0.022388496988827,-0.161148800997554,-0.806677571697301,0,0,0,0,-0.022388496988827,0.038851199002446,-0.006677571697301,0,0,0,0
425,3,0,0,0.2,0.8,3,0,-0.00477832558587,-0.211830359557918,-0.78372151906802,0,0,0,0,-0.00477832558587,-0.011830359557918,0.01627848093198,0,0,0,0
426,3,0,0,0.2,0.8,3,0,-0.02033723482658,-0.169020176328364,-0.800701967483325,0,0,0,0,-0.02033723482658,0.030979823671636,-0.000701967483325,0,0,0,0
427,3,0,0,0.2,0.8,3,0,-0.002796291621742,-0.179122695471962,-0.821064157111025,0,0,0,0,-0.002796291621742,0.020877304528039,-0.021064157111025,0,0,0,0
428,3,0,0,0.2,0.8,3,0,0.035403896454319,-0.245057251185223,-0.785145253026638,0,0,0,0,0.035403896454319,-0.045057251185223,0.014854746973363,0,0,0,0
429,3,0,0,0.2,0.8,3,0,0.016954635704721,-0.198693905972963,-0.787092951843703,0,0,0,0,0.016954635704721,0.001306094027037,0.012907048156297,0,0,0,0
430,3,0,0,0.2,0.8,3,0,0.001388179449201,-0.172267554563212,-0.774580056811773,0,0,0,0,0.001388179449201,0.027732445436788,0.025419943188227,0,0,0,0
431,3,0,0,0.2,0.8,3,0,-0.014002414824476,-0.200535088690644,-0.817247902769765,0,0,0,0,-0.014002414824476,-0.000535088690644,-0.017247902769765,0,0,0,0
432,3,0,0,0.2,0.8,3,0,0.020434702349422,-0.216775829343296,-0.804055487490239,0,0,0,0,0.020434702349422,-0.016775829343296,-0.004055487490239,0,0,0,0
433,3,0,0,0.2,0.8,3,0,-0.022409946130102,-0.171623999843798,-0.842063998997709,0,0,0,0,-0.022409946130102,0.028376000156202,-0.042063998997709,0,0,0,0
434,3,0,0,0.2,0.8,3,0,0.04628476868869,-0.228490443570564,-0.763769081903851,0,0,0,0,0.04628476868869,-0.028490443570564,0.036230918096149,0,0,0,0
435,3,0,0,0.2,0.8,3,0,0.012981847196064,-0.173690522084837,-0.773613086366433,0,0,0,0,0.012981847196064,0.026309477915164,0.026386913633567,0,0,0,0
436,3,0,0,0.2,0.8,3,0,0.023798475336715,-0.23271780022304,-0.779145368863154,0,0,0,0,0.023798475336715,-0.032717800223041,0.020854631136847,0,0,0,0
437,3,0,0,0.2,0.8,3,0,-0.002640566584225,-0.19590077603998,-0.817431931521539,0,0,0,0,-0.002640566584225,0.00409922396002,-0.017431931521539,0,0,0,0
438,3,0,0,0.2,0.8,3,0,-0.016424775009779,-0.198501547770763,-0.814333986845846,0,0,0,0,-0.016424775009779,0.001498452229237,-0.014333986845846,0,0,0,0
439,3,0,0,0.2,0.8,3,0,0.010359551146329,-0.215580600603653,-0.780542756660392,0,0,0,0,0.010359551146329,-0.015580600603653,0.019457243339608,0,0,0,0
440,3,0,0,0.2,0.8,3,0,0.014900622320822,-0.164871878974105,-0.784398450631897,0,0,0,0,0.014900622320822,0.035128121025895,0.015601549368103,0,0,0,0
441,3,0,0,0.2,0.8,3,0,0.032207665908719,-0.208065639750421,-0.789430138839418,0,0,0,0,0.032207665908719,-0.008065639750421,0.010569861160583,0,0,0,0
442,3,0,0,0.2,0.8,3,0,0.044318994029609,-0.23315309427843,-0.753432497915688,0,0,0,0,0.044318994029609,-0.03315309427843,0.046567502084312,0,0,0,0
443,3,0,0,0.2,0.8,3,0,0.012810135141639,-0.20390967467298,-0.805498277845024,0,0,0,0,0.012810135141639,-0.00390967467298,-0.005498277845024,0,0,0,0
444,3,0,0,0.2,0.8,3,0,0.001085625310406,-0.218977626669036,-0.774287031652364,0,0,0,0,0.001085625310406,-0.018977626669036,0.025712968347636,0,0,0,0
445,3,0,0,0.2,0.8,3,0,-0.012572576966115,-0.189426619553638,-0.811549906337594,0,0,0,0,-0.012572576966115,0.010573380446363,-0.011549906337594,0,0,0,0
446,3,0,0,0.2,0.8,3,0,0.011497992401715,-0.215599667553804,-0.761022137841502,0,0,0,0,0.011497992401715,-0.015599667553805,0.038977862158498,0,0,0,0
447,3,0,0,0.2,0.8,3,0,0.005379166461068,-0.212886919119105,-0.770431420024886,0,0,0,0,0.005379166461068,-0.012886919119105,0.029568579975114,0,0,0,0
448,3,0,0,0.2,0.8,3,0,0.023352083982506,-0.204727566860503,-0.783075739215102,0,0,0,0,0.023352083982506,-0.004727566860503,0.016924260784898,0,0,0,0
449,3,0,0,0.2,0.8,3,0,-0.001038754036536,-0.182955002723672,-0.802005282027496,0,0,0,0,-0.001038754036536,0.017044997276328,-0.002005282027496,0,0,0,0
450,3,0,0,0.2,0.8,3,0,-0.037762156559543,-0.187148226111144,-0.822413265828592,0,0,0,0,-0.037762156559543,0.012851773888856,-0.022413265828592,0,0,0,0
451,3,0,0,0.2,0.8,3,0,-0.011807716746544,-0.159367370636116,-0.816160440598943,0,0,0,0,-0.011807716746544,0.040632629363884,-0.016160440598943,0,0,0,0
452,3,0,0,0.2,0.8,3,0,-0.014128368728392,-0.1804755990827,-0.811844790655716,0,0,0,0,-0.014128368728392,0.0195244009173,-0.011844790655717,0,0,0,0
453,3,0,0,0.2,0.8,3,0,-0.008737726922949,-0.193701288620895,-0.790239753316225,0,0,0,0,-0.008737726922949,0.006298711379105,0.009760246683775,0,0,0,0
454,3,0,0,0.2,0.8,3,0,-0.011380560684437,-0.197118845497956,-0.778174166922767,0,0,0,0,-0.011380560684437,0.002881154502044,0.021825833077233,0,0,0,0
455,3,0,0,0.2,0.8,3,0,0.022130644197918,-0.209808101975035,-0.771040600919562,0,0,0,0,0.022130644197918,-0.009808101975035,0.028959399080439,0,0,0,0
456,3,0,0,0.2,0.8,3,0,-0.00225210798988,-0.186503817505603,-0.821712648304579,0,0,0,0,-0.00225210798988,0.013496182494397,-0.02171264830458,0,0,0,0
457,3,0,0,0.2,0.8,3,0,0.005459031880019,-0.203765031528566,-0.793103493663116,0,0,0,0,0.005459031880019,-0.003765031528566,0.006896506336884,0,0,0,0
458,3,0,0,0.2,0.8,3,0,-0.007702726747047,-0.183724600214462,-0.8015439994969,0,0,0,0,-0.007702726747047,0.016275399785538,-0.0015439994969,0,0,0,0
459,3,0,0,0.2,0.8,3,0,0.001117052155687,-0.199985441017926,-0.793123741963391,0,0,0,0,0.001117052155687,1.45589820741421E-05,0.006876258036609,0,0,0,0
460,3,0,0,0.2,0.8,3,0,0.03810211625085,-0.204719102383117,-0.786184402368052,0,0,0,0,0.03810211625085,-0.004719102383117,0.013815597631948,0,0,0,0
461,3,0,0,0.2,0.8,3,0,0.005653331480381,-0.182644452182064,-0.780909305259528,0,0,0,0,0.005653331480381,0.017355547817937,0.019090694740472,0,0,0,0
462,3,0,0,0.2,0.8,3,0,0.008563479252349,-0.193385894920027,-0.775526980813442,0,0,0,0,0.008563479252349,0.006614105079973,0.024473019186558,0,0,0,0
463,3,0,0,0.2,0.8,3,0,-0.026416903182402,-0.186235815246938,-0.824066399153932,0,0,0,0,-0.026416903182402,0.013764184753062,-0.024066399153932,0,0,0,0
464,3,0,0,0.2,0.8,3,0,-0.017202837456647,-0.208235903560365,-0.792114958497055,0,0,0,0,-0.017202837456647,-0.008235903560365,0.007885041502945,0,0,0,0
465,3,0,0,0.2,0.8,3,0,-0.00855602576848,-0.176513616581517,-0.817514515461008,0,0,0,0,-0.00855602576848,0.023486383418483,-0.017514515461008,0,0,0,0
466,3,0,0,0.2,0.8,3,0,0.03491694438297,-0.215200976261328,-0.778445728630258,0,0,0,0,0.03491694438297,-0.015200976261329,0.021554271369742,0,0,0,0
467,3,0,0,0.2,0.8,3,0,-0.014194866860462,-0.183790127992331,-0.815731081362941,0,0,0,0,-0.014194866860462,0.016209872007669,-0.015731081362941,0,0,0,0
468,3,0,0,0.2,0.8,3,0,-0.006197804672603,-0.213882313543768,-0.781370311778283,0,0,0,0,-0.006197804672603,-0.013882313543769,0.018629688221717,0,0,0,0
469,3,0,0,0.2,0.8,3,0,0.016452218055803,-0.211798888683049,-0.798347048123374,0,0,0,0,0.016452218055803,-0.011798888683049,0.001652951876627,0,0,0,0
470,3,0,0,0.2,0.8,4,0,-0.085492391567448,-0.223002861407189,-0.826141680649652,-0.087935845597312,0,0,0,-0.085492391567448,-0.023002861407189,-0.026141680649652,-0.087935845597312,0,0,0
471,3,0,0,0.2,0.8,3,0,0.006789905196908,-0.197672000287385,-0.793624409198644,0,0,0,0,0.006789905196908,0.002327999712615,0.006375590801356,0,0,0,0
472,3,0,0,0.2,0.8,3,0,-0.025497942787019,-0.204421760197935,-0.796710761973881,0,0,0,0,-0.025497942787019,-0.004421760197935,0.003289238026119,0,0,0,0
473,3,0,0,0.2,0.8,3,0,0.032973803311377,-0.218911896639792,-0.763022086816418,0,0,0,0,0.032973803311377,-0.018911896639792,0.036977913183582,0,0,0,0
474,3,0,0,0.2,0.8,3,0,0.023863170627956,-0.234676786056866,-0.777567295814415,0,0,0,0,0.023863170627956,-0.034676786056866,0.022432704185585,0,0,0,0
475,3,0,0,0.2,0.8,3,0,-0.008034401885451,-0.18196645456249,-0.803869706736356,0,0,0,0,-0.008034401885451,0.01803354543751,-0.003869706736356,0,0,0,0
476,3,0,0,0.2,0.8,3,0,-0.027945601566265,-0.188483810719564,-0.816338373716278,0,0,0,0,-0.027945601566265,0.011516189280436,-0.016338373716278,0,0,0,0
477,3,0,0,0.2,0.8,3,0,0.006883118554397,-0.239401944532633,-0.767578094068103,0,0,0,0,0.006883118554397,-0.039401944532633,0.032421905931897,0,0,0,0
478,3,0,0,0.2,0.8,3,0,-0.004986952428725,-0.236488461595216,-0.790317771978881,0,0,0,0,-0.004986952428725,-0.036488461595216,0.009682228021119,0,0,0,0
479,3,0,0,0.2,0.8,3,0,-0.0183756577199,-0.168670495625695,-0.782744776645843,0,0,0,0,-0.0183756577199,0.031329504374305,0.017255223354158,0,0,0,0
480,3,0,0,0.2,0.8,3,0,-0.011428743417046,-0.226758091849032,-0.792787987062751,0,0,0,0,-0.011428743417046,-0.026758091849032,0.007212012937249,0,0,0,0
481,3,0,0,0.2,0.8,3,0,0.020113397937376,-0.217577802084972,-0.778167557009736,0,0,0,0,0.020113397937376,-0.017577802084972,0.021832442990265,0,0,0,0
482,3,0,0,0.2,0.8,3,0,0.03019637976641,-0.201655662102745,-0.784400207306802,0,0,0,0,0.03019637976641,-0.001655662102745,0.015599792693198,0,0,0,0
483,3,0,0,0.2,0.8,3,0,-0.018126863957993,-0.184381491988878,-0.796009708146605,0,0,0,0,-0.018126863957993,0.015618508011122,0.003990291853395,0,0,0,0
484,3,0,0,0.2,0.8,3,0,0.033630232529894,-0.208460316605998,-0.786259530108106,0,0,0,0,0.033630232529894,-0.008460316605998,0.013740469891894,0,0,0,0
485,3,0,0,0.2,0.8,3,0,-0.013797770958349,-0.198287132426057,-0.835731930947336,0,0,0,0,-0.013797770958349,0.001712867573943,-0.035731930947336,0,0,0,0
486,3,0,0,0.2,0.8,3,0,-0.002634457285313,-0.178005394779981,-0.816762323754944,0,0,0,0,-0.002634457285313,0.02199460522002,-0.016762323754944,0,0,0,0
487,3,0,0,0.2,0.8,3,0,-0.007884526961041,-0.202789521562735,-0.806523783842439,0,0,0,0,-0.007884526961041,-0.002789521562735,-0.006523783842439,0,0,0,0
488,3,0,0,0.2,0.8,3,0,-0.033027639644221,-0.196219246298722,-0.769306043375223,0,0,0,0,-0.033027639644221,0.003780753701278,0.030693956624778,0,0,0,0
489,3,0,0,0.2,0.8,3,0,0.015427209824444,-0.208682821737714,-0.784885430511388,0,0,0,0,0.015427209824444,-0.008682821737714,0.015114569488612,0,0,0,0
490,3,0,0,0.2,0.8,3,0,0.008401981656627,-0.201218363348022,-0.784908118083888,0,0,0,0,0.008401981656627,-0.001218363348022,0.015091881916113,0,0,0,0
491,3,0,0,0.2,0.8,3,0,-0.00166377561683,-0.208002403666211,-0.773440883703991,0,0,0,0,-0.00166377561683,-0.008002403666211,0.026559116296009,0,0,0,0
492,3,0,0,0.2,0.8,3,0,-0.012777333384654,-0.191230193694971,-0.806013260631955,0,0,0,0,-0.012777333384654,0.008769806305029,-0.006013260631955,0,0,0,0
493,3,0,0,0.2,0.8,3,0,0.029991157774289,-0.225138444639791,-0.775379154636726,0,0,0,0,0.029991157774289,-0.025138444639791,0.024620845363274,0,0,0,0
494,3,0,0,0.2,0.8,3,0,0.01250438086707,-0.197964827505472,-0.809988397448221,0,0,0,0,0.01250438086707,0.002035172494528,-0.009988397448221,0,0,0,0
495,3,0,0,0.2,0.8,3,0,0.0227355649732,-0.214019376477872,-0.797786150858166,0,0,0,0,0.0227355649732,-0.014019376477872,0.002213849141834,0,0,0,0
496,3,0,0,0.2,0.8,3,0,0.022439906101651,-0.212415221535642,-0.794414401651366,0,0,0,0,0.022439906101651,-0.012415221535642,0.005585598348634,0,0,0,0
497,3,0,0,0.2,0.8,3,0,0.001798432215243,-0.193030269586206,-0.784989406788469,0,0,0,0,0.001798432215243,0.006969730413794,0.015010593211531,0,0,0,0
498,3,0,0,0.2,0.8,3,0,-0.010508689405467,-0.22014491283322,-0.783150756265069,0,0,0,0,-0.010508689405467,-0.02014491283322,0.016849243734931,0,0,0,0
499,3,0,0,0.2,0.8,3,0,-0.023301921754011,-0.176514311050986,-0.802575768541679,0,0,0,0,-0.023301921754011,0.023485688949014,-0.002575768541679,0,0,0,0
500,3,0,0,0.2,0.8,3,0,0.015582803803003,-0.198771658330236,-0.758467803619646,0,0,0,0,0.015582803803003,0.001228341669764,0.041532196380355,0,0,0,0
501,3,0,0,0.2,0.8,3,0,0.035097614228492,-0.219669747386966,-0.768913389457877,0,0,0,0,0.035097614228492,-0.019669747386966,0.031086610542123,0,0,0,0
502,3,0,0,0.2,0.8,3,0,-0.01524070086593,-0.165709390700895,-0.80349307803045,0,0,0,0,-0.01524070086593,0.034290609299105,-0.00349307803045,0,0,0,0
503,3,0,0,0.2,0.8,3,0,-0.002397450473912,-0.23118593659291,-0.779267952194321,0,0,0,0,-0.002397450473912,-0.03118593659291,0.020732047805679,0,0,0,0
504,3,0,0,0.2,0.8,3,0,-0.000603332894964,-0.209330186974015,-0.805938513045301,0,0,0,0,-0.000603332894964,-0.009330186974015,-0.005938513045301,0,0,0,0
505,3,0,0,0.2,0.8,3,0,0.006736347739934,-0.198372913811428,-0.785791628680112,0,0,0,0,0.006736347739934,0.001627086188572,0.014208371319888,0,0,0,0
506,3,0,0,0.2,0.8,3,0,-0.007419242215376,-0.190597260154688,-0.792967254787859,0,0,0,0,-0.007419242215376,0.009402739845312,0.007032745212141,0,0,0,0
507,3,0,0,0.2,0.8,3,0,0.015736766164772,-0.231482003408663,-0.794221895774123,0,0,0,0,0.015736766164772,-0.031482003408663,0.005778104225877,0,0,0,0
508,3,0,0,0.2,0.8,3,0,0.004656214604646,-0.181432757891296,-0.799368326547811,0,0,0,0,0.004656214604646,0.018567242108704,0.000631673452189,0,0,0,0
509,3,0,0,0.2,0.8,3,0,0.046195441368358,-0.220626605832203,-0.763223784864656,0,0,0,0,0.046195441368358,-0.020626605832203,0.036776215135344,0,0,0,0
510,3,0,0,0.2,0.8,3,0,0.00323526538169,-0.21818432225232,-0.785454111584845,0,0,0,0,0.00323526538169,-0.01818432225232,0.014545888415155,0,0,0,0
511,3,0,0,0.2,0.8,3,0,0.028277222590511,-0.249355039944669,-0.764924577498601,0,0,0,0,0.028277222590511,-0.049355039944669,0.035075422501399,0,0,0,0
512,3,0,0,0.2,0.8,3,0,-0.026609925299785,-0.189030463833697,-0.805761909017759,0,0,0,0,-0.026609925299785,0.010969536166303,-0.005761909017759,0,0,0,0
513,3,0,0,0.2,0.8,3,0,-0.005326740772932,-0.199282793098003,-0.792385226647506,0,0,0,0,-0.005326740772932,0.000717206901998,0.007614773352494,0,0,0,0
514,3,0,0,0.2,0.8,3,0,-0.015008156907855,-0.229652052024319,-0.789222052036387,0,0,0,0,-0.015008156907855,-0.02965205202432,0.010777947963614,0,0,0,0
515,3,0,0,0.2,0.8,3,0,-0.024162051971578,-0.201588227550067,-0.798015230580279,0,0,0,0,-0.024162051971578,-0.001588227550067,0.001984769419721,0,0,0,0
516,3,0,0,0.2,0.8,3,0,0.015614387777723,-0.205680586779436,-0.801551204266868,0,0,0,0,0.015614387777723,-0.005680586779436,-0.001551204266868,0,0,0,0
517,3,0,0,0.2,0.8,3,0,0.023286349039864,-0.211025356852245,-0.784193514251201,0,0,0,0,0.023286349039864,-0.011025356852245,0.015806485748799,0,0,0,0
518,3,0,0,0.2,0.8,3,0,0.014184192683578,-0.18754606270195,-0.794647928057712,0,0,0,0,0.014184192683578,0.01245393729805,0.005352071942288,0,0,0,0
519,3,0,0,0.2,0.8,3,0,-0.018500228785458,-0.200149760071633,-0.808801171495701,0,0,0,0,-0.018500228785458,-0.000149760071633,-0.008801171495701,0,0,0,0
520,3,0,0,0.2,0.8,3,0,0.002851772187494,-0.207434652249676,-0.791829682093087,0,0,0,0,0.002851772187494,-0.007434652249676,0.008170317906913,0,0,0,0
521,3,0,0,0.2,0.8,3,0,0.003699766730062,-0.222631631676762,-0.78670516841801,0,0,0,0,0.003699766730062,-0.022631631676762,0.01329483158199,0,0,0,0
522,3,0,0,0.2,0.8,3,0,-0.010381782451822,-0.187532754420498,-0.785053650165977,0,0,0,0,-0.010381782451822,0.012467245579502,0.014946349834023,0,0,0,0
523,3,0,0,0.2,0.8,3,0,0.028278997792481,-0.19361147769905,-0.799253254523112,0,0,0,0,0.028278997792481,0.006388522300951,0.000746745476888,0,0,0,0
524,3,0,0,0.2,0.8,3,0,-0.000496386780603,-0.220997383333178,-0.766314135933998,0,0,0,0,-0.000496386780603,-0.020997383333178,0.033685864066002,0,0,0,0
525,3,0,0,0.2,0.8,3,0,8.33887007563594E-05,-0.188781656662602,-0.823383804352862,0,0,0,0,8.33887007563594E-05,0.011218343337398,-0.023383804352862,0,0,0,0
526,3,0,0,0.2,0.8,3,0,0.007296462104218,-0.188997838491054,-0.755339724168313,0,0,0,0,0.007296462104218,0.011002161508946,0.044660275831687,0,0,0,0
527,3,0,0,0.2,0.8,3,0,-0.004159702720817,-0.190596826797743,-0.806426566328828,0,0,0,0,-0.004159702720817,0.009403173202257,-0.006426566328828,0,0,0,0
