Run #,AR Order,MA Order,AR 1-lag Coeff,AR 2-lag Coeff,AR 3-lag Coeff,AR 4-lag Coeff,AR 5-lag Coeff,AR 6-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted AR 3-lag Coeff,Fitted AR 4-lag Coeff,Fitted AR 5-lag Coeff,Fitted AR 6-lag Coeff,Fitted AR 7-lag Coeff,Fitted AR 8-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in AR 3-lag Coeff,Diff in AR 4-lag Coeff,Diff in AR 5-lag Coeff,Diff in AR 6-lag Coeff,Diff in AR 7-lag Coeff,Diff in AR 8-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff
181,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.03711379917463164,0.007461956072714023,-0.39095367953826016,0.024477280372099865,-0.2861296974593049,-0.2794003483966896,0,0,0,0,-0.03711379917463164,0.007461956072714023,0.009046320461739865,0.024477280372099865,0.0138703025406951,0.020599651603310398,0,0,0,0
182,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.03399329219095369,0.004469022919717962,-0.3665635063252783,0.02091087155161712,-0.29462954620685894,-0.32762185120326864,0,0,0,0,-0.03399329219095369,0.004469022919717962,0.033436493674721735,0.02091087155161712,0.00537045379314105,-0.027621851203268655,0,0,0,0
183,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.026990537558535616,0.0559588380925068,-0.41761680015696423,0.013066071865285314,-0.29223455915914237,-0.34413995483206555,0,0,0,0,-0.026990537558535616,0.0559588380925068,-0.017616800156964207,0.013066071865285314,0.007765440840857618,-0.044139954832065564,0,0,0,0
184,6,0,0,0,0.4,0,0.3,0.3,6,0,0.022053759900833483,-0.01681220664446035,-0.43659790087464906,0.034802614028762835,-0.30398489205300844,-0.33453396043771944,0,0,0,0,0.022053759900833483,-0.01681220664446035,-0.036597900874649036,0.034802614028762835,-0.003984892053008449,-0.034533960437719446,0,0,0,0
185,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.03497039857604033,-0.025976983318513468,-0.4039258722581306,-0.032648387287631565,-0.2735862073524871,-0.3078698312949225,0,0,0,0,-0.03497039857604033,-0.025976983318513468,-0.003925872258130569,-0.032648387287631565,0.026413792647512868,-0.007869831294922525,0,0,0,0
186,6,0,0,0,0.4,0,0.3,0.3,6,0,0.008807959567885909,0.0336225624395752,-0.4396220341526806,-0.008855671491698433,-0.2529859000416376,-0.32350124132181257,0,0,0,0,0.008807959567885909,0.0336225624395752,-0.03962203415268056,-0.008855671491698433,0.047014099958362365,-0.023501241321812583,0,0,0,0
187,6,0,0,0,0.4,0,0.3,0.3,6,0,0.024926158432541118,0.029684941080909914,-0.41285321634507355,0.03775355682929919,-0.28504047567978524,-0.30658920039680687,0,0,0,0,0.024926158432541118,0.029684941080909914,-0.012853216345073526,0.03775355682929919,0.014959524320214745,-0.006589200396806882,0,0,0,0
188,6,0,0,0,0.4,0,0.3,0.3,6,0,0.004356731957098292,-0.036229433330453316,-0.3878917295386253,0.015437356801517583,-0.24973749998318817,-0.28297119124558473,0,0,0,0,0.004356731957098292,-0.036229433330453316,0.012108270461374748,0.015437356801517583,0.05026250001681182,0.01702880875441526,0,0,0,0
189,6,0,0,0,0.4,0,0.3,0.3,6,0,0.053568101428598774,0.00037111777679805884,-0.4367622795776449,0.012418619607373354,-0.30899141543214337,-0.2848647593067722,0,0,0,0,0.053568101428598774,0.00037111777679805884,-0.036762279577644885,0.012418619607373354,-0.00899141543214338,0.015135240693227803,0,0,0,0
190,6,0,0,0,0.4,0,0.3,0.3,6,0,0.0026592179320366477,-0.027413002275515283,-0.410090222328076,0.03148093181207048,-0.3041945838530926,-0.3089521176225503,0,0,0,0,0.0026592179320366477,-0.027413002275515283,-0.010090222328075993,0.03148093181207048,-0.004194583853092626,-0.008952117622550326,0,0,0,0
191,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.009934041408851,-0.031085113715841623,-0.4461944058332132,0.02317397501690783,-0.3387343412674983,-0.2510701572444569,0,0,0,0,-0.009934041408851,-0.031085113715841623,-0.04619440583321316,0.02317397501690783,-0.03873434126749831,0.048929842755543074,0,0,0,0
192,6,0,0,0,0.4,0,0.3,0.3,6,0,0.015656994038205654,0.008741851227092003,-0.4060112728557712,0.020309099844747235,-0.3292836468589625,-0.2937661478983786,0,0,0,0,0.015656994038205654,0.008741851227092003,-0.006011272855771188,0.020309099844747235,-0.02928364685896251,0.006233852101621362,0,0,0,0
193,6,0,0,0,0.4,0,0.3,0.3,6,0,0.025860228799847937,0.04096373971372726,-0.4248584142031253,0.012469783938185298,-0.2907516450436244,-0.26344841316031,0,0,0,0,0.025860228799847937,0.04096373971372726,-0.02485841420312529,0.012469783938185298,0.009248354956375604,0.03655158683969001,0,0,0,0
194,6,0,0,0,0.4,0,0.3,0.3,6,0,0.010666505327523584,0.0033367442708244627,-0.3903746376918952,-0.03842991105127321,-0.2860319643484522,-0.21385896889582193,0,0,0,0,0.010666505327523584,0.0033367442708244627,0.009625362308104846,-0.03842991105127321,0.013968035651547805,0.08614103110417806,0,0,0,0
195,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.04681004727843664,-0.03384944378115787,-0.36545844320152004,-0.04536188193445763,-0.3294090956076705,-0.273977295434575,0,0,0,0,-0.04681004727843664,-0.03384944378115787,0.03454155679847998,-0.04536188193445763,-0.02940909560767052,0.026022704565424992,0,0,0,0
196,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.0034745408395616267,-0.006879082600221449,-0.3782342231742933,0.027860897181377103,-0.29822292150421637,-0.30403659925298293,0,0,0,0,-0.0034745408395616267,-0.006879082600221449,0.02176577682570674,0.027860897181377103,0.0017770784957836239,-0.004036599252982942,0,0,0,0
197,6,0,0,0,0.4,0,0.3,0.3,6,0,0.03678075714765097,-0.047360961570637905,-0.35154825177074706,0.010534185325014924,-0.29239414029558625,-0.24415231583669703,0,0,0,0,0.03678075714765097,-0.047360961570637905,0.04845174822925297,0.010534185325014924,0.007605859704413742,0.05584768416330296,0,0,0,0
198,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.04624577587985827,-0.03098500493733897,-0.4402751141900118,-0.0199077033862102,-0.3246731658710005,-0.2895828742175012,0,0,0,0,-0.04624577587985827,-0.03098500493733897,-0.040275114190011785,-0.0199077033862102,-0.02467316587100049,0.010417125782498815,0,0,0,0
199,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.0063888156783086375,0.025200069558317453,-0.36076572733626705,-0.04726026964139753,-0.26957500341723395,-0.3130279546702667,0,0,0,0,-0.0063888156783086375,0.025200069558317453,0.03923427266373297,-0.04726026964139753,0.03042499658276604,-0.013027954670266684,0,0,0,0
200,6,0,0,0,0.4,0,0.3,0.3,6,0,0.00206052265586093,0.04306283381602444,-0.3944303279146179,-0.03339678190481332,-0.28805133030049024,-0.2782509818938251,0,0,0,0,0.00206052265586093,0.04306283381602444,0.005569672085382116,-0.03339678190481332,0.01194866969950975,0.02174901810617491,0,0,0,0
201,6,0,0,0,0.4,0,0.3,0.3,6,0,0.0018307857301375074,-0.025970479313399866,-0.40927063107509554,-0.00371213156815634,-0.33939294559132216,-0.2984651749514419,0,0,0,0,0.0018307857301375074,-0.025970479313399866,-0.009270631075095515,-0.00371213156815634,-0.03939294559132217,0.001534825048558064,0,0,0,0
202,6,0,0,0,0.4,0,0.3,0.3,6,0,0.021342605609559973,0.014422564144162828,-0.35505872893771273,0.00010772480870695168,-0.33699892832048695,-0.23706274987067685,0,0,0,0,0.021342605609559973,0.014422564144162828,0.04494127106228729,0.00010772480870695168,-0.03699892832048696,0.06293725012932314,0,0,0,0
203,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.015366633604032703,-0.008847530586557056,-0.4345974695957167,0.014277219173857984,-0.25273608886665394,-0.30345215827245103,0,0,0,0,-0.015366633604032703,-0.008847530586557056,-0.03459746959571669,0.014277219173857984,0.04726391113334605,-0.0034521582724510447,0,0,0,0
204,6,0,0,0,0.4,0,0.3,0.3,6,0,0.006628638550048263,-0.03824068520302791,-0.3848513610119851,-0.03697143021004514,-0.3201125192000967,-0.29886484140657743,0,0,0,0,0.006628638550048263,-0.03824068520302791,0.01514863898801494,-0.03697143021004514,-0.020112519200096712,0.0011351585934225583,0,0,0,0
205,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.054910320803171764,-0.05206956803377449,-0.4162799051045425,-0.0331753017667215,-0.29368133992141954,-0.30804077230300914,0,0,0,0,-0.054910320803171764,-0.05206956803377449,-0.01627990510454247,-0.0331753017667215,0.006318660078580451,-0.008040772303009147,0,0,0,0
206,6,0,0,0,0.4,0,0.3,0.3,6,0,0.0029620658603148747,-0.027196812705059865,-0.4079706126803231,0.016370527090754372,-0.3075515665632438,-0.2715520484846554,0,0,0,0,0.0029620658603148747,-0.027196812705059865,-0.007970612680323064,0.016370527090754372,-0.0075515665632437945,0.02844795151534457,0,0,0,0
207,6,0,0,0,0.4,0,0.3,0.3,6,0,0.018527769022952237,-0.047671955332555194,-0.4382994804295508,0.019841141571725847,-0.3250861079166265,-0.3117559603292497,0,0,0,0,0.018527769022952237,-0.047671955332555194,-0.03829948042955078,0.019841141571725847,-0.02508610791662652,-0.011755960329249693,0,0,0,0
208,6,0,0,0,0.4,0,0.3,0.3,6,0,0.0033287831025732573,0.0679658930912454,-0.44364506855168345,-0.03465838751214688,-0.2964144226733282,-0.2980336426169376,0,0,0,0,0.0033287831025732573,0.0679658930912454,-0.04364506855168343,-0.03465838751214688,0.003585577326671807,0.0019663573830623893,0,0,0,0
209,6,0,0,0,0.4,0,0.3,0.3,6,0,0.015389316828495078,-0.01070307069536208,-0.4352129387744143,0.04344791437929812,-0.28623306080899785,-0.2999682716012324,0,0,0,0,0.015389316828495078,-0.01070307069536208,-0.03521293877441428,0.04344791437929812,0.013766939191002137,3.1728398767583155e-05,0,0,0,0
210,6,0,0,0,0.4,0,0.3,0.3,6,0,0.04201087237549905,0.02576114591707398,-0.3937263961448579,0.0039336043785711495,-0.26118078910207626,-0.2508946397566566,0,0,0,0,0.04201087237549905,0.02576114591707398,0.00627360385514214,0.0039336043785711495,0.03881921089792373,0.04910536024334339,0,0,0,0
211,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.05756269326435545,0.06252003294722977,-0.45283420245487127,-0.006395310880455026,-0.27056369257332247,-0.3344508872701354,0,0,0,0,-0.05756269326435545,0.06252003294722977,-0.05283420245487125,-0.006395310880455026,0.02943630742667752,-0.0344508872701354,0,0,0,0
212,6,0,0,0,0.4,0,0.3,0.3,6,0,0.010265484262660954,0.004513557305502373,-0.4101786534013277,0.02251435363379836,-0.2835465892762519,-0.25696790535425035,0,0,0,0,0.010265484262660954,0.004513557305502373,-0.010178653401327675,0.02251435363379836,0.016453410723748063,0.04303209464574964,0,0,0,0
213,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.015539090584124435,-0.0015966932442353172,-0.39543262266558826,-0.004165853994757066,-0.2611899314621068,-0.29731970754298465,0,0,0,0,-0.015539090584124435,-0.0015966932442353172,0.00456737733441176,-0.004165853994757066,0.038810068537893205,0.002680292457015343,0,0,0,0
214,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.01700461780472244,0.056859859173129926,-0.40225803905057506,-0.034175506439821736,-0.29748055365754006,-0.30843746259852733,0,0,0,0,-0.01700461780472244,0.056859859173129926,-0.0022580390505750336,-0.034175506439821736,0.00251944634245993,-0.008437462598527345,0,0,0,0
215,6,0,0,0,0.4,0,0.3,0.3,6,0,0.02909498549506745,0.00037800936195576257,-0.40624673699081243,0.03865188768622288,-0.2963228247855342,-0.33329591716412166,0,0,0,0,0.02909498549506745,0.00037800936195576257,-0.006246736990812407,0.03865188768622288,0.003677175214465811,-0.03329591716412167,0,0,0,0
216,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.009372737625317804,-0.01622151677881837,-0.42864638453604753,-0.02354392117252378,-0.321655457396564,-0.3246518227076433,0,0,0,0,-0.009372737625317804,-0.01622151677881837,-0.02864638453604751,-0.02354392117252378,-0.021655457396563993,-0.024651822707643323,0,0,0,0
217,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.031829405780988376,0.008646843693067357,-0.3873460630168432,0.023886274296704937,-0.30611297521937425,-0.29591680648447755,0,0,0,0,-0.031829405780988376,0.008646843693067357,0.01265393698315681,0.023886274296704937,-0.0061129752193742615,0.004083193515522443,0,0,0,0
218,6,0,0,0,0.4,0,0.3,0.3,6,0,0.010261630353455828,-0.08035181984799004,-0.3865819564000634,0.00804260684264017,-0.27307931108091704,-0.27408330051034235,0,0,0,0,0.010261630353455828,-0.08035181984799004,0.013418043599936647,0.00804260684264017,0.026920688919082947,0.025916699489657635,0,0,0,0
219,6,0,0,0,0.4,0,0.3,0.3,6,0,0.012260624629237701,-0.030352114320366122,-0.4058484846922155,0.030902857537380354,-0.3059930049444506,-0.25645750653608207,0,0,0,0,0.012260624629237701,-0.030352114320366122,-0.005848484692215494,0.030902857537380354,-0.005993004944450597,0.04354249346391792,0,0,0,0
220,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.03445660535579377,-0.024727245936942397,-0.39389291386583003,0.010898696504300908,-0.2959554427274473,-0.3425261884162278,0,0,0,0,-0.03445660535579377,-0.024727245936942397,0.006107086134169992,0.010898696504300908,0.004044557272552707,-0.042526188416227795,0,0,0,0
221,6,0,0,0,0.4,0,0.3,0.3,6,0,0.0034846778989642557,-0.03635269195566393,-0.36934028631906,-0.044395702799725406,-0.321892437614053,-0.3020726309140689,0,0,0,0,0.0034846778989642557,-0.03635269195566393,0.030659713680940004,-0.044395702799725406,-0.021892437614053017,-0.002072630914068896,0,0,0,0
222,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.030040796652437064,0.0366851995246474,-0.3873711219491919,-0.004181765891292787,-0.30404269556081265,-0.2856538376066101,0,0,0,0,-0.030040796652437064,0.0366851995246474,0.012628878050808146,-0.004181765891292787,-0.004042695560812659,0.014346162393389872,0,0,0,0
