Run #,AR Order,MA Order,AR 1-lag Coeff,AR 2-lag Coeff,AR 3-lag Coeff,AR 4-lag Coeff,AR 5-lag Coeff,AR 6-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted AR 3-lag Coeff,Fitted AR 4-lag Coeff,Fitted AR 5-lag Coeff,Fitted AR 6-lag Coeff,Fitted AR 7-lag Coeff,Fitted AR 8-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in AR 3-lag Coeff,Diff in AR 4-lag Coeff,Diff in AR 5-lag Coeff,Diff in AR 6-lag Coeff,Diff in AR 7-lag Coeff,Diff in AR 8-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff
826,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.06235420443033693,0.010554540834349703,-0.40345407853661985,-0.03752997985678042,-0.2859672250240095,-0.32970640281264146,0,0,0,0,-0.06235420443033693,0.010554540834349703,-0.0034540785366198312,-0.03752997985678042,0.01403277497599048,-0.029706402812641475,0,0,0,0
827,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.05572095877525548,-0.004198286522498112,-0.34585056216249105,-0.01442184760213475,-0.3032715879742991,-0.3194833684118953,0,0,0,0,-0.05572095877525548,-0.004198286522498112,0.054149437837508974,-0.01442184760213475,-0.003271587974299106,-0.019483368411895297,0,0,0,0
828,6,0,0,0,0.4,0,0.3,0.3,6,0,0.0013546405547559398,-0.025778754043481397,-0.4260994970941549,0.04030255289266339,-0.31905017415906456,-0.2821090639739042,0,0,0,0,0.0013546405547559398,-0.025778754043481397,-0.026099497094154878,0.04030255289266339,-0.01905017415906457,0.017890936026095816,0,0,0,0
829,6,0,0,0,0.4,0,0.3,0.3,6,0,0.03208979110587852,0.05219731272125508,-0.44340546291192207,-0.0057378881205102025,-0.266112483100998,-0.29001331395857444,0,0,0,0,0.03208979110587852,0.05219731272125508,-0.043405462911922044,-0.0057378881205102025,0.03388751689900199,0.009986686041425552,0,0,0,0
830,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.001372300743124083,0.03793456146699369,-0.3983933503232066,0.021282331487025404,-0.2795048175590328,-0.2945965410323039,0,0,0,0,-0.001372300743124083,0.03793456146699369,0.0016066496767934146,0.021282331487025404,0.020495182440967208,0.005403458967696062,0,0,0,0
831,6,0,0,0,0.4,0,0.3,0.3,6,0,0.014564805457835367,-0.04653102624412229,-0.3762453367059714,0.03821342615661272,-0.34732240907549167,-0.31998338665883636,0,0,0,0,0.014564805457835367,-0.04653102624412229,0.023754663294028644,0.03821342615661272,-0.04732240907549168,-0.019983386658836366,0,0,0,0
832,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.05135696967269414,0.029266293283321667,-0.4322129641218208,0.024666268712336382,-0.31808185077831846,-0.38346210300075323,0,0,0,0,-0.05135696967269414,0.029266293283321667,-0.032212964121820786,0.024666268712336382,-0.018081850778318476,-0.08346210300075324,0,0,0,0
833,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.006876502811326804,0.00016222865137124583,-0.4011081975706756,0.0009412878143313344,-0.3218443325904777,-0.3145776548426133,0,0,0,0,-0.006876502811326804,0.00016222865137124583,-0.0011081975706755953,0.0009412878143313344,-0.02184433259047769,-0.014577654842613308,0,0,0,0
834,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.028670646539625505,0.02456941029376718,-0.408492984903197,0.004588217509519886,-0.2650747994646687,-0.3013466843318614,0,0,0,0,-0.028670646539625505,0.02456941029376718,-0.008492984903196998,0.004588217509519886,0.03492520053533127,-0.0013466843318614141,0,0,0,0
835,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.012338708126881183,-0.016246052001494957,-0.42431137175495043,-0.009896915135053063,-0.2373603267424333,-0.258026133904769,0,0,0,0,-0.012338708126881183,-0.016246052001494957,-0.024311371754950406,-0.009896915135053063,0.0626396732575667,0.041973866095231016,0,0,0,0
836,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.04849357164383192,-0.033120471167631456,-0.40657488156291444,-0.01021477134359339,-0.32789003427034197,-0.2848711302843237,0,0,0,0,-0.04849357164383192,-0.033120471167631456,-0.006574881562914414,-0.01021477134359339,-0.02789003427034198,0.015128869715676285,0,0,0,0
837,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.014854770649652141,-0.021183505901709827,-0.3855740377921346,0.027334517614476736,-0.26422169533527723,-0.32626174926882007,0,0,0,0,-0.014854770649652141,-0.021183505901709827,0.014425962207865406,0.027334517614476736,0.03577830466472276,-0.026261749268820078,0,0,0,0
838,6,0,0,0,0.4,0,0.3,0.3,6,0,0.014363328940162082,-0.03244113320559007,-0.4258039458003299,-0.01611374342029803,-0.31927057707265494,-0.2967394828650328,0,0,0,0,0.014363328940162082,-0.03244113320559007,-0.025803945800329853,-0.01611374342029803,-0.01927057707265495,0.003260517134967167,0,0,0,0
839,6,0,0,0,0.4,0,0.3,0.3,6,0,0.018117684954010504,-0.02823216541221438,-0.4098071647130818,0.0499016741059573,-0.300769733243481,-0.3027341790563097,0,0,0,0,0.018117684954010504,-0.02823216541221438,-0.009807164713081795,0.0499016741059573,-0.0007697332434810078,-0.002734179056309738,0,0,0,0
840,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.018963820152860633,-0.024630216693823818,-0.4149689961319836,-0.02603230675485988,-0.3254034858560281,-0.2923192944554625,0,0,0,0,-0.018963820152860633,-0.024630216693823818,-0.014968996131983603,-0.02603230675485988,-0.025403485856028085,0.0076807055445374806,0,0,0,0
841,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.03800624473847668,-0.04976260488428778,-0.4326927907171113,-0.0023411977388694168,-0.26555518475510687,-0.3278112212176642,0,0,0,0,-0.03800624473847668,-0.04976260488428778,-0.032692790717111286,-0.0023411977388694168,0.03444481524489312,-0.027811221217664217,0,0,0,0
842,6,0,0,0,0.4,0,0.3,0.3,6,0,0.05513972339703084,-0.04776017298219582,-0.4373679042454557,-0.012945239945804158,-0.2790698199138556,-0.30700539416418837,0,0,0,0,0.05513972339703084,-0.04776017298219582,-0.03736790424545566,-0.012945239945804158,0.02093018008614439,-0.007005394164188383,0,0,0,0
843,6,0,0,0,0.4,0,0.3,0.3,6,0,0.03415939823438846,0.02199623130621803,-0.3930313903933978,-0.016264228143840757,-0.29420273987645035,-0.22961339098369046,0,0,0,0,0.03415939823438846,0.02199623130621803,0.006968609606602227,-0.016264228143840757,0.005797260123549641,0.07038660901630953,0,0,0,0
844,6,0,0,0,0.4,0,0.3,0.3,6,0,0.02065915781225533,0.02140724078302154,-0.3815855943318805,0.02214041596703654,-0.25178805030063395,-0.30181149020744485,0,0,0,0,0.02065915781225533,0.02140724078302154,0.018414405668119527,0.02214041596703654,0.04821194969936604,-0.0018114902074448658,0,0,0,0
845,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.028028593441794855,0.007144609586720602,-0.403104815569398,-0.00483127113725525,-0.3520101328985343,-0.3490052673003979,0,0,0,0,-0.028028593441794855,0.007144609586720602,-0.0031048155693979562,-0.00483127113725525,-0.05201013289853429,-0.04900526730039789,0,0,0,0
846,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.04573471234408347,-0.032188628543156336,-0.37302644925523365,0.03756045789934892,-0.2822633262329879,-0.3148406579457189,0,0,0,0,-0.04573471234408347,-0.032188628543156336,0.026973550744766372,0.03756045789934892,0.0177366737670121,-0.014840657945718927,0,0,0,0
847,6,0,0,0,0.4,0,0.3,0.3,6,0,0.01844997370571648,-0.011792376595729712,-0.37828266229187135,-0.023047911474463233,-0.3013447023833952,-0.28637245649361,0,0,0,0,0.01844997370571648,-0.011792376595729712,0.02171733770812867,-0.023047911474463233,-0.0013447023833952354,0.013627543506390005,0,0,0,0
848,6,0,0,0,0.4,0,0.3,0.3,6,0,0.03241822157137593,-0.005449631977008623,-0.36909677913568895,0.053615757733465864,-0.25550239825836085,-0.3000397609931014,0,0,0,0,0.03241822157137593,-0.005449631977008623,0.030903220864311076,0.053615757733465864,0.04449760174163914,-3.976099310143422e-05,0,0,0,0
849,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.025538254448854422,-0.0467306138365867,-0.3956076110437482,-0.01136055268135409,-0.3095176692580703,-0.35548361047148236,0,0,0,0,-0.025538254448854422,-0.0467306138365867,0.004392388956251825,-0.01136055268135409,-0.009517669258070294,-0.05548361047148237,0,0,0,0
850,6,0,0,0,0.4,0,0.3,0.3,6,0,0.020919857242928525,-0.0042044035859830926,-0.3907641886477691,-0.008475734777033497,-0.2873452459863607,-0.26858957800638095,0,0,0,0,0.020919857242928525,-0.0042044035859830926,0.00923581135223095,-0.008475734777033497,0.012654754013639302,0.03141042199361904,0,0,0,0
851,6,0,0,0,0.4,0,0.3,0.3,6,0,0.05074795889287119,-0.018591407949321473,-0.38676829199966245,0.012181303768606957,-0.28010558138474007,-0.26655488007706807,0,0,0,0,0.05074795889287119,-0.018591407949321473,0.013231708000337572,0.012181303768606957,0.019894418615259923,0.03344511992293192,0,0,0,0
852,6,0,0,0,0.4,0,0.3,0.3,6,0,0.013983622395011636,-0.06374684604916575,-0.32572001066351663,0.010036824234483793,-0.31978089649673924,-0.3253377941720965,0,0,0,0,0.013983622395011636,-0.06374684604916575,0.07427998933648339,0.010036824234483793,-0.019780896496739253,-0.02533779417209653,0,0,0,0
853,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.06034973088147544,0.02306186213171194,-0.41549246672688395,-0.060388525739642526,-0.22524419590958963,-0.3201428211464955,0,0,0,0,-0.06034973088147544,0.02306186213171194,-0.015492466726883924,-0.060388525739642526,0.07475580409041035,-0.020142821146495515,0,0,0,0
854,6,0,0,0,0.4,0,0.3,0.3,6,0,0.02114131871834367,-0.005105725014792964,-0.4202107392130738,0.004771212600551137,-0.30694843448472997,-0.3121834314755445,0,0,0,0,0.02114131871834367,-0.005105725014792964,-0.02021073921307376,0.004771212600551137,-0.006948434484729982,-0.012183431475544515,0,0,0,0
855,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.0024238392928043057,0.020629718823182916,-0.48142521098656516,-0.03594104827201245,-0.27722455051347333,-0.33210024536510063,0,0,0,0,-0.0024238392928043057,0.020629718823182916,-0.08142521098656513,-0.03594104827201245,0.022775449486526655,-0.032100245365100644,0,0,0,0
856,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.044661517612748974,0.01579856784982,-0.40801217119347016,-0.010108991254490617,-0.29427450444907,-0.28513889054880814,0,0,0,0,-0.044661517612748974,0.01579856784982,-0.008012171193470141,-0.010108991254490617,0.005725495550929993,0.014861109451191845,0,0,0,0
857,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.04515293133087231,-0.014829385561239613,-0.4031327738157654,0.006305301564713916,-0.313089999626429,-0.33566050169410544,0,0,0,0,-0.04515293133087231,-0.014829385561239613,-0.0031327738157653773,0.006305301564713916,-0.013089999626429039,-0.03566050169410545,0,0,0,0
858,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.008401583851607733,0.025990200169042913,-0.44254021676499,0.009628879560950954,-0.25732082160578534,-0.3351903158824385,0,0,0,0,-0.008401583851607733,0.025990200169042913,-0.04254021676498998,0.009628879560950954,0.042679178394214645,-0.03519031588243854,0,0,0,0
859,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.0651553994402136,-0.007573534694318339,-0.4139765147584456,-0.05816095328787249,-0.30518572131146837,-0.32859285087928913,0,0,0,0,-0.0651553994402136,-0.007573534694318339,-0.01397651475844558,-0.05816095328787249,-0.005185721311468383,-0.028592850879289144,0,0,0,0
860,6,0,0,0,0.4,0,0.3,0.3,6,0,0.00831617958056613,0.018815249082408815,-0.4114937309281488,-0.0013831916104601284,-0.3176421145833811,-0.3501562099686268,0,0,0,0,0.00831617958056613,0.018815249082408815,-0.01149373092814876,-0.0013831916104601284,-0.017642114583381108,-0.0501562099686268,0,0,0,0
861,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.005577619993962002,0.02810667480533692,-0.3815063681210473,-0.03427975642289682,-0.3114226014705396,-0.31699236603355485,0,0,0,0,-0.005577619993962002,0.02810667480533692,0.0184936318789527,-0.03427975642289682,-0.011422601470539584,-0.016992366033554862,0,0,0,0
862,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.008512414970345716,-0.014045241060948739,-0.4257138172839897,0.061782864170823744,-0.3058626563164856,-0.3128987599136623,0,0,0,0,-0.008512414970345716,-0.014045241060948739,-0.025713817283989693,0.061782864170823744,-0.005862656316485637,-0.012898759913662294,0,0,0,0
863,6,0,0,0,0.4,0,0.3,0.3,6,0,0.040906529037120706,0.02786898946307214,-0.442816753168783,0.026677009697325376,-0.2810303026717354,-0.30754977465577604,0,0,0,0,0.040906529037120706,0.02786898946307214,-0.04281675316878297,0.026677009697325376,0.01896969732826459,-0.007549774655776054,0,0,0,0
864,6,0,0,0,0.4,0,0.3,0.3,6,0,0.04745442862002135,-0.05979860304597119,-0.4006021556181092,-0.0064624317089508575,-0.3540217985902917,-0.30698763925378963,0,0,0,0,0.04745442862002135,-0.05979860304597119,-0.0006021556181091681,-0.0064624317089508575,-0.054021798590291714,-0.006987639253789646,0,0,0,0
865,6,0,0,0,0.4,0,0.3,0.3,6,0,0.02070782013241386,0.044862744167798174,-0.3748776487382146,-0.05619681181760851,-0.2671545103134935,-0.21890855491563666,0,0,0,0,0.02070782013241386,0.044862744167798174,0.025122351261785414,-0.05619681181760851,0.03284548968650647,0.08109144508436333,0,0,0,0
866,6,0,0,0,0.4,0,0.3,0.3,6,0,0.00046667635022776266,-0.014430556488769859,-0.35938230546070515,0.01444148913904398,-0.3330857994921707,-0.3109136732030329,0,0,0,0,0.00046667635022776266,-0.014430556488769859,0.04061769453929487,0.01444148913904398,-0.03308579949217072,-0.010913673203032936,0,0,0,0
867,6,0,0,0,0.4,0,0.3,0.3,6,0,0.07797822735038228,0.02964572487078545,-0.4061529676973015,0.048861370115870426,-0.25219461547548383,-0.26795422503931365,0,0,0,0,0.07797822735038228,0.02964572487078545,-0.0061529676973015035,0.048861370115870426,0.04780538452451616,0.032045774960686335,0,0,0,0
868,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.022921351045653585,-0.017698732562232856,-0.41362131828309234,0.014925269528246401,-0.32517900094512764,-0.3041230699167981,0,0,0,0,-0.022921351045653585,-0.017698732562232856,-0.01362131828309232,0.014925269528246401,-0.02517900094512765,-0.004123069916798117,0,0,0,0
869,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.03346435190123809,0.020617692954472952,-0.3574564502283852,-0.0029413477809186106,-0.30464104150179555,-0.3078397112790981,0,0,0,0,-0.03346435190123809,0.020617692954472952,0.04254354977161484,-0.0029413477809186106,-0.004641041501795562,-0.007839711279098105,0,0,0,0
870,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.01719882780065002,0.02586350569151653,-0.4086239289784958,0.02285414685436893,-0.2818037435316533,-0.3059168278811089,0,0,0,0,-0.01719882780065002,0.02586350569151653,-0.008623928978495787,0.02285414685436893,0.018196256468346717,-0.0059168278811089214,0,0,0,0
871,6,0,0,0,0.4,0,0.3,0.3,6,0,0.011647883771573136,-0.039557222527452446,-0.4181173717826079,0.00910429847892612,-0.29918291782388184,-0.3200214313082787,0,0,0,0,0.011647883771573136,-0.039557222527452446,-0.01811737178260786,0.00910429847892612,0.0008170821761181446,-0.020021431308278714,0,0,0,0
872,6,0,0,0,0.4,0,0.3,0.3,6,0,0.04194420851604093,0.017035735939828076,-0.42719458450707287,-0.01229625840758238,-0.2695222548211136,-0.2932764197431018,0,0,0,0,0.04194420851604093,0.017035735939828076,-0.02719458450707285,-0.01229625840758238,0.030477745178886406,0.006723580256898176,0,0,0,0
873,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.002164399280309759,-0.008072111576895464,-0.403789132920914,-0.012112772445247895,-0.2678328439590824,-0.32039756795227975,0,0,0,0,-0.002164399280309759,-0.008072111576895464,-0.0037891329209139846,-0.012112772445247895,0.03216715604091758,-0.02039756795227976,0,0,0,0
874,6,0,0,0,0.4,0,0.3,0.3,6,0,0.02400948871642475,0.05003538696261169,-0.39632668810782323,-0.006770045821989923,-0.25106648169612483,-0.316011455003879,0,0,0,0,0.02400948871642475,0.05003538696261169,0.0036733118921767893,-0.006770045821989923,0.048933518303875156,-0.016011455003879016,0,0,0,0
875,6,0,0,0,0.4,0,0.3,0.3,6,0,0.04560578983032994,-0.01021421562522773,-0.39558986607474206,0.013050868585138372,-0.3178224577607801,-0.2951087483867915,0,0,0,0,0.04560578983032994,-0.01021421562522773,0.004410133925257964,0.013050868585138372,-0.01782245776078012,0.004891251613208469,0,0,0,0
876,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.06670615433204455,-0.02779407349723096,-0.4541803183735748,-0.014561644565414027,-0.2816870303975166,-0.304158235912286,0,0,0,0,-0.06670615433204455,-0.02779407349723096,-0.05418031837357479,-0.014561644565414027,0.01831296960248341,-0.004158235912286035,0,0,0,0
877,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.007130151320158165,-0.022269023646388084,-0.40727497805334556,-0.0640625953415602,-0.2953886019949106,-0.2898547442775267,0,0,0,0,-0.007130151320158165,-0.022269023646388084,-0.007274978053345538,-0.0640625953415602,0.004611398005089362,0.010145255722473268,0,0,0,0
878,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.010944103177725012,-0.058006713467253744,-0.37883599085654945,-0.011810532555275338,-0.3543154003370195,-0.34619936390607703,0,0,0,0,-0.010944103177725012,-0.058006713467253744,0.02116400914345057,-0.011810532555275338,-0.05431540033701954,-0.04619936390607704,0,0,0,0
879,6,0,0,0,0.4,0,0.3,0.3,6,0,0.02395170162967153,-0.02169221208197815,-0.4217984731792077,0.02101388550101447,-0.2856072696937004,-0.3141671989504418,0,0,0,0,0.02395170162967153,-0.02169221208197815,-0.02179847317920769,0.02101388550101447,0.014392730306299562,-0.014167198950441828,0,0,0,0
880,6,0,0,0,0.4,0,0.3,0.3,6,0,0.024819824824852232,-0.026045916182990406,-0.36229661146126124,-0.006140767732973604,-0.32238945829229826,-0.2958010708777779,0,0,0,0,0.024819824824852232,-0.026045916182990406,0.03770338853873878,-0.006140767732973604,-0.02238945829229827,0.004198929122222084,0,0,0,0
881,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.04145142802881026,0.017882612130062942,-0.3868128906617846,-0.05758032586629431,-0.2689102455935009,-0.26561903034365253,0,0,0,0,-0.04145142802881026,0.017882612130062942,0.01318710933821543,-0.05758032586629431,0.03108975440649908,0.03438096965634746,0,0,0,0
882,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.03309631468421369,0.0022341884952917527,-0.3922232950111148,-0.01561186620638231,-0.29810500235714793,-0.3437735159132237,0,0,0,0,-0.03309631468421369,0.0022341884952917527,0.007776704988885219,-0.01561186620638231,0.0018949976428520587,-0.043773515913223704,0,0,0,0
883,6,0,0,0,0.4,0,0.3,0.3,6,0,0.03743907926182098,-0.018864549695681854,-0.4353147515901162,0.005662590732651228,-0.3223386114483917,-0.31362117694302755,0,0,0,0,0.03743907926182098,-0.018864549695681854,-0.035314751590116156,0.005662590732651228,-0.02233861144839172,-0.013621176943027558,0,0,0,0
884,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.021333041222262955,-0.014388326570938761,-0.45539395524012094,0.06451696273979882,-0.30973163953678784,-0.30984335651088707,0,0,0,0,-0.021333041222262955,-0.014388326570938761,-0.05539395524012092,0.06451696273979882,-0.00973163953678785,-0.00984335651088708,0,0,0,0
885,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.047546974230044406,-0.02181392752422884,-0.37041782477654406,0.0014843537092955085,-0.26931379987616916,-0.2807562640453357,0,0,0,0,-0.047546974230044406,-0.02181392752422884,0.029582175223455964,0.0014843537092955085,0.03068620012383083,0.019243735954664276,0,0,0,0
886,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.014343678786035645,0.012531827055579542,-0.34856292272308087,-0.03699368313883378,-0.2672450132861127,-0.23386935005402598,0,0,0,0,-0.014343678786035645,0.012531827055579542,0.05143707727691915,-0.03699368313883378,0.03275498671388727,0.06613064994597401,0,0,0,0
887,6,0,0,0,0.4,0,0.3,0.3,6,0,0.017472867296203953,-0.01823550391797511,-0.3792398659635652,-0.0006317349859097064,-0.3095754601469242,-0.28712601494339834,0,0,0,0,0.017472867296203953,-0.01823550391797511,0.02076013403643484,-0.0006317349859097064,-0.00957546014692423,0.012873985056601644,0,0,0,0
888,6,0,0,0,0.4,0,0.3,0.3,6,0,0.012657382694233194,-0.0355718036100549,-0.41066737718589097,-0.03344743566039071,-0.3351813233789394,-0.28825846624492063,0,0,0,0,0.012657382694233194,-0.0355718036100549,-0.010667377185890947,-0.03344743566039071,-0.03518132337893942,0.011741533755079359,0,0,0,0
889,6,0,0,0,0.4,0,0.3,0.3,6,0,0.02410260934878085,-0.022203952337795957,-0.3632235040125535,-0.005811322274271019,-0.34674655494889145,-0.27824605579635825,0,0,0,0,0.02410260934878085,-0.022203952337795957,0.036776495987446534,-0.005811322274271019,-0.04674655494889146,0.02175394420364174,0,0,0,0
890,6,0,0,0,0.4,0,0.3,0.3,6,0,0.002005628607613122,-0.04583224973711333,-0.4403791193741482,-0.01997272903304815,-0.304420192737001,-0.30059180524629703,0,0,0,0,0.002005628607613122,-0.04583224973711333,-0.040379119374148176,-0.01997272903304815,-0.004420192737001005,-0.0005918052462970391,0,0,0,0
891,6,0,0,0,0.4,0,0.3,0.3,6,0,0.021687551599671992,0.004424184903240392,-0.4463928392166366,0.029620316174101533,-0.27968469318099315,-0.2932109198350895,0,0,0,0,0.021687551599671992,0.004424184903240392,-0.04639283921663656,0.029620316174101533,0.02031530681900684,0.006789080164910477,0,0,0,0
892,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.017841966945271875,0.036421616753760294,-0.35989339559615546,-0.01895706495407267,-0.31905389973267795,-0.27805266769972486,0,0,0,0,-0.017841966945271875,0.036421616753760294,0.04010660440384456,-0.01895706495407267,-0.01905389973267796,0.021947332300275124,0,0,0,0
893,6,0,0,0,0.4,0,0.3,0.3,6,0,0.03500301858071132,0.03321345906383302,-0.41295299233190785,0.023516503125608726,-0.27383212042416505,-0.27502473524043847,0,0,0,0,0.03500301858071132,0.03321345906383302,-0.012952992331907831,0.023516503125608726,0.02616787957583494,0.024975264759561522,0,0,0,0
894,6,0,0,0,0.4,0,0.3,0.3,6,0,0.06263936754809557,-0.05125291205252395,-0.396068092346686,0.017883288110663555,-0.31799631611173534,-0.2688031208223878,0,0,0,0,0.06263936754809557,-0.05125291205252395,0.003931907653314026,0.017883288110663555,-0.017996316111735355,0.031196879177612213,0,0,0,0
895,6,0,0,0,0.4,0,0.3,0.3,6,0,0.014572556651584315,-0.0496640383896632,-0.3552063809647632,0.04640201616516282,-0.3385138838185929,-0.3041173213155541,0,0,0,0,0.014572556651584315,-0.0496640383896632,0.04479361903523682,0.04640201616516282,-0.03851388381859289,-0.00411732131555409,0,0,0,0
896,6,0,0,0,0.4,0,0.3,0.3,6,0,0.012726133997865,0.05221584397193063,-0.39815510221881034,-0.02658371965203817,-0.2954771850230764,-0.286149656519608,0,0,0,0,0.012726133997865,0.05221584397193063,0.0018448977811896805,-0.02658371965203817,0.004522814976923584,0.013850343480391991,0,0,0,0
897,6,0,0,0,0.4,0,0.3,0.3,6,0,0.035336301800893005,-0.054517371504318485,-0.4038064738728381,0.056634086130142536,-0.31502447123456856,-0.3001553319150259,0,0,0,0,0.035336301800893005,-0.054517371504318485,-0.0038064738728380565,0.056634086130142536,-0.01502447123456857,-0.0001553319150259247,0,0,0,0
898,6,0,0,0,0.4,0,0.3,0.3,6,0,0.059028730294484175,-0.03920906406114942,-0.3332100063282145,-0.01812144373375359,-0.3533058384749904,-0.2761961722226377,0,0,0,0,0.059028730294484175,-0.03920906406114942,0.06678999367178551,-0.01812144373375359,-0.05330583847499043,0.023803827777362285,0,0,0,0
899,6,0,0,0,0.4,0,0.3,0.3,6,0,0.02438807732679743,-0.01574682596210974,-0.41305120200204715,-0.013937269137030585,-0.30171668311044336,-0.2804006095811285,0,0,0,0,0.02438807732679743,-0.01574682596210974,-0.013051202002047124,-0.013937269137030585,-0.0017166831104433733,0.019599390418871487,0,0,0,0
900,6,0,0,0,0.4,0,0.3,0.3,6,0,0.014244144314305818,0.03324528771723413,-0.42943623391008784,-0.06196627364681914,-0.2573916935144072,-0.2924975227994756,0,0,0,0,0.014244144314305818,0.03324528771723413,-0.029436233910087817,-0.06196627364681914,0.04260830648559277,0.007502477200524382,0,0,0,0
901,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.046910214268237875,0.01129467781413866,-0.4052714873300276,-0.024429218588862163,-0.30515214729791673,-0.3157459095677001,0,0,0,0,-0.046910214268237875,0.01129467781413866,-0.00527148733002758,-0.024429218588862163,-0.005152147297916743,-0.01574590956770011,0,0,0,0
902,6,0,0,0,0.4,0,0.3,0.3,6,0,0.019389126185526115,0.02828416852100786,-0.4017545433111399,0.01622675681495695,-0.3265162365160616,-0.28819258478518545,0,0,0,0,0.019389126185526115,0.02828416852100786,-0.001754543311139889,0.01622675681495695,-0.02651623651606161,0.011807415214814543,0,0,0,0
903,6,0,0,0,0.4,0,0.3,0.3,6,0,0.027082548250569424,-0.011347916332743083,-0.421121713252748,0.006431416050192076,-0.29140299431661276,-0.3079062502704511,0,0,0,0,0.027082548250569424,-0.011347916332743083,-0.021121713252747976,0.006431416050192076,0.008597005683387227,-0.00790625027045111,0,0,0,0
904,6,0,0,0,0.4,0,0.3,0.3,6,0,0.0647021746134904,-0.02843877432821284,-0.4030286235246894,0.05469339315137404,-0.28746836932554487,-0.2734117315438089,0,0,0,0,0.0647021746134904,-0.02843877432821284,-0.0030286235246893556,0.05469339315137404,0.012531630674455119,0.02658826845619111,0,0,0,0
905,6,0,0,0,0.4,0,0.3,0.3,6,0,0.011007718064104513,-0.009812271581117655,-0.4277733259124825,0.024606107975104485,-0.3142833684723018,-0.2951772743727342,0,0,0,0,0.011007718064104513,-0.009812271581117655,-0.027773325912482494,0.024606107975104485,-0.014283368472301827,0.004822725627265767,0,0,0,0
906,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.03977512927341384,0.006112180193164092,-0.37913058487742746,0.031153718992470665,-0.3087111219667382,-0.31185618790241615,0,0,0,0,-0.03977512927341384,0.006112180193164092,0.020869415122572565,0.031153718992470665,-0.008711121966738233,-0.01185618790241616,0,0,0,0
907,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.03285281133744535,0.021120998005102934,-0.4111042376407435,-0.02521817948302585,-0.2516612600930619,-0.34380038830773574,0,0,0,0,-0.03285281133744535,0.021120998005102934,-0.011104237640743475,-0.02521817948302585,0.0483387399069381,-0.04380038830773575,0,0,0,0
908,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.04199750070897587,-0.000563459084690836,-0.39820718243572617,-0.006843989932705269,-0.31069360271219215,-0.28858836368866064,0,0,0,0,-0.04199750070897587,-0.000563459084690836,0.001792817564273852,-0.006843989932705269,-0.010693602712192163,0.011411636311339346,0,0,0,0
909,6,0,0,0,0.4,0,0.3,0.3,6,0,-0.059274279585070394,0.013288647370699153,-0.38714773423410137,-0.02167515327037184,-0.3353138595558422,-0.28294066932565903,0,0,0,0,-0.059274279585070394,0.013288647370699153,0.012852265765898652,-0.02167515327037184,-0.03531385955584221,0.017059330674340956,0,0,0,0
