Pre-Scaling RMSE,Scaling Factor,Post-Scaling No Learning RMSE,Post-Scaling Learning RMSE
0.08779166092420591,12.072881784620622,0.1699552799009149,0.09718450548816586
0.07996925575658974,6.610295501915725,0.41002987870340873,0.0793249204240385
0.10744412800607689,9.820618982223955,0.291522098584269,0.11842375815410199
0.10697087261366793,12.523827983122786,0.1905154080715653,0.11266534959303728
0.07085094997829734,6.114371982917815,0.32626604958600425,0.08237959511467195
0.12526624955575386,12.026238226939231,0.2019824772693007,0.13203368774254937
0.08710744957762248,7.407329201548908,0.24723907153044003,0.09714625080694866
0.0780579802841389,7.680835643618889,0.23023674583455458,0.07988944050461479
0.11571413589134887,12.87289494704769,0.18688410831050217,0.12599265819849825
0.09816051206921425,12.02572299508768,0.1927527328128683,0.10868395168333164
0.05806262541998134,4.902883950178572,0.3567088024268169,0.06853775364520374
0.09669385887394627,9.921711782959768,0.28522817779817883,0.10777504339102523
0.1102655672402867,14.110773739030508,0.16764320999218774,0.12472389861434241
0.09849708071162523,11.256991029202132,0.15429352003566157,0.10517607236525689
0.10414972739959039,13.102426163580608,0.14525396867541393,0.11286344586167063
0.08532545259108487,7.341058146812652,0.4456475138351694,0.09367154991997319
0.08183227663279302,8.530550173612994,0.1804879665428952,0.085222107473036
0.11671771397551993,14.196559108508003,0.15706576899047942,0.13184240482795573
0.11460679728795106,8.480161667868018,0.47385664517988146,0.12258866778846973
0.1124170257766685,16.015637944280567,0.15284872032994665,0.12287449035318619
0.10420415157557275,11.329870888964207,0.21312204942339932,0.11816280580069854
0.07247919915815132,9.061554497488538,0.21078042594602472,0.07597855964112181
0.08514023403776809,9.830939116933292,0.17677490661545503,0.09860151518294617
0.09984006527205683,12.081250570851948,0.19752170445730197,0.107665073961271
0.09279750404401811,12.573950968501132,0.17704656596470056,0.10956806837450023
0.09138259335720883,11.965433853618809,0.16574471401841645,0.10181110553413515
0.09441705925240579,11.20827612536528,0.25581541497305127,0.10853438488758382
0.09740013884127321,9.987105674268383,0.22104964864303536,0.10759011832722067
