Run #,AR Order,MA Order,AR 1-lag Coeff,AR 2-lag Coeff,AR 3-lag Coeff,AR 4-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted AR 3-lag Coeff,Fitted AR 4-lag Coeff,Fitted AR 5-lag Coeff,Fitted AR 6-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in AR 3-lag Coeff,Diff in AR 4-lag Coeff,Diff in AR 5-lag Coeff,Diff in AR 6-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff
735,4,0,0,0,0,0.8,4,0,0.011131898762621,-0.035137451757958,0.017099898144281,-0.767305404117821,0,0,0,0,0.011131898762621,-0.035137451757958,0.017099898144281,0.032694595882179,0,0,0,0
736,4,0,0,0,0,0.8,4,0,0.017126682183091,-0.006973508868803,-0.009662851532189,-0.774729350835559,0,0,0,0,0.017126682183091,-0.006973508868803,-0.009662851532189,0.025270649164441,0,0,0,0
737,4,0,0,0,0,0.8,4,0,0.002583379146863,-0.011806353095336,0.014997140668578,-0.812780371049787,0,0,0,0,0.002583379146863,-0.011806353095336,0.014997140668578,-0.012780371049787,0,0,0,0
738,4,0,0,0,0,0.8,4,0,-0.004250019121593,0.048450355721888,-0.024355253977992,-0.775592103848762,0,0,0,0,-0.004250019121593,0.048450355721888,-0.024355253977992,0.024407896151238,0,0,0,0
739,4,0,0,0,0,0.8,4,0,-0.002294259507436,-0.000278974982074,-0.021217674134523,-0.785797171435933,0,0,0,0,-0.002294259507436,-0.000278974982074,-0.021217674134523,0.014202828564067,0,0,0,0
740,4,0,0,0,0,0.8,4,0,0.012571146361391,0.019687014766977,0.03816538557779,-0.81121054073191,0,0,0,0,0.012571146361391,0.019687014766977,0.03816538557779,-0.01121054073191,0,0,0,0
741,4,0,0,0,0,0.8,4,0,0.004366242150314,-0.011217404800975,-0.043372691026698,-0.796568354919821,0,0,0,0,0.004366242150314,-0.011217404800975,-0.043372691026698,0.003431645080179,0,0,0,0
742,4,0,0,0,0,0.8,4,0,0.000604790497256,-0.023923520027713,0.003944828306552,-0.774731111775641,0,0,0,0,0.000604790497256,-0.023923520027713,0.003944828306552,0.025268888224359,0,0,0,0
743,4,0,0,0,0,0.8,4,0,-0.009723249913771,0.004879777561663,0.015790199532597,-0.793849918529761,0,0,0,0,-0.009723249913771,0.004879777561663,0.015790199532597,0.00615008147024,0,0,0,0
744,4,0,0,0,0,0.8,4,0,-0.003232227097827,-0.00348440873664,-0.020468307438576,-0.764133864263168,0,0,0,0,-0.003232227097827,-0.00348440873664,-0.020468307438576,0.035866135736832,0,0,0,0
745,4,0,0,0,0,0.8,4,0,-0.005038338134293,0.025612832891436,-0.021471388556578,-0.781261708813755,0,0,0,0,-0.005038338134293,0.025612832891436,-0.021471388556578,0.018738291186245,0,0,0,0
746,4,0,0,0,0,0.8,4,0,0.006089364809651,0.002827537674143,0.021466627766951,-0.796516194986774,0,0,0,0,0.006089364809651,0.002827537674143,0.021466627766951,0.003483805013226,0,0,0,0
747,4,0,0,0,0,0.8,4,0,-0.00663736662066,0.021008016774378,-0.008745350849742,-0.812245958716701,0,0,0,0,-0.00663736662066,0.021008016774378,-0.008745350849742,-0.012245958716701,0,0,0,0
748,4,0,0,0,0,0.8,4,0,0.02386082135615,-0.010718706130913,0.018461405645229,-0.825598302033145,0,0,0,0,0.02386082135615,-0.010718706130913,0.018461405645229,-0.025598302033145,0,0,0,0
749,4,0,0,0,0,0.8,4,0,0.030691192520076,-0.008018309086932,-0.000751834469391,-0.820025852685009,0,0,0,0,0.030691192520076,-0.008018309086932,-0.000751834469391,-0.020025852685009,0,0,0,0
750,4,0,0,0,0,0.8,4,0,-0.02038296046106,-0.010306184976237,0.027302311499116,-0.78747663813174,0,0,0,0,-0.02038296046106,-0.010306184976237,0.027302311499116,0.01252336186826,0,0,0,0
751,4,0,0,0,0,0.8,4,0,0.008893515937458,-0.024501803937108,-0.023389509117816,-0.785191335023956,0,0,0,0,0.008893515937458,-0.024501803937108,-0.023389509117816,0.014808664976044,0,0,0,0
752,4,0,0,0,0,0.8,4,0,-0.027839282754199,0.016557097089972,-0.001176168747579,-0.822054694461225,0,0,0,0,-0.027839282754199,0.016557097089972,-0.001176168747579,-0.022054694461225,0,0,0,0
753,4,0,0,0,0,0.8,4,0,-0.015100473922542,-0.009710471895625,-0.024771663111075,-0.833060015697198,0,0,0,0,-0.015100473922542,-0.009710471895625,-0.024771663111075,-0.033060015697198,0,0,0,0
754,4,0,0,0,0,0.8,4,0,0.007666956107034,0.016229994899959,0.034286091852246,-0.827403895409393,0,0,0,0,0.007666956107034,0.016229994899959,0.034286091852246,-0.027403895409393,0,0,0,0
755,4,0,0,0,0,0.8,4,0,0.001818204825087,-0.006963476076607,0.02179560215454,-0.821999520698468,0,0,0,0,0.001818204825087,-0.006963476076607,0.02179560215454,-0.021999520698468,0,0,0,0
756,4,0,0,0,0,0.8,4,0,0.008531817506785,-0.008908812949201,0.014988666230398,-0.77856600480446,0,0,0,0,0.008531817506785,-0.008908812949201,0.014988666230398,0.02143399519554,0,0,0,0
757,4,0,0,0,0,0.8,4,0,0.008895478276498,-0.02433837324629,-0.018411361065238,-0.810536617325371,0,0,0,0,0.008895478276498,-0.02433837324629,-0.018411361065238,-0.010536617325371,0,0,0,0
758,4,0,0,0,0,0.8,4,0,-0.020242475535135,-0.028103275480327,-0.033267474927513,-0.812963294077285,0,0,0,0,-0.020242475535135,-0.028103275480327,-0.033267474927513,-0.012963294077285,0,0,0,0
759,4,0,0,0,0,0.8,4,0,0.00388545083782,0.020771578225506,0.020158943528651,-0.799979043647307,0,0,0,0,0.00388545083782,0.020771578225506,0.020158943528651,2.09563526928358E-05,0,0,0,0
760,4,0,0,0,0,0.8,4,0,-0.007631555225963,0.011158863665442,0.007102231185764,-0.819928572033419,0,0,0,0,-0.007631555225963,0.011158863665442,0.007102231185764,-0.019928572033419,0,0,0,0
761,4,0,0,0,0,0.8,4,0,0.002745808485261,-0.017104594989489,0.017492073161736,-0.792125245653302,0,0,0,0,0.002745808485261,-0.017104594989489,0.017492073161736,0.007874754346698,0,0,0,0
762,4,0,0,0,0,0.8,4,0,-0.018283684751979,-0.006259381117141,-0.004694122622018,-0.782799428671545,0,0,0,0,-0.018283684751979,-0.006259381117141,-0.004694122622018,0.017200571328455,0,0,0,0
763,4,0,0,0,0,0.8,4,0,0.01139264956453,0.015171569347015,-0.009471889455362,-0.801874389926504,0,0,0,0,0.01139264956453,0.015171569347015,-0.009471889455362,-0.001874389926504,0,0,0,0
764,4,0,0,0,0,0.8,4,0,0.019130438623419,0.002904733442024,0.009629341618157,-0.777741736700159,0,0,0,0,0.019130438623419,0.002904733442024,0.009629341618157,0.022258263299841,0,0,0,0
765,4,0,0,0,0,0.8,4,0,-0.000703158727611,-0.016752115291804,0.036888035980229,-0.777509337558723,0,0,0,0,-0.000703158727611,-0.016752115291804,0.036888035980229,0.022490662441277,0,0,0,0
766,4,0,0,0,0,0.8,4,0,-0.006906127139803,-0.015184893823784,-0.011833849518956,-0.779648530649345,0,0,0,0,-0.006906127139803,-0.015184893823784,-0.011833849518956,0.020351469350655,0,0,0,0
767,4,0,0,0,0,0.8,4,0,0.022893089952936,-0.01514581369146,0.018070964198641,-0.793382909523748,0,0,0,0,0.022893089952936,-0.01514581369146,0.018070964198641,0.006617090476252,0,0,0,0
768,4,0,0,0,0,0.8,4,0,0.003473078664024,0.028619435228938,-0.015534963730155,-0.796125723319418,0,0,0,0,0.003473078664024,0.028619435228938,-0.015534963730155,0.003874276680582,0,0,0,0
769,4,0,0,0,0,0.8,4,0,0.018189224386811,0.027666172252263,0.026922295940461,-0.796345203550147,0,0,0,0,0.018189224386811,0.027666172252263,0.026922295940461,0.003654796449853,0,0,0,0
770,4,0,0,0,0,0.8,4,0,-0.010324382661026,0.000470532096165,0.00195076166348,-0.772739105327246,0,0,0,0,-0.010324382661026,0.000470532096165,0.00195076166348,0.027260894672754,0,0,0,0
771,4,0,0,0,0,0.8,4,0,0.011073253575764,0.00775836797056,-0.001779462808584,-0.806993046217365,0,0,0,0,0.011073253575764,0.00775836797056,-0.001779462808584,-0.006993046217365,0,0,0,0
772,4,0,0,0,0,0.8,4,0,-0.059098197506286,-0.042104535246447,-0.028823174610732,-0.774123005394046,0,0,0,0,-0.059098197506286,-0.042104535246447,-0.028823174610732,0.025876994605954,0,0,0,0
773,4,0,0,0,0,0.8,4,0,0.008005029748725,-0.028790717655808,0.004489937034738,-0.785601750413899,0,0,0,0,0.008005029748725,-0.028790717655808,0.004489937034738,0.014398249586102,0,0,0,0
774,4,0,0,0,0,0.8,4,0,0.016137803476437,0.028002741040836,0.009260560085126,-0.807752107860165,0,0,0,0,0.016137803476437,0.028002741040836,0.009260560085126,-0.007752107860165,0,0,0,0
775,4,0,0,0,0,0.8,4,0,0.000157017711909,0.012367358344531,0.005125804750658,-0.799770681481379,0,0,0,0,0.000157017711909,0.012367358344531,0.005125804750658,0.000229318518621,0,0,0,0
776,4,0,0,0,0,0.8,4,0,-0.008029186888541,0.00972753903674,-0.023954386787672,-0.779632227607437,0,0,0,0,-0.008029186888541,0.00972753903674,-0.023954386787672,0.020367772392563,0,0,0,0
777,4,0,0,0,0,0.8,4,0,-0.018360884512066,-0.010146650792573,0.023363846106895,-0.787620535609698,0,0,0,0,-0.018360884512066,-0.010146650792573,0.023363846106895,0.012379464390302,0,0,0,0
778,4,0,0,0,0,0.8,4,0,0.004156139653469,0.002738832814761,-0.012310960875162,-0.79175952036366,0,0,0,0,0.004156139653469,0.002738832814761,-0.012310960875162,0.00824047963634,0,0,0,0
779,4,0,0,0,0,0.8,4,0,0.018836177865821,0.026315804657169,-0.02523556342032,-0.809077972817307,0,0,0,0,0.018836177865821,0.026315804657169,-0.02523556342032,-0.009077972817307,0,0,0,0
780,4,0,0,0,0,0.8,4,0,0.002281885408873,-0.012483163321868,-0.02963579502671,-0.818082619954176,0,0,0,0,0.002281885408873,-0.012483163321868,-0.02963579502671,-0.018082619954176,0,0,0,0
781,4,0,0,0,0,0.8,4,0,0.013376635508862,0.013273418346464,0.003919764799657,-0.787804910217445,0,0,0,0,0.013376635508862,0.013273418346464,0.003919764799657,0.012195089782555,0,0,0,0
782,4,0,0,0,0,0.8,4,0,-0.023955823261208,-0.009990172817696,0.020102995328783,-0.788699414756909,0,0,0,0,-0.023955823261208,-0.009990172817696,0.020102995328783,0.011300585243091,0,0,0,0
783,4,0,0,0,0,0.8,4,0,-0.004252261994703,0.009743338677288,-0.019287643919824,-0.780289219911938,0,0,0,0,-0.004252261994703,0.009743338677288,-0.019287643919824,0.019710780088062,0,0,0,0
784,4,0,0,0,0,0.8,4,0,-0.023560595534198,0.006997434258804,0.012486600430024,-0.770256640938816,0,0,0,0,-0.023560595534198,0.006997434258804,0.012486600430024,0.029743359061184,0,0,0,0
785,4,0,0,0,0,0.8,4,0,-0.014055947706967,0.02396565777249,0.001126239964327,-0.798367318398885,0,0,0,0,-0.014055947706967,0.02396565777249,0.001126239964327,0.001632681601115,0,0,0,0
786,4,0,0,0,0,0.8,4,0,0.024410896571197,-0.018056286133383,-0.020242344241954,-0.769755023716096,0,0,0,0,0.024410896571197,-0.018056286133383,-0.020242344241954,0.030244976283904,0,0,0,0
787,4,0,0,0,0,0.8,4,0,0.013717727256027,-0.026538931771155,0.02787995072517,-0.782109048820122,0,0,0,0,0.013717727256027,-0.026538931771155,0.02787995072517,0.017890951179878,0,0,0,0
788,4,0,0,0,0,0.8,4,0,-0.011973842030131,0.017374475740585,-0.001376354146792,-0.797878885694209,0,0,0,0,-0.011973842030131,0.017374475740585,-0.001376354146792,0.002121114305791,0,0,0,0
789,4,0,0,0,0,0.8,4,0,0.038785250140535,-0.030493972230253,-0.015867924809896,-0.783984603242605,0,0,0,0,0.038785250140535,-0.030493972230253,-0.015867924809896,0.016015396757395,0,0,0,0
790,4,0,0,0,0,0.8,4,0,-0.018154583878235,-0.001673797264654,0.002919689115757,-0.814047639561251,0,0,0,0,-0.018154583878235,-0.001673797264654,0.002919689115757,-0.014047639561251,0,0,0,0
791,4,0,0,0,0,0.8,4,0,-0.021397097105129,0.026625960432585,0.000513817538718,-0.788585227515411,0,0,0,0,-0.021397097105129,0.026625960432585,0.000513817538718,0.011414772484589,0,0,0,0
792,4,0,0,0,0,0.8,4,0,-0.007144917588239,-0.03313896600195,-0.0154141421698,-0.799542876452888,0,0,0,0,-0.007144917588239,-0.03313896600195,-0.0154141421698,0.000457123547112,0,0,0,0
793,4,0,0,0,0,0.8,4,0,0.024930416653848,0.013537522817254,-0.017557043679326,-0.818379114463031,0,0,0,0,0.024930416653848,0.013537522817254,-0.017557043679326,-0.018379114463031,0,0,0,0
794,4,0,0,0,0,0.8,4,0,-0.002391579113208,-0.011350671600363,0.01014221391876,-0.77879287758244,0,0,0,0,-0.002391579113208,-0.011350671600363,0.01014221391876,0.02120712241756,0,0,0,0
795,4,0,0,0,0,0.8,4,0,0.005003898271228,-0.011820171245193,0.016315766098179,-0.824019301897635,0,0,0,0,0.005003898271228,-0.011820171245193,0.016315766098179,-0.024019301897635,0,0,0,0
796,4,0,0,0,0,0.8,4,0,-0.021578138655319,-0.022502390531016,-0.010120525244703,-0.784348704004244,0,0,0,0,-0.021578138655319,-0.022502390531016,-0.010120525244703,0.015651295995756,0,0,0,0
797,4,0,0,0,0,0.8,4,0,-0.016666640177402,-0.014395250483972,-0.008504756488914,-0.829918091172171,0,0,0,0,-0.016666640177402,-0.014395250483972,-0.008504756488914,-0.029918091172171,0,0,0,0
798,4,0,0,0,0,0.8,4,0,0.011517371316342,0.029887245790351,0.007063340558815,-0.777094771731591,0,0,0,0,0.011517371316342,0.029887245790351,0.007063340558815,0.022905228268409,0,0,0,0
799,4,0,0,0,0,0.8,4,0,0.002732871520845,-0.011958153327275,-0.036275152149347,-0.79470298017361,0,0,0,0,0.002732871520845,-0.011958153327275,-0.036275152149347,0.00529701982639,0,0,0,0
800,4,0,0,0,0,0.8,4,0,-0.036598575314941,0.01756056076218,0.011760809855081,-0.792457853055307,0,0,0,0,-0.036598575314941,0.01756056076218,0.011760809855081,0.007542146944693,0,0,0,0
801,4,0,0,0,0,0.8,4,0,-0.014686170869986,-0.018571972296887,0.008299842791656,-0.799126603774432,0,0,0,0,-0.014686170869986,-0.018571972296887,0.008299842791656,0.000873396225568,0,0,0,0
802,4,0,0,0,0,0.8,4,0,-0.001664178518582,-0.009172296954479,-0.001406173004819,-0.823513655455065,0,0,0,0,-0.001664178518582,-0.009172296954479,-0.001406173004819,-0.023513655455065,0,0,0,0
803,4,0,0,0,0,0.8,4,0,-0.023242903680213,-0.009475168263797,-0.003778084219824,-0.801407316500517,0,0,0,0,-0.023242903680213,-0.009475168263797,-0.003778084219824,-0.001407316500517,0,0,0,0
804,4,0,0,0,0,0.8,4,0,0.005084530130703,0.012435134577768,-0.025537445967525,-0.804879868497107,0,0,0,0,0.005084530130703,0.012435134577768,-0.025537445967525,-0.004879868497107,0,0,0,0
805,4,0,0,0,0,0.8,4,0,0.024988816291082,-0.021961679976675,0.008112887667141,-0.789843048283883,0,0,0,0,0.024988816291082,-0.021961679976675,0.008112887667141,0.010156951716118,0,0,0,0
806,4,0,0,0,0,0.8,4,0,0.014712970037842,0.03748339891107,-5.16754519442816E-05,-0.77244591948944,0,0,0,0,0.014712970037842,0.03748339891107,-5.16754519442816E-05,0.02755408051056,0,0,0,0
807,4,0,0,0,0,0.8,4,0,0.004002078560139,0.008229155863276,-0.03374002605679,-0.793024058120823,0,0,0,0,0.004002078560139,0.008229155863276,-0.03374002605679,0.006975941879177,0,0,0,0
808,4,0,0,0,0,0.8,4,0,0.025773363169121,-0.017940680056908,0.005371210433897,-0.795628278682454,0,0,0,0,0.025773363169121,-0.017940680056908,0.005371210433897,0.004371721317546,0,0,0,0
809,4,0,0,0,0,0.8,4,0,-0.000671636881844,-0.018352543909746,0.002580401479172,-0.817368974872451,0,0,0,0,-0.000671636881844,-0.018352543909746,0.002580401479172,-0.017368974872451,0,0,0,0
810,4,0,0,0,0,0.8,4,0,0.024759806953781,-0.010676665339598,0.006504925513187,-0.782443383286178,0,0,0,0,0.024759806953781,-0.010676665339598,0.006504925513187,0.017556616713822,0,0,0,0
811,4,0,0,0,0,0.8,4,0,-0.039051246567306,-0.008620692212533,-0.000984881496244,-0.808469180892327,0,0,0,0,-0.039051246567306,-0.008620692212533,-0.000984881496244,-0.008469180892327,0,0,0,0
812,4,0,0,0,0,0.8,4,0,-0.004687876825431,0.007776969803172,0.013520025248354,-0.822954349187939,0,0,0,0,-0.004687876825431,0.007776969803172,0.013520025248354,-0.022954349187939,0,0,0,0
813,4,0,0,0,0,0.8,4,0,-0.010225684679132,0.033428703960346,-0.005249608836909,-0.793844482070965,0,0,0,0,-0.010225684679132,0.033428703960346,-0.005249608836909,0.006155517929035,0,0,0,0
814,4,0,0,0,0,0.8,4,0,-0.009306492519264,0.014517481948632,-0.036180214758035,-0.787703824041169,0,0,0,0,-0.009306492519264,0.014517481948632,-0.036180214758035,0.012296175958831,0,0,0,0
815,4,0,0,0,0,0.8,4,0,-0.014077888973902,-0.018189081912803,0.021436596538386,-0.770402670953409,0,0,0,0,-0.014077888973902,-0.018189081912803,0.021436596538386,0.029597329046591,0,0,0,0
816,4,0,0,0,0,0.8,4,0,0.006091048514352,-0.026355796750253,-0.021868788556972,-0.765084878318176,0,0,0,0,0.006091048514352,-0.026355796750253,-0.021868788556972,0.034915121681824,0,0,0,0
817,4,0,0,0,0,0.8,4,0,0.016567076360967,0.001554861574104,-0.030916439130071,-0.78189203360153,0,0,0,0,0.016567076360967,0.001554861574104,-0.030916439130071,0.01810796639847,0,0,0,0
818,4,0,0,0,0,0.8,4,0,0.027727164405531,0.007715336000403,0.026269139666207,-0.797247259771846,0,0,0,0,0.027727164405531,0.007715336000403,0.026269139666207,0.002752740228154,0,0,0,0
819,4,0,0,0,0,0.8,4,0,-0.000630210083083,-0.009873477553381,-0.020120360890025,-0.792230013266981,0,0,0,0,-0.000630210083083,-0.009873477553381,-0.020120360890025,0.007769986733019,0,0,0,0
820,4,0,0,0,0,0.8,4,0,0.006273396527531,-0.001735136136673,-0.016505927521293,-0.771094802802971,0,0,0,0,0.006273396527531,-0.001735136136673,-0.016505927521293,0.028905197197029,0,0,0,0
821,4,0,0,0,0,0.8,4,0,0.046034230791176,-0.002399334538544,0.026038781745472,-0.806035808325652,0,0,0,0,0.046034230791176,-0.002399334538544,0.026038781745472,-0.006035808325652,0,0,0,0
822,4,0,0,0,0,0.8,4,0,-0.006899581714697,-0.00774008437602,-0.00422552659282,-0.816344606280793,0,0,0,0,-0.006899581714697,-0.00774008437602,-0.00422552659282,-0.016344606280793,0,0,0,0
823,4,0,0,0,0,0.8,4,0,-0.009212343190801,0.016672606609381,-0.005649188138834,-0.817827759809199,0,0,0,0,-0.009212343190801,0.016672606609381,-0.005649188138834,-0.017827759809199,0,0,0,0
824,4,0,0,0,0,0.8,4,0,-0.014130552910911,-0.005292167050419,0.002969511475305,-0.787005473741803,0,0,0,0,-0.014130552910911,-0.005292167050419,0.002969511475305,0.012994526258197,0,0,0,0
825,4,0,0,0,0,0.8,4,0,-0.014332872338238,-0.021006198649136,0.02378944907965,-0.813919439132999,0,0,0,0,-0.014332872338238,-0.021006198649136,0.02378944907965,-0.013919439132999,0,0,0,0
826,4,0,0,0,0,0.8,4,0,-0.011925780446788,-0.013020694068994,-0.026689137356969,-0.801356215331683,0,0,0,0,-0.011925780446788,-0.013020694068994,-0.026689137356969,-0.001356215331683,0,0,0,0
827,4,0,0,0,0,0.8,4,0,0.001657273446377,-0.006843089392426,-0.04441978115709,-0.758824208249355,0,0,0,0,0.001657273446377,-0.006843089392426,-0.04441978115709,0.041175791750645,0,0,0,0
828,4,0,0,0,0,0.8,4,0,-0.018210970174625,-0.014976500580383,0.01503761486269,-0.822361443716265,0,0,0,0,-0.018210970174625,-0.014976500580383,0.01503761486269,-0.022361443716265,0,0,0,0
829,4,0,0,0,0,0.8,4,0,0.011209304018792,0.012247879334629,0.001170187636359,-0.776978146295215,0,0,0,0,0.011209304018792,0.012247879334629,0.001170187636359,0.023021853704785,0,0,0,0
830,4,0,0,0,0,0.8,4,0,-0.023283586731049,0.021029390291493,-0.009751582762075,-0.796347966620454,0,0,0,0,-0.023283586731049,0.021029390291493,-0.009751582762075,0.003652033379546,0,0,0,0
831,4,0,0,0,0,0.8,4,0,0.035762955614812,0.004308639036857,-0.012624569485256,-0.784688501197253,0,0,0,0,0.035762955614812,0.004308639036857,-0.012624569485256,0.015311498802747,0,0,0,0
832,4,0,0,0,0,0.8,4,0,-0.01805827555757,-0.001286582932175,-0.030137413531338,-0.795368505376355,0,0,0,0,-0.01805827555757,-0.001286582932175,-0.030137413531338,0.004631494623645,0,0,0,0
833,4,0,0,0,0,0.8,4,0,0.000831406900171,-0.008419405319082,-0.003315315325583,-0.799890011434082,0,0,0,0,0.000831406900171,-0.008419405319082,-0.003315315325583,0.000109988565918,0,0,0,0
834,4,0,0,0,0,0.8,4,0,0.008252615317589,-0.009348473363157,-0.003413544676973,-0.80486166330194,0,0,0,0,0.008252615317589,-0.009348473363157,-0.003413544676973,-0.00486166330194,0,0,0,0
835,4,0,0,0,0,0.8,4,0,0.029837128552187,0.021628091377511,-0.008953808566255,-0.790298880379532,0,0,0,0,0.029837128552187,0.021628091377511,-0.008953808566255,0.009701119620468,0,0,0,0
836,4,0,0,0,0,0.8,4,0,0.011214274961551,0.00166994700302,0.001612221001589,-0.807778761850138,0,0,0,0,0.011214274961551,0.00166994700302,0.001612221001589,-0.007778761850138,0,0,0,0
837,4,0,0,0,0,0.8,4,0,0.027059107582516,0.023220385649989,-0.008822203152942,-0.821695364741902,0,0,0,0,0.027059107582516,0.023220385649989,-0.008822203152942,-0.021695364741902,0,0,0,0
838,4,0,0,0,0,0.8,4,0,-0.021378499713682,-0.04525682691262,0.010888411300146,-0.804741605603608,0,0,0,0,-0.021378499713682,-0.04525682691262,0.010888411300146,-0.004741605603608,0,0,0,0
839,4,0,0,0,0,0.8,4,0,-0.053700301411494,-0.015956291183465,0.007892438493015,-0.789909648935248,0,0,0,0,-0.053700301411494,-0.015956291183465,0.007892438493015,0.010090351064752,0,0,0,0
840,4,0,0,0,0,0.8,4,0,-0.000870985604425,-0.006010970383196,0.003489450591811,-0.780935348798413,0,0,0,0,-0.000870985604425,-0.006010970383196,0.003489450591811,0.019064651201587,0,0,0,0
841,4,0,0,0,0,0.8,4,0,0.026103303850702,0.006718396704527,0.029141819433774,-0.797748085628092,0,0,0,0,0.026103303850702,0.006718396704527,0.029141819433774,0.002251914371908,0,0,0,0
842,4,0,0,0,0,0.8,4,0,-0.045141047444423,-0.013089635099923,0.032729036409453,-0.761083398846279,0,0,0,0,-0.045141047444423,-0.013089635099923,0.032729036409453,0.038916601153721,0,0,0,0
843,4,0,0,0,0,0.8,4,0,-0.000181375892709,0.008931645113227,0.029873436513278,-0.827566491508962,0,0,0,0,-0.000181375892709,0.008931645113227,0.029873436513278,-0.027566491508962,0,0,0,0
844,4,0,0,0,0,0.8,4,0,-0.00201360676514,0.044102442669975,0.017165404858753,-0.843830997260325,0,0,0,0,-0.00201360676514,0.044102442669975,0.017165404858753,-0.043830997260325,0,0,0,0
845,4,0,0,0,0,0.8,4,0,0.015327909343215,-0.003728861552315,-0.000529154615946,-0.789858268205687,0,0,0,0,0.015327909343215,-0.003728861552315,-0.000529154615946,0.010141731794313,0,0,0,0
846,4,0,0,0,0,0.8,4,0,0.031841499586048,0.014741340027226,-0.001895942612459,-0.774333826037796,0,0,0,0,0.031841499586048,0.014741340027226,-0.001895942612459,0.025666173962204,0,0,0,0
847,4,0,0,0,0,0.8,4,0,-0.029803092732689,0.006923949105759,0.046577562306953,-0.75833074131702,0,0,0,0,-0.029803092732689,0.006923949105759,0.046577562306953,0.04166925868298,0,0,0,0
848,4,0,0,0,0,0.8,4,0,0.004966358430712,-0.035035600763551,-0.006282694924462,-0.797067721236232,0,0,0,0,0.004966358430712,-0.035035600763551,-0.006282694924462,0.002932278763768,0,0,0,0
849,4,0,0,0,0,0.8,4,0,-0.011920880417892,0.02796134364001,0.041174383449676,-0.781530580735101,0,0,0,0,-0.011920880417892,0.02796134364001,0.041174383449676,0.018469419264899,0,0,0,0
850,4,0,0,0,0,0.8,4,0,-0.02216198632381,-0.022070174333706,-0.001712197733994,-0.831705117582862,0,0,0,0,-0.02216198632381,-0.022070174333706,-0.001712197733994,-0.031705117582862,0,0,0,0
851,4,0,0,0,0,0.8,4,0,-0.011622375455562,0.005213193107788,-0.021359928852913,-0.813495679006831,0,0,0,0,-0.011622375455562,0.005213193107788,-0.021359928852913,-0.013495679006831,0,0,0,0
852,4,0,0,0,0,0.8,4,0,-0.009552489836712,-0.028505296426325,-0.003553153041464,-0.814169317032704,0,0,0,0,-0.009552489836712,-0.028505296426325,-0.003553153041464,-0.014169317032704,0,0,0,0
853,4,0,0,0,0,0.8,4,0,-0.010092280789303,0.003167081355062,0.004117225001067,-0.802771861197955,0,0,0,0,-0.010092280789303,0.003167081355062,0.004117225001067,-0.002771861197955,0,0,0,0
854,4,0,0,0,0,0.8,4,0,-0.039516302741118,0.004711211472869,0.004177279800448,-0.79369371173151,0,0,0,0,-0.039516302741118,0.004711211472869,0.004177279800448,0.00630628826849,0,0,0,0
855,4,0,0,0,0,0.8,4,0,-0.006862762820489,-0.001329467650911,-0.003340470693778,-0.814321055610225,0,0,0,0,-0.006862762820489,-0.001329467650911,-0.003340470693778,-0.014321055610225,0,0,0,0
856,4,0,0,0,0,0.8,4,0,0.003467935522625,-0.001150229795853,-0.008213588279679,-0.785149241593416,0,0,0,0,0.003467935522625,-0.001150229795853,-0.008213588279679,0.014850758406584,0,0,0,0
857,4,0,0,0,0,0.8,4,0,-0.030277098130355,0.018731784790907,-0.006095015412952,-0.812130654523801,0,0,0,0,-0.030277098130355,0.018731784790907,-0.006095015412952,-0.012130654523801,0,0,0,0
858,4,0,0,0,0,0.8,4,0,0.002946563969043,0.024153231654493,0.015606025672895,-0.776235443087267,0,0,0,0,0.002946563969043,0.024153231654493,0.015606025672895,0.023764556912733,0,0,0,0
859,4,0,0,0,0,0.8,4,0,-0.021336846459778,-0.029080000109316,0.008415695217658,-0.809948762084898,0,0,0,0,-0.021336846459778,-0.029080000109316,0.008415695217658,-0.009948762084898,0,0,0,0
860,4,0,0,0,0,0.8,4,0,-0.000919806623509,0.00189329086451,0.013324786609736,-0.819425727795286,0,0,0,0,-0.000919806623509,0.00189329086451,0.013324786609736,-0.019425727795286,0,0,0,0
861,4,0,0,0,0,0.8,4,0,0.001220291582915,-0.017169257187761,-0.008432641607256,-0.796614789835423,0,0,0,0,0.001220291582915,-0.017169257187761,-0.008432641607256,0.003385210164577,0,0,0,0
862,4,0,0,0,0,0.8,4,0,0.007019181394045,0.002124738565998,0.031035225945404,-0.795801694920644,0,0,0,0,0.007019181394045,0.002124738565998,0.031035225945404,0.004198305079356,0,0,0,0
863,4,0,0,0,0,0.8,4,0,0.023356983264013,-0.009739430889222,-0.012134182312818,-0.811018675818251,0,0,0,0,0.023356983264013,-0.009739430889222,-0.012134182312818,-0.011018675818252,0,0,0,0
864,4,0,0,0,0,0.8,4,0,-0.012160238067673,0.028788456118368,0.024019724220604,-0.734920581754206,0,0,0,0,-0.012160238067673,0.028788456118368,0.024019724220604,0.065079418245794,0,0,0,0
