Run #,AR Order,MA Order,MA 1-lag Coeff,MA 2-lag Coeff,MA 3-lag Coeff,MA 4-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Fitted MA 3-lag Coeff,Fitted MA 4-lag Coeff,Fitted MA 5-lag Coeff,Fitted MA 6-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff,Diff in MA 3-lag Coeff,Diff in MA 4-lag Coeff,Diff in MA 5-lag Coeff,Diff in MA 6-lag Coeff
758,0,4,0,0,0,0.8,0,4,0,0,-0.001797008211019,-0.006379917100699,-0.023772487823594,0.787468157583797,0,0,0,0,0.001797008211019,0.006379917100699,0.023772487823594,0.012531842416204,0,0
759,0,4,0,0,0,0.8,0,4,0,0,0.031948631632724,0.009482815599585,0.036508465254361,0.83250109154235,0,0,0,0,-0.031948631632724,-0.009482815599585,-0.036508465254361,-0.03250109154235,0,0
760,0,4,0,0,0,0.8,0,4,0,0,0.010454853452456,0.013512938840203,-0.012214673279978,0.834610785399673,0,0,0,0,-0.010454853452456,-0.013512938840203,0.012214673279978,-0.034610785399673,0,0
761,0,4,0,0,0,0.8,0,4,0,0,-0.016221279272969,-0.019415437622604,-0.019144826249032,0.772587989090785,0,0,0,0,0.016221279272969,0.019415437622604,0.019144826249032,0.027412010909215,0,0
762,0,4,0,0,0,0.8,0,4,0,0,0.009069839134179,-0.003542253299921,-0.017762306982126,0.784834683699625,0,0,0,0,-0.009069839134179,0.003542253299921,0.017762306982126,0.015165316300376,0,0
763,0,4,0,0,0,0.8,0,4,0,0,0.009967997546544,-0.012040150826716,0.004540048938833,0.796441606549959,0,0,0,0,-0.009967997546544,0.012040150826716,-0.004540048938833,0.003558393450041,0,0
764,0,4,0,0,0,0.8,0,4,0,0,0.011134555436938,-0.03398818111192,-0.00570558398893,0.839076852987624,0,0,0,0,-0.011134555436938,0.03398818111192,0.00570558398893,-0.039076852987624,0,0
765,0,4,0,0,0,0.8,0,4,0,0,0.010103891072282,0.035022382860522,-0.002263531892128,0.773448895608778,0,0,0,0,-0.010103891072282,-0.035022382860522,0.002263531892128,0.026551104391222,0,0
766,0,4,0,0,0,0.8,0,4,0,0,0.021299092975548,-0.041048340075835,0.030697490374889,0.802680281502063,0,0,0,0,-0.021299092975548,0.041048340075835,-0.030697490374889,-0.002680281502063,0,0
767,0,4,0,0,0,0.8,0,4,0,0,-0.004255107140044,0.001935837744941,-0.014170831377438,0.828928987923969,0,0,0,0,0.004255107140044,-0.001935837744941,0.014170831377438,-0.028928987923969,0,0
768,0,4,0,0,0,0.8,0,4,0,0,0.008724921343492,0.001387978102835,0.013735769134498,0.811955704937333,0,0,0,0,-0.008724921343492,-0.001387978102835,-0.013735769134498,-0.011955704937334,0,0
769,0,4,0,0,0,0.8,0,4,0,0,0.036214885268513,0.016588424445,0.003206495136637,0.777771917580795,0,0,0,0,-0.036214885268513,-0.016588424445,-0.003206495136637,0.022228082419205,0,0
770,0,4,0,0,0,0.8,0,4,0,0,0.006237085990803,0.00950631603275,-0.009696322824284,0.798600591129919,0,0,0,0,-0.006237085990803,-0.00950631603275,0.009696322824284,0.001399408870081,0,0
771,0,4,0,0,0,0.8,0,4,0,0,-0.002156895845522,0.021916953056398,0.023545226108132,0.813299035217435,0,0,0,0,0.002156895845522,-0.021916953056398,-0.023545226108132,-0.013299035217435,0,0
772,0,4,0,0,0,0.8,0,4,0,0,-0.014498500670653,-0.004657461501493,0.002758006746705,0.804170933179891,0,0,0,0,0.014498500670653,0.004657461501493,-0.002758006746705,-0.004170933179891,0,0
773,0,4,0,0,0,0.8,0,4,0,0,0.024863382515192,-0.036401627755207,0.007679300271222,0.814146469435391,0,0,0,0,-0.024863382515192,0.036401627755207,-0.007679300271222,-0.014146469435391,0,0
774,0,4,0,0,0,0.8,0,4,0,0,-0.0330211012025,0.004334866912669,0.00918580183268,0.799500065905814,0,0,0,0,0.0330211012025,-0.004334866912669,-0.00918580183268,0.000499934094186,0,0
775,0,4,0,0,0,0.8,0,4,0,0,0.001499846496766,-0.034401864455388,0.017310724532711,0.818862152343187,0,0,0,0,-0.001499846496766,0.034401864455388,-0.017310724532711,-0.018862152343187,0,0
776,0,4,0,0,0,0.8,0,4,0,0,0.010461592948761,-0.001846386386998,-0.052466577909024,0.824101766055914,0,0,0,0,-0.010461592948761,0.001846386386998,0.052466577909024,-0.024101766055915,0,0
777,0,4,0,0,0,0.8,0,4,0,0,-0.001956252624751,-0.015189437570534,-0.008090631311937,0.807242162001946,0,0,0,0,0.001956252624751,0.015189437570534,0.008090631311937,-0.007242162001946,0,0
778,0,4,0,0,0,0.8,0,4,0,0,-0.017405200329615,0.012403989979398,-0.006104544874791,0.798080673445896,0,0,0,0,0.017405200329615,-0.012403989979398,0.006104544874791,0.001919326554104,0,0
779,0,4,0,0,0,0.8,0,4,0,0,-0.00739480528629,0.028230961161375,-0.0330978848667,0.806786053900013,0,0,0,0,0.00739480528629,-0.028230961161375,0.0330978848667,-0.006786053900013,0,0
780,0,4,0,0,0,0.8,0,4,0,0,0.017977815156712,0.043694837250737,0.000274417057668,0.787871434590106,0,0,0,0,-0.017977815156712,-0.043694837250737,-0.000274417057668,0.012128565409894,0,0
781,0,4,0,0,0,0.8,0,4,0,0,0.024616346614016,-0.019180367604546,0.012120380018266,0.797866340142979,0,0,0,0,-0.024616346614016,0.019180367604546,-0.012120380018266,0.002133659857021,0,0
782,0,4,0,0,0,0.8,0,4,0,0,-0.009929991371826,-0.000897388179871,0.008964243215969,0.807105035194198,0,0,0,0,0.009929991371826,0.000897388179871,-0.008964243215969,-0.007105035194198,0,0
783,0,4,0,0,0,0.8,0,4,0,0,0.001323530710607,-0.02051461321889,-0.02050502010997,0.787566566744659,0,0,0,0,-0.001323530710607,0.02051461321889,0.02050502010997,0.012433433255342,0,0
784,0,4,0,0,0,0.8,0,4,0,0,0.009189117390784,-0.014568144267554,-0.019467047250611,0.829516731874274,0,0,0,0,-0.009189117390784,0.014568144267554,0.019467047250611,-0.029516731874274,0,0
785,0,4,0,0,0,0.8,0,4,0,0,0.014251169616969,0.003680607743992,0.022294967326607,0.792995054140197,0,0,0,0,-0.014251169616969,-0.003680607743992,-0.022294967326607,0.007004945859803,0,0
786,0,4,0,0,0,0.8,0,4,0,0,-0.026858297275715,0.015124480751035,-0.035804045209606,0.804678730058225,0,0,0,0,0.026858297275715,-0.015124480751035,0.035804045209606,-0.004678730058225,0,0
787,0,4,0,0,0,0.8,0,4,0,0,0.008026006287295,0.029227653824717,0.029666844310044,0.793402230374874,0,0,0,0,-0.008026006287295,-0.029227653824717,-0.029666844310044,0.006597769625126,0,0
788,0,4,0,0,0,0.8,0,4,0,0,0.029640076971669,0.006123293926138,0.014334870270682,0.844930725638948,0,0,0,0,-0.029640076971669,-0.006123293926138,-0.014334870270682,-0.044930725638948,0,0
789,0,4,0,0,0,0.8,0,4,0,0,0.018437624796288,0.018512536825004,0.009055091060756,0.828367391496656,0,0,0,0,-0.018437624796288,-0.018512536825004,-0.009055091060756,-0.028367391496656,0,0
790,0,4,0,0,0,0.8,0,4,0,0,-0.018130474975357,-0.00175209251296,-0.016570231123596,0.813367466031026,0,0,0,0,0.018130474975357,0.00175209251296,0.016570231123596,-0.013367466031026,0,0
791,0,4,0,0,0,0.8,0,4,0,0,-0.014243105704946,-0.044785673291944,-0.007642878901494,0.782617381260476,0,0,0,0,0.014243105704946,0.044785673291944,0.007642878901494,0.017382618739524,0,0
792,0,4,0,0,0,0.8,0,4,0,0,-0.028198147778948,-0.007194429702126,0.021137591804463,0.823230108530698,0,0,0,0,0.028198147778948,0.007194429702126,-0.021137591804463,-0.023230108530698,0,0
793,0,4,0,0,0,0.8,0,4,0,0,-0.025010244585062,0.015706659453456,-0.014880866078494,0.779684851301394,0,0,0,0,0.025010244585062,-0.015706659453456,0.014880866078494,0.020315148698606,0,0
794,0,4,0,0,0,0.8,0,4,0,0,0.017459849115036,-0.031626529245387,0.022712672839825,0.810947208249113,0,0,0,0,-0.017459849115036,0.031626529245387,-0.022712672839825,-0.010947208249113,0,0
795,0,4,0,0,0,0.8,0,4,0,0,0.013683568331297,0.006727397643898,-0.02172963820704,0.815714046246042,0,0,0,0,-0.013683568331297,-0.006727397643898,0.02172963820704,-0.015714046246043,0,0
796,0,4,0,0,0,0.8,0,4,0,0,-0.015780181598734,-0.003746487042796,0.000206118814004,0.848812729034735,0,0,0,0,0.015780181598734,0.003746487042796,-0.000206118814004,-0.048812729034735,0,0
797,0,4,0,0,0,0.8,0,4,0,0,0.011494078313714,0.022191983568107,-0.003906781349929,0.806304515348128,0,0,0,0,-0.011494078313714,-0.022191983568107,0.003906781349929,-0.006304515348128,0,0
798,0,4,0,0,0,0.8,0,4,0,0,-0.015760824352604,0.00416743115428,-0.007352698042328,0.812094159659002,0,0,0,0,0.015760824352604,-0.00416743115428,0.007352698042328,-0.012094159659002,0,0
799,0,4,0,0,0,0.8,0,4,0,0,0.026098828921591,0.007707683167333,0.031830686170121,0.777738646643405,0,0,0,0,-0.026098828921591,-0.007707683167333,-0.031830686170121,0.022261353356595,0,0
800,0,4,0,0,0,0.8,0,4,0,0,-0.007739333917187,-0.021303760615668,0.003291014817809,0.833245642038607,0,0,0,0,0.007739333917187,0.021303760615668,-0.003291014817809,-0.033245642038607,0,0
801,0,4,0,0,0,0.8,0,4,0,0,0.001131186696723,-0.005835284657461,0.009952515704318,0.857347535492361,0,0,0,0,-0.001131186696723,0.005835284657461,-0.009952515704318,-0.057347535492361,0,0
802,0,4,0,0,0,0.8,0,4,0,0,-0.008839032411929,0.005757319183877,0.002388876929885,0.804940241694864,0,0,0,0,0.008839032411929,-0.005757319183877,-0.002388876929885,-0.004940241694864,0,0
803,0,4,0,0,0,0.8,0,4,0,0,0.024225641073256,0.027579944262876,-0.014598661740746,0.813615489994226,0,0,0,0,-0.024225641073256,-0.027579944262876,0.014598661740746,-0.013615489994226,0,0
804,0,4,0,0,0,0.8,0,4,0,0,-0.021777649256597,-0.016322736999195,-0.003795834184744,0.802813742246626,0,0,0,0,0.021777649256597,0.016322736999195,0.003795834184744,-0.002813742246626,0,0
805,0,4,0,0,0,0.8,0,4,0,0,-0.038316933751885,-0.024675251072024,-0.010989910591276,0.815918489498686,0,0,0,0,0.038316933751885,0.024675251072024,0.010989910591276,-0.015918489498686,0,0
806,0,4,0,0,0,0.8,0,4,0,0,-0.033544524792797,-0.001962009409879,-0.006117898379806,0.795187556006837,0,0,0,0,0.033544524792797,0.001962009409879,0.006117898379806,0.004812443993163,0,0
807,0,4,0,0,0,0.8,0,4,0,0,-0.008577093068542,-7.983031437332E-05,-0.029772983406703,0.809432001228904,0,0,0,0,0.008577093068542,7.983031437332E-05,0.029772983406703,-0.009432001228904,0,0
808,0,4,0,0,0,0.8,0,4,0,0,-0.007239318377339,-0.011656886907732,-0.006570795166618,0.804676055996672,0,0,0,0,0.007239318377339,0.011656886907732,0.006570795166618,-0.004676055996672,0,0
809,0,4,0,0,0,0.8,0,4,0,0,0.007643346978012,0.031305356485719,0.003931227967491,0.771674084038375,0,0,0,0,-0.007643346978012,-0.031305356485719,-0.003931227967491,0.028325915961625,0,0
810,0,4,0,0,0,0.8,0,4,0,0,0.009949080596549,0.010350476990309,0.000113835991179,0.803353685001913,0,0,0,0,-0.009949080596549,-0.010350476990309,-0.000113835991179,-0.003353685001913,0,0
811,0,4,0,0,0,0.8,0,4,0,0,-0.004515230810385,-0.021961535948186,0.012033013415604,0.784635170004989,0,0,0,0,0.004515230810385,0.021961535948186,-0.012033013415604,0.015364829995011,0,0
812,0,4,0,0,0,0.8,0,4,0,0,-0.021356115990961,-0.010485710171832,-0.002934865818813,0.803632750437625,0,0,0,0,0.021356115990961,0.010485710171832,0.002934865818813,-0.003632750437625,0,0
813,0,4,0,0,0,0.8,0,4,0,0,-0.010131911665315,0.015630834858904,-0.005031722189318,0.804393579701784,0,0,0,0,0.010131911665315,-0.015630834858904,0.005031722189318,-0.004393579701784,0,0
814,0,4,0,0,0,0.8,0,4,0,0,-0.005920179714235,-0.009458258390502,0.007703927416496,0.798313066069481,0,0,0,0,0.005920179714235,0.009458258390502,-0.007703927416496,0.001686933930519,0,0
815,0,4,0,0,0,0.8,0,4,0,0,-0.006021984772848,0.003523812289966,-0.03966432286942,0.777976496349402,0,0,0,0,0.006021984772848,-0.003523812289966,0.03966432286942,0.022023503650598,0,0
816,0,4,0,0,0,0.8,0,4,0,0,-0.009676146757495,-0.023249408071277,-0.029629845576083,0.809619249439162,0,0,0,0,0.009676146757495,0.023249408071277,0.029629845576083,-0.009619249439162,0,0
817,0,4,0,0,0,0.8,0,4,0,0,-0.013327608288656,0.005001361085126,-0.017686988275748,0.812810286620957,0,0,0,0,0.013327608288656,-0.005001361085126,0.017686988275748,-0.012810286620957,0,0
818,0,4,0,0,0,0.8,0,4,0,0,-0.050141098039472,-0.016697011563351,-0.00831457207315,0.80042446741723,0,0,0,0,0.050141098039472,0.016697011563351,0.00831457207315,-0.00042446741723,0,0
819,0,4,0,0,0,0.8,0,4,0,0,-0.004800372498106,-0.004597569313204,-0.015230125875098,0.779156569990702,0,0,0,0,0.004800372498106,0.004597569313204,0.015230125875098,0.020843430009299,0,0
820,0,4,0,0,0,0.8,0,4,0,0,-0.02541899006045,-0.026849629243501,0.002373116808267,0.803396834992975,0,0,0,0,0.02541899006045,0.026849629243501,-0.002373116808267,-0.003396834992975,0,0
821,0,4,0,0,0,0.8,1,4,-0.112528824310767,0,0.019469916524233,0.012754481100204,-0.020762599061046,0.800329088151787,0,0,-0.112528824310767,0,-0.019469916524233,-0.012754481100204,0.020762599061046,-0.000329088151787,0,0
822,0,4,0,0,0,0.8,0,4,0,0,0.037933724400899,0.013532492827151,-0.008228638270718,0.792540536380057,0,0,0,0,-0.037933724400899,-0.013532492827151,0.008228638270718,0.007459463619943,0,0
823,0,4,0,0,0,0.8,0,4,0,0,0.009336342478791,0.008146519116976,-0.002514596843844,0.799598775109089,0,0,0,0,-0.009336342478791,-0.008146519116976,0.002514596843844,0.000401224890911,0,0
824,0,4,0,0,0,0.8,0,4,0,0,0.020961802345067,0.021297987486175,-0.008462858136907,0.769843015535653,0,0,0,0,-0.020961802345067,-0.021297987486175,0.008462858136907,0.030156984464347,0,0
825,0,4,0,0,0,0.8,0,4,0,0,-0.020911750775395,-0.017584217476927,-0.009367870846428,0.817581180016804,0,0,0,0,0.020911750775395,0.017584217476927,0.009367870846428,-0.017581180016804,0,0
826,0,4,0,0,0,0.8,0,4,0,0,-0.021402352869767,-0.006289221940988,-0.021807707287859,0.806731555311259,0,0,0,0,0.021402352869767,0.006289221940988,0.021807707287859,-0.006731555311259,0,0
827,0,4,0,0,0,0.8,0,4,0,0,0.001304465135662,-0.044177348098265,-0.021987406669667,0.779898467846181,0,0,0,0,-0.001304465135662,0.044177348098265,0.021987406669667,0.020101532153819,0,0
828,0,4,0,0,0,0.8,0,4,0,0,0.02558602339236,0.023947814741487,-0.010501115939536,0.828323847950264,0,0,0,0,-0.02558602339236,-0.023947814741487,0.010501115939536,-0.028323847950264,0,0
829,0,4,0,0,0,0.8,0,4,0,0,-0.069216759289607,-0.007200799345932,0.006929197019014,0.805862179783842,0,0,0,0,0.069216759289607,0.007200799345932,-0.006929197019014,-0.005862179783842,0,0
830,0,4,0,0,0,0.8,0,4,0,0,-0.003149378144025,-0.004879052632533,0.01903892790522,0.830286502518253,0,0,0,0,0.003149378144025,0.004879052632533,-0.01903892790522,-0.030286502518253,0,0
831,0,4,0,0,0,0.8,0,4,0,0,-0.015529305775185,-0.017283495498742,0.010734528514262,0.819322302433282,0,0,0,0,0.015529305775185,0.017283495498742,-0.010734528514262,-0.019322302433282,0,0
832,0,4,0,0,0,0.8,0,4,0,0,-0.013347356332079,0.018006989215239,0.002837633036546,0.839477507879168,0,0,0,0,0.013347356332079,-0.018006989215239,-0.002837633036546,-0.039477507879168,0,0
833,0,4,0,0,0,0.8,0,4,0,0,0.006729138894406,-0.011076112151943,-0.039367807510335,0.764377858488528,0,0,0,0,-0.006729138894406,0.011076112151943,0.039367807510335,0.035622141511472,0,0
834,0,4,0,0,0,0.8,0,4,0,0,-0.003513138558614,0.018586343846783,-0.006909759968917,0.832999337164381,0,0,0,0,0.003513138558614,-0.018586343846783,0.006909759968917,-0.032999337164381,0,0
835,0,4,0,0,0,0.8,0,4,0,0,-0.003951725654702,-0.019064308198453,0.012721927166562,0.79137836430515,0,0,0,0,0.003951725654702,0.019064308198453,-0.012721927166562,0.00862163569485,0,0
836,0,4,0,0,0,0.8,0,4,0,0,0.005808243387945,0.010220867637098,-0.002248623689575,0.810218325064843,0,0,0,0,-0.005808243387945,-0.010220867637098,0.002248623689575,-0.010218325064843,0,0
837,0,4,0,0,0,0.8,0,4,0,0,-0.00096152129179,0.000543467579118,-0.000168623950933,0.793519756990135,0,0,0,0,0.00096152129179,-0.000543467579118,0.000168623950933,0.006480243009865,0,0
838,0,4,0,0,0,0.8,0,4,0,0,-0.046989420449223,0.029643559579176,0.001399844199878,0.79898782669541,0,0,0,0,0.046989420449223,-0.029643559579176,-0.001399844199878,0.00101217330459,0,0
839,0,4,0,0,0,0.8,0,4,0,0,-0.002341260335327,0.00364910474386,-0.00463939597171,0.799430512985775,0,0,0,0,0.002341260335327,-0.00364910474386,0.00463939597171,0.000569487014225,0,0
840,0,4,0,0,0,0.8,0,4,0,0,-0.023250178141266,-0.045378093979521,-0.017749519388679,0.826951000655753,0,0,0,0,0.023250178141266,0.045378093979521,0.017749519388679,-0.026951000655753,0,0
841,0,4,0,0,0,0.8,0,4,0,0,-0.003973278765207,-0.016664751432671,-0.03238253173162,0.782184378406934,0,0,0,0,0.003973278765207,0.016664751432671,0.03238253173162,0.017815621593066,0,0
842,0,4,0,0,0,0.8,0,4,0,0,-0.014907732936241,0.00326274262834,0.015667182350815,0.776369239432439,0,0,0,0,0.014907732936241,-0.00326274262834,-0.015667182350815,0.023630760567561,0,0
843,0,4,0,0,0,0.8,0,4,0,0,-0.018953759645603,0.007055373162878,0.004987195795035,0.766437822186703,0,0,0,0,0.018953759645603,-0.007055373162878,-0.004987195795035,0.033562177813297,0,0
844,0,4,0,0,0,0.8,0,4,0,0,0.01282697600831,0.037702125868098,-0.01817823286568,0.80159400293133,0,0,0,0,-0.01282697600831,-0.037702125868098,0.01817823286568,-0.00159400293133,0,0
845,0,4,0,0,0,0.8,0,4,0,0,-0.010292959562171,-0.014185889493311,-0.002066725620079,0.81770945582435,0,0,0,0,0.010292959562171,0.014185889493311,0.002066725620079,-0.01770945582435,0,0
846,0,4,0,0,0,0.8,0,4,0,0,-0.025554271829036,-0.005670631645298,0.028267938840229,0.774645048509644,0,0,0,0,0.025554271829036,0.005670631645298,-0.028267938840229,0.025354951490356,0,0
847,0,4,0,0,0,0.8,0,4,0,0,0.012931164111818,-0.02003730918362,-0.002781972803237,0.816887446320966,0,0,0,0,-0.012931164111818,0.02003730918362,0.002781972803237,-0.016887446320966,0,0
848,0,4,0,0,0,0.8,0,4,0,0,-0.006899389133457,-0.01030193740641,0.001236279124741,0.842554798776964,0,0,0,0,0.006899389133457,0.01030193740641,-0.001236279124741,-0.042554798776964,0,0
849,0,4,0,0,0,0.8,0,4,0,0,-0.012707032369064,0.028232080544804,0.023599857099162,0.785777503837681,0,0,0,0,0.012707032369064,-0.028232080544804,-0.023599857099162,0.014222496162319,0,0
850,0,4,0,0,0,0.8,0,4,0,0,-0.008052713975982,0.018872066715628,-0.012759293127572,0.769749239329005,0,0,0,0,0.008052713975982,-0.018872066715628,0.012759293127572,0.030250760670995,0,0
851,0,4,0,0,0,0.8,0,4,0,0,0.004122462234171,0.026387380015004,-0.003394886436224,0.800369677112218,0,0,0,0,-0.004122462234171,-0.026387380015004,0.003394886436224,-0.000369677112218,0,0
852,0,4,0,0,0,0.8,0,4,0,0,-0.009905405407307,-0.018379764844877,-0.009939201711296,0.814730919198496,0,0,0,0,0.009905405407307,0.018379764844877,0.009939201711296,-0.014730919198496,0,0
853,0,4,0,0,0,0.8,0,4,0,0,0.02509703688692,-0.012188076845513,-0.030585435936549,0.776481167577925,0,0,0,0,-0.02509703688692,0.012188076845513,0.030585435936549,0.023518832422075,0,0
854,0,4,0,0,0,0.8,0,4,0,0,0.016238640719534,0.03304703482418,-0.050598335777016,0.785018439018649,0,0,0,0,-0.016238640719534,-0.03304703482418,0.050598335777016,0.014981560981351,0,0
855,0,4,0,0,0,0.8,0,4,0,0,0.018445886225127,-0.012094543282054,-0.003930308789581,0.81622797636749,0,0,0,0,-0.018445886225127,0.012094543282054,0.003930308789581,-0.01622797636749,0,0
856,0,4,0,0,0,0.8,0,4,0,0,0.000422435530167,-0.030111210373738,0.007994595119353,0.776103289926144,0,0,0,0,-0.000422435530167,0.030111210373738,-0.007994595119353,0.023896710073856,0,0
857,0,4,0,0,0,0.8,0,4,0,0,-0.009912865905152,-0.013545253096741,-0.003818295680674,0.814363189840232,0,0,0,0,0.009912865905152,0.013545253096741,0.003818295680674,-0.014363189840232,0,0
858,0,4,0,0,0,0.8,0,4,0,0,-0.011315143170761,-0.022964931901147,0.030615365704407,0.791311578214126,0,0,0,0,0.011315143170761,0.022964931901147,-0.030615365704407,0.008688421785874,0,0
859,0,4,0,0,0,0.8,0,4,0,0,0.021478356259201,0.026451197717897,-0.039266145630357,0.822333272663203,0,0,0,0,-0.021478356259201,-0.026451197717897,0.039266145630357,-0.022333272663203,0,0
860,0,4,0,0,0,0.8,0,4,0,0,-0.014061268903986,0.006274593702632,0.012143934731024,0.793920396366035,0,0,0,0,0.014061268903986,-0.006274593702632,-0.012143934731024,0.006079603633965,0,0
861,0,4,0,0,0,0.8,0,4,0,0,0.016792810638929,0.004776237854915,0.02240871152269,0.791329195375465,0,0,0,0,-0.016792810638929,-0.004776237854915,-0.02240871152269,0.008670804624535,0,0
862,0,4,0,0,0,0.8,1,4,0.106047754097101,0,-0.008934598248195,-0.018721016595963,-0.011107806276774,0.84197652828214,0,0,0.106047754097101,0,0.008934598248195,0.018721016595963,0.011107806276774,-0.04197652828214,0,0
863,0,4,0,0,0,0.8,0,4,0,0,-0.004672146899057,-0.033489800704535,-0.007490946783861,0.810898843095271,0,0,0,0,0.004672146899057,0.033489800704535,0.007490946783861,-0.010898843095271,0,0
864,0,4,0,0,0,0.8,0,4,0,0,-0.00993376218912,0.027905425838361,0.025974536684766,0.820481350274339,0,0,0,0,0.00993376218912,-0.027905425838361,-0.025974536684766,-0.02048135027434,0,0
865,0,4,0,0,0,0.8,0,4,0,0,-0.012290739362629,-0.009340532496909,0.016297623302883,0.80646637692571,0,0,0,0,0.012290739362629,0.009340532496909,-0.016297623302883,-0.006466376925711,0,0
866,0,4,0,0,0,0.8,0,4,0,0,0.01431483316124,0.008670639295672,0.012632825734148,0.822510001459062,0,0,0,0,-0.01431483316124,-0.008670639295672,-0.012632825734148,-0.022510001459062,0,0
867,0,4,0,0,0,0.8,0,4,0,0,-0.015554130897513,0.000903972307339,0.019081254617625,0.825665068202038,0,0,0,0,0.015554130897513,-0.000903972307339,-0.019081254617625,-0.025665068202038,0,0
868,0,4,0,0,0,0.8,0,4,0,0,0.007276935672672,0.018199930515792,-0.003128338150034,0.787664956839355,0,0,0,0,-0.007276935672672,-0.018199930515792,0.003128338150034,0.012335043160645,0,0
869,0,4,0,0,0,0.8,0,4,0,0,0.018420248026825,-0.016317138110191,0.011730822931758,0.810830265920416,0,0,0,0,-0.018420248026825,0.016317138110191,-0.011730822931758,-0.010830265920416,0,0
870,0,4,0,0,0,0.8,0,4,0,0,-0.044723409889808,-0.016401660010557,0.025505641408648,0.861355201176906,0,0,0,0,0.044723409889808,0.016401660010557,-0.025505641408648,-0.061355201176906,0,0
871,0,4,0,0,0,0.8,0,4,0,0,-0.046509210686729,0.022766373570715,-0.012566781915313,0.804740178436275,0,0,0,0,0.046509210686729,-0.022766373570715,0.012566781915313,-0.004740178436275,0,0
872,0,4,0,0,0,0.8,0,4,0,0,0.000641825628831,-0.042223570960982,0.010928259732082,0.809801815670643,0,0,0,0,-0.000641825628831,0.042223570960982,-0.010928259732082,-0.009801815670643,0,0
873,0,4,0,0,0,0.8,0,4,0,0,0.009452858913064,0.004904741096166,0.010448146112233,0.790649327496869,0,0,0,0,-0.009452858913064,-0.004904741096166,-0.010448146112233,0.009350672503131,0,0
874,0,4,0,0,0,0.8,0,4,0,0,-0.008253952638913,-0.005640292918768,0.006397015962878,0.851320002013593,0,0,0,0,0.008253952638913,0.005640292918768,-0.006397015962878,-0.051320002013593,0,0
875,0,4,0,0,0,0.8,0,4,0,0,0.00780155090353,0.021478748213858,0.002509046351049,0.804455382373365,0,0,0,0,-0.00780155090353,-0.021478748213858,-0.002509046351049,-0.004455382373365,0,0
876,0,4,0,0,0,0.8,0,4,0,0,0.026711010236896,0.008895753124739,-0.006260524254128,0.795379411253636,0,0,0,0,-0.026711010236896,-0.008895753124739,0.006260524254128,0.004620588746364,0,0
877,0,4,0,0,0,0.8,0,4,0,0,0.003592809141104,-0.016860761889898,-0.049652056399375,0.787447054752145,0,0,0,0,-0.003592809141104,0.016860761889898,0.049652056399375,0.012552945247855,0,0
878,0,4,0,0,0,0.8,0,4,0,0,0.010532459099926,-0.000886416587089,0.005127901168235,0.836700189027574,0,0,0,0,-0.010532459099926,0.000886416587089,-0.005127901168235,-0.036700189027574,0,0
879,0,4,0,0,0,0.8,0,4,0,0,0.003588344035387,-0.011899565122605,0.023315233730515,0.829696355434157,0,0,0,0,-0.003588344035387,0.011899565122605,-0.023315233730515,-0.029696355434157,0,0
880,0,4,0,0,0,0.8,0,4,0,0,0.028775704839461,0.004713396377539,-0.011408063276352,0.860155217220259,0,0,0,0,-0.028775704839461,-0.004713396377539,0.011408063276352,-0.060155217220259,0,0
881,0,4,0,0,0,0.8,0,4,0,0,0.018920016776078,-0.026783321173701,-0.018144414331232,0.788579877796773,0,0,0,0,-0.018920016776078,0.026783321173701,0.018144414331232,0.011420122203227,0,0
882,0,4,0,0,0,0.8,0,4,0,0,-0.018010812137646,0.016624773646555,0.016794640090492,0.791850356632717,0,0,0,0,0.018010812137646,-0.016624773646555,-0.016794640090492,0.008149643367283,0,0
883,0,4,0,0,0,0.8,0,4,0,0,0.01296394704846,0.016568649163298,-0.030158998462244,0.757459226662614,0,0,0,0,-0.01296394704846,-0.016568649163298,0.030158998462244,0.042540773337386,0,0
884,0,4,0,0,0,0.8,0,4,0,0,-0.009461542617763,0.011455537208525,-0.031658948357346,0.805361170481104,0,0,0,0,0.009461542617763,-0.011455537208525,0.031658948357346,-0.005361170481104,0,0
885,0,4,0,0,0,0.8,0,4,0,0,-0.005382503172452,0.015467991213698,0.016350736975305,0.804075867229697,0,0,0,0,0.005382503172452,-0.015467991213698,-0.016350736975305,-0.004075867229697,0,0
886,0,4,0,0,0,0.8,0,4,0,0,0.016030429176409,0.003140730598641,-0.024063156033985,0.790265807492297,0,0,0,0,-0.016030429176409,-0.003140730598641,0.024063156033985,0.009734192507703,0,0
887,0,4,0,0,0,0.8,1,4,-0.120771959840757,0,0.051992492222341,0.026516258764968,-0.011408702912304,0.784210107958973,0,0,-0.120771959840757,0,-0.051992492222341,-0.026516258764968,0.011408702912304,0.015789892041027,0,0
888,0,4,0,0,0,0.8,0,4,0,0,0.008998110997215,-0.026355167737798,0.006700631232047,0.773221789026931,0,0,0,0,-0.008998110997215,0.026355167737798,-0.006700631232047,0.026778210973069,0,0
