Pre-Scaling RMSE,Scaling Factor,Post-Scaling No Learning RMSE,Post-Scaling Learning RMSE
0.09048331791293639,7.448651726814145,0.45272760126393313,0.08851169044060803
0.1108202060129309,12.50790712155484,0.19935158326887434,0.11936106321615897
0.09521928956051429,8.552471552539211,0.2306052878190369,0.10214400008315735
0.07564284830680826,7.568079276754152,0.17197118085773827,0.09027247159662641
0.12077015481227038,15.602710138055738,0.1504612120069375,0.13837495450931872
0.10607389953021736,13.73811687833182,0.17330563459929454,0.11823927807813403
0.09135830121961269,7.778257763390375,0.4183217872262049,0.09047828521904916
0.07014687949445908,5.64519895280464,0.44544848948102395,0.06983267680414504
0.06727652842807473,6.783154253410045,0.3384524354308029,0.0718523143691258
0.10791593555860558,15.361927577014919,0.13604209014981974,0.1298920287958803
0.13240174963563459,18.369525057266657,0.1765544525943036,0.14959348645487758
0.08787007148874175,7.67002298357585,0.3234069659620847,0.10311687187835429
0.08713320943291912,7.456090736558636,0.4658549269782314,0.09744857540834793
0.07709821504782363,7.577044877548149,0.3347904333695378,0.07921224336401071
0.08150658156161288,7.0484013281572,0.3810399318258133,0.09195867837738037
0.0855687321436159,9.292700462786737,0.24757099621916898,0.09443054564861822
0.11783208212706474,14.309502905309783,0.18777396373110405,0.12241440761885473
0.07226512206219475,6.4445538684779615,0.31103595531361705,0.08102692260032991
0.10007965343260959,8.368356264408483,0.5145705114335939,0.1051961515355428
0.0949800119973272,11.868354355498056,0.21003963516651764,0.11423814258381479
0.10621361531953771,10.479077219696922,0.21589476630265167,0.12088282844808906
0.09789359995370399,12.845046057634073,0.1514381895902197,0.1038540078795893
0.10905687179368623,9.628212096539539,0.35331639616031674,0.12476739472351348
0.10985061988272003,9.38317888994285,0.3566168967128251,0.11733830544999219
0.13456464271367746,13.553877216398611,0.18685099261558738,0.1376455735046253
0.07817531484321603,8.035834726856145,0.21717249245370612,0.08494496275857032
0.10872386255802025,16.337856573465046,0.17037261542127616,0.1220622130571909
0.11409960166038804,15.652501387912457,0.14781331843658072,0.12556071983533607
0.06262956009058146,5.322827397944238,0.4126262591360253,0.05868022608027324
0.07052125551554005,6.713077602957818,0.28584677051615237,0.06816110424418953
0.0745891653098274,11.07059954865616,0.150780642612945,0.08846285585624307
0.0877071180073866,9.607291253733012,0.20816076130307018,0.0967920483915076
0.11668128865026105,16.64353314111529,0.16045092795144808,0.13559346072561548
0.14243177815861702,12.410104711460097,0.3590115540485119,0.15341657957798782
0.05405939220624294,4.273700756236108,0.3932830654775105,0.052593994129712426
0.10608619734220434,12.912932795799888,0.15033971371100383,0.10459611383492314
0.14161313253385094,13.227630982758026,0.2857760472763844,0.15993340968945832
0.0723577260330684,6.577372892243993,0.26961378519748497,0.06635317726020551
0.08385260980426579,7.791154228509553,0.31961998512761747,0.09689204493653611
0.13474292404437097,12.575645845812256,0.28100121264646366,0.1472682176919692
0.11052815256167363,16.073988190598122,0.1512760287802931,0.1259320745705938
0.10346652100059563,12.629246004801972,0.1620542172993089,0.11706933002161268
0.07490120238254011,6.229488915718533,0.31942960706704165,0.08333197188432201
0.07619579853994765,7.014964838470523,0.38525129574317896,0.07335180513935977
0.10437062537366883,13.086514290872449,0.17603261038103263,0.12367301168335865
0.07828295234389329,6.9364380263662735,0.4221689727030134,0.07784833335432853
0.11998963195780188,9.289388114790075,0.46017923192692745,0.13489307625356942
0.09014191780166664,8.369725539250728,0.17190878763092685,0.08755178695144104
0.09083069570368978,8.990159679534205,0.2694450977906126,0.10260653620488282
0.09792214156514875,7.689166449651405,0.3743270405018277,0.10117266686392795
0.1095044948797924,11.026407511490344,0.2877613364623101,0.121742133342271
0.08660336527420459,10.442085566996248,0.21123442835901948,0.09295907863126877
0.0730052608030034,5.851703755679303,0.45118680738139605,0.08373641773767385
0.11880952259540194,17.00548186229773,0.1437843648679757,0.13464140808527397
0.06939307938091369,8.226412229744486,0.22499342601174502,0.07038027899361003
0.05811404710446515,4.734539053464151,0.4651796737513556,0.06862927144022016
0.13093143107510924,13.57445342017848,0.18561734247721215,0.13127974276701276
0.09591339503682053,8.146211245116662,0.4032497866676542,0.10960322808639962
0.11670525735340692,11.02745093270554,0.22176873303922398,0.13194204872878554
0.06418388695852463,5.573459157387834,0.3755218707808936,0.07542397412484264
0.08704697884017891,11.942023319666898,0.21262833832864342,0.09588689423527448
0.11562935297089724,16.817554799002973,0.12859404562348262,0.13534795228146554
0.1264895812886724,15.600395230980881,0.14643185671592582,0.14703846513472438
0.11170887059831407,14.545930931916056,0.13268873184411675,0.12078662120494578
0.10016152689331731,11.49110555432956,0.1706282921165585,0.1122568946899104
0.09760790687179381,8.094243695489322,0.26695606715452685,0.10333288001209395
0.08364754246536767,11.499792076191557,0.1590420441223812,0.09420068158282464
0.08666909910000349,8.623893962413538,0.2752624014349705,0.08678234004833082
0.10792607288668851,9.355401666576872,0.35010222657514223,0.11751232282989296
0.09143166144533202,10.37305522062887,0.27049007949669857,0.09321566619411735
0.09289276512766267,10.025782104432087,0.23413270325428603,0.10528278068351335
0.13354410498979974,12.910172569456385,0.26452873803550714,0.14231803365665407
0.08593232664010986,9.894450717986368,0.24973301869777662,0.09641934250638753
0.06396311698503657,5.7988871585521435,0.35522834187258256,0.06648790189516579
0.09289069829211272,9.295772202378672,0.23026030889470675,0.0929470988029836
0.055881919576723366,4.00474426375082,0.42253594405196343,0.05958298056563887
0.07657405269138463,7.164046308277359,0.26555176289664395,0.08824813265704147
0.05939661791398034,4.446000503082403,0.37789657563600915,0.0659569765996041
0.10520564982565027,10.421416081373462,0.2887326788129411,0.11649793755270278
0.06427653110585375,5.833106464283801,0.3685694861584414,0.06786011990201683
0.09790737948530674,11.811757702077987,0.1566210980450022,0.10634730322956416
0.09501218086678849,7.941455719055979,0.4660480352538564,0.09749647221796202
0.07107516385005883,5.640971504884012,0.36672939274043603,0.08098018741440809
0.0742602704872851,6.7873168413668195,0.40685062103513026,0.08562163489656015
0.11929743961482606,16.378562263939642,0.14222009462349916,0.12122555398262945
0.10784106461403019,12.733270309583432,0.13018180872156376,0.12638505991097237
0.10477535418532283,11.539564784059849,0.20774035534357874,0.1260426682191542
0.08668905352399263,7.935641523943137,0.2902617339003937,0.09926508908805838
0.10252269694522866,10.387227715032296,0.2631530623223418,0.11344261374106981
0.09388267432539217,11.47967904222674,0.1909603769561885,0.10792439259640457
0.12395627500955968,15.355734354684063,0.14767866923099227,0.13102151774137574
0.09053523832485892,12.645888573840843,0.1437811365951661,0.10142974965521864
0.14744961867024825,13.437891977943757,0.34445664415626603,0.15554588515251208
0.09066196611646682,8.771430314034259,0.2409344766641524,0.10287904858335746
0.11258942011772181,10.108097590766798,0.24267423582286385,0.1278475964354342
0.10766279421602032,9.27405919372234,0.36857085569194636,0.11969085878209508
