Run #,AR Order,MA Order,MA 1-lag Coeff,MA 2-lag Coeff,MA 3-lag Coeff,MA 4-lag Coeff,MA 5-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Fitted MA 3-lag Coeff,Fitted MA 4-lag Coeff,Fitted MA 5-lag Coeff,Fitted MA 6-lag Coeff,Fitted MA 7-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff,Diff in MA 3-lag Coeff,Diff in MA 4-lag Coeff,Diff in MA 5-lag Coeff,Diff in MA 6-lag Coeff,Diff in MA 7-lag Coeff
314,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.034578771500867,0.474525746419124,0.006575756313323,-0.00849751035423,0.547162962081299,0,0,0,0,0.034578771500867,0.025474253580876,-0.006575756313323,0.00849751035423,-0.047162962081299,0,0
315,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.018614026223225,0.467095780644095,0.01242637060041,-0.052533529442431,0.515481684816513,0,0,0,0,0.018614026223225,0.032904219355905,-0.01242637060041,0.052533529442431,-0.015481684816514,0,0
316,0,5,0,0.5,0,0,0.5,0,5,0,0,0.000871868492287,0.520522665311026,-0.025931146826327,0.019491049009644,0.456481332179519,0,0,0,0,-0.000871868492287,-0.020522665311026,0.025931146826327,-0.019491049009644,0.043518667820481,0,0
317,0,5,0,0.5,0,0,0.5,0,5,0,0,0.023608360040189,0.469680477481692,-0.047279812023087,-0.033581848506354,0.463432754098087,0,0,0,0,-0.023608360040189,0.030319522518308,0.047279812023087,0.033581848506354,0.036567245901913,0,0
318,0,5,0,0.5,0,0,0.5,0,5,0,0,0.033172243428784,0.537142645385807,0.048330810301136,0.011116653107582,0.503672352014687,0,0,0,0,-0.033172243428784,-0.037142645385807,-0.048330810301136,-0.011116653107582,-0.003672352014687,0,0
319,0,5,0,0.5,0,0,0.5,0,5,0,0,0.01529349196242,0.494382777490117,0.026627629588513,-0.017260091332333,0.529128980333526,0,0,0,0,-0.01529349196242,0.005617222509883,-0.026627629588513,0.017260091332333,-0.029128980333526,0,0
320,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.029825231293777,0.546893213959824,-0.020996333103178,0.026744849548394,0.482917253586551,0,0,0,0,0.029825231293777,-0.046893213959824,0.020996333103178,-0.026744849548394,0.017082746413449,0,0
321,0,5,0,0.5,0,0,0.5,0,6,0,0,-0.035949169914865,0.473285549500773,0.063293008747095,-0.04931027903167,0.562896454137153,-0.093704448709063,0,0,0,0.035949169914865,0.026714450499227,-0.063293008747095,0.04931027903167,-0.062896454137153,0.093704448709063,0
322,0,5,0,0.5,0,0,0.5,0,5,0,0,0.017814485024187,0.486961791496277,-0.040721288237311,-0.014061492829811,0.464122341878053,0,0,0,0,-0.017814485024187,0.013038208503723,0.040721288237311,0.014061492829811,0.035877658121947,0,0
323,0,5,0,0.5,0,0,0.5,0,5,0,0,0.018857868804873,0.443461912630829,-0.011098873242239,-0.05122676874021,0.518066646772369,0,0,0,0,-0.018857868804873,0.056538087369171,0.011098873242239,0.05122676874021,-0.018066646772369,0,0
324,0,5,0,0.5,0,0,0.5,0,5,0,0,0.027816250252655,0.519289668183686,0.015386285232702,0.007762519877063,0.474278499073261,0,0,0,0,-0.027816250252655,-0.019289668183686,-0.015386285232702,-0.007762519877063,0.025721500926739,0,0
325,0,5,0,0.5,0,0,0.5,0,5,0,0,0.018051190621991,0.517490155843542,0.045873245608587,-0.008110756014577,0.494623651225805,0,0,0,0,-0.018051190621991,-0.017490155843542,-0.045873245608587,0.008110756014577,0.005376348774196,0,0
326,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.015302528942382,0.486319450473625,-0.035607805013916,-0.015542907814294,0.459742509521443,0,0,0,0,0.015302528942382,0.013680549526375,0.035607805013916,0.015542907814294,0.040257490478557,0,0
327,0,5,0,0.5,0,0,0.5,0,5,0,0,0.052627513339268,0.462436842573891,0.045380964369383,0.005609035307379,0.538158223575164,0,0,0,0,-0.052627513339268,0.037563157426109,-0.045380964369383,-0.005609035307379,-0.038158223575164,0,0
328,0,5,0,0.5,0,0,0.5,0,5,0,0,0.019433276503219,0.468995303405331,0.020230823115887,-0.018109915850247,0.520446256960021,0,0,0,0,-0.019433276503219,0.031004696594669,-0.020230823115887,0.018109915850247,-0.020446256960021,0,0
329,0,5,0,0.5,0,0,0.5,0,5,0,0,0.004816469938442,0.44762742181705,0.018339769197862,-0.020523747764972,0.522941157677452,0,0,0,0,-0.004816469938442,0.05237257818295,-0.018339769197862,0.020523747764972,-0.022941157677452,0,0
330,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.026223702698263,0.483475359181669,-0.029644441765615,0.020718480187742,0.534381866117027,0,0,0,0,0.026223702698263,0.016524640818331,0.029644441765615,-0.020718480187742,-0.034381866117027,0,0
331,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.023812239786357,0.503220108349956,-0.017108442555471,-0.017308934064775,0.485286289448082,0,0,0,0,0.023812239786357,-0.003220108349956,0.017108442555471,0.017308934064775,0.014713710551918,0,0
332,0,5,0,0.5,0,0,0.5,0,5,0,0,0.021632196403831,0.491217026792338,0.0148664382073,-0.0133756820437,0.518005417450014,0,0,0,0,-0.021632196403831,0.008782973207662,-0.0148664382073,0.0133756820437,-0.018005417450014,0,0
333,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.044629763270851,0.506579509040747,-0.057101459715842,0.027936041112223,0.448975614957308,0,0,0,0,0.044629763270851,-0.006579509040747,0.057101459715842,-0.027936041112223,0.051024385042692,0,0
334,0,5,0,0.5,0,0,0.5,0,5,0,0,0.082736295183582,0.458979735304779,0.077635027579386,-0.056631611736698,0.565662230304324,0,0,0,0,-0.082736295183582,0.041020264695221,-0.077635027579386,0.056631611736698,-0.065662230304324,0,0
335,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.011724287210584,0.503782648050594,-0.046334404604398,0.010003475294843,0.467113570636846,0,0,0,0,0.011724287210584,-0.003782648050594,0.046334404604398,-0.010003475294843,0.032886429363154,0,0
336,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.011476336642263,0.484883125472257,-0.021903388313877,0.002888973309353,0.49812302993899,0,0,0,0,0.011476336642263,0.015116874527743,0.021903388313877,-0.002888973309353,0.00187697006101,0,0
337,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.034703509041683,0.476339723932848,-0.020980976513935,0.007073956639562,0.513103631058581,0,0,0,0,0.034703509041683,0.023660276067153,0.020980976513935,-0.007073956639562,-0.013103631058581,0,0
338,0,5,0,0.5,0,0,0.5,0,5,0,0,0.047304344916126,0.500688002586552,0.009349924001184,-0.005053816435006,0.448296157228228,0,0,0,0,-0.047304344916126,-0.000688002586552,-0.009349924001184,0.005053816435006,0.051703842771772,0,0
339,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.013200223735869,0.526466198934403,-0.0170415037763,-7.07907464332445E-05,0.477608846518957,0,0,0,0,0.013200223735869,-0.026466198934403,0.0170415037763,7.07907464332445E-05,0.022391153481044,0,0
340,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.026912437448378,0.504058129519533,-0.022110004505349,0.041548938003575,0.474556153047092,0,0,0,0,0.026912437448378,-0.004058129519533,0.022110004505349,-0.041548938003575,0.025443846952908,0,0
341,0,5,0,0.5,0,0,0.5,0,5,0,0,0.008024602542656,0.491457405835758,-0.008894289681748,0.000463561300897,0.523774521369038,0,0,0,0,-0.008024602542656,0.008542594164242,0.008894289681748,-0.000463561300897,-0.023774521369038,0,0
342,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.053790783026208,0.531795786178852,0.017977627178049,0.03377086502629,0.560007515547613,0,0,0,0,0.053790783026208,-0.031795786178852,-0.017977627178049,-0.03377086502629,-0.060007515547614,0,0
343,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.014153450842243,0.489759558721016,-0.033200355633378,0.001364771978357,0.48276527373987,0,0,0,0,0.014153450842243,0.010240441278985,0.033200355633378,-0.001364771978357,0.01723472626013,0,0
344,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.001682536758961,0.484605623913533,-0.026516985367253,-0.030581055598874,0.507138206376103,0,0,0,0,0.001682536758961,0.015394376086467,0.026516985367253,0.030581055598874,-0.007138206376103,0,0
345,0,5,0,0.5,0,0,0.5,0,5,0,0,0.038656728920618,0.50666949615328,0.059224192298659,0.013073610871971,0.490802876417335,0,0,0,0,-0.038656728920618,-0.00666949615328,-0.059224192298659,-0.013073610871971,0.009197123582665,0,0
346,0,5,0,0.5,0,0,0.5,0,5,0,0,0.001504845372358,0.504046004781527,0.043770379067281,0.002195694824643,0.510156729760131,0,0,0,0,-0.001504845372358,-0.004046004781527,-0.043770379067281,-0.002195694824643,-0.010156729760131,0,0
347,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.060684288221873,0.516041539567675,-0.003856558017296,0.016889160074375,0.53364963201053,0,0,0,0,0.060684288221873,-0.016041539567675,0.003856558017296,-0.016889160074375,-0.03364963201053,0,0
348,0,5,0,0.5,0,0,0.5,0,5,0,0,0.028493207298497,0.506501003301919,0.025416416074318,-0.024667587136535,0.486425870177443,0,0,0,0,-0.028493207298497,-0.006501003301919,-0.025416416074318,0.024667587136535,0.013574129822557,0,0
349,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.00465877319188,0.485293143133431,-0.034109932157407,0.017049361189966,0.470488493571985,0,0,0,0,0.00465877319188,0.014706856866569,0.034109932157407,-0.017049361189966,0.029511506428015,0,0
350,0,5,0,0.5,0,0,0.5,0,5,0,0,0.024784113735434,0.531324146782381,0.026572427961339,0.022868541114135,0.501416113477774,0,0,0,0,-0.024784113735434,-0.031324146782381,-0.026572427961339,-0.022868541114135,-0.001416113477774,0,0
351,0,5,0,0.5,0,0,0.5,0,5,0,0,0.013776197542579,0.479871503877056,0.050772703326177,-0.005362632159695,0.529024309951147,0,0,0,0,-0.013776197542579,0.020128496122944,-0.050772703326177,0.005362632159695,-0.029024309951147,0,0
352,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.004887401292331,0.525009626577143,0.025342040826028,0.0240827569619,0.507784554637833,0,0,0,0,0.004887401292331,-0.025009626577143,-0.025342040826028,-0.0240827569619,-0.007784554637833,0,0
353,0,5,0,0.5,0,0,0.5,0,5,0,0,0.039956719118881,0.486909116453638,0.043556615777174,-0.033211254883998,0.529036498487856,0,0,0,0,-0.039956719118881,0.013090883546362,-0.043556615777174,0.033211254883998,-0.029036498487856,0,0
354,0,5,0,0.5,0,0,0.5,0,5,0,0,0.006998783403783,0.523484987464639,0.018125117212066,0.003923359757093,0.52207873281441,0,0,0,0,-0.006998783403783,-0.023484987464639,-0.018125117212066,-0.003923359757093,-0.02207873281441,0,0
355,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.017762707992767,0.501401525123818,-0.001945071068727,0.035355274930756,0.540043396345861,0,0,0,0,0.017762707992767,-0.001401525123818,0.001945071068727,-0.035355274930756,-0.040043396345861,0,0
356,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.026290091771314,0.439147457695749,-0.023702217695733,-0.013497007146497,0.550394412136734,0,0,0,0,0.026290091771314,0.060852542304251,0.023702217695733,0.013497007146497,-0.050394412136734,0,0
357,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.041206529980113,0.556730952750913,-0.049929997599036,0.04809796199334,0.460442544050702,0,0,0,0,0.041206529980113,-0.056730952750913,0.049929997599036,-0.04809796199334,0.039557455949298,0,0
358,0,5,0,0.5,0,0,0.5,0,5,0,0,0.020029480314099,0.5201198117276,-0.014784971303173,-0.007650482632034,0.464205625805289,0,0,0,0,-0.020029480314099,-0.0201198117276,0.014784971303173,0.007650482632034,0.035794374194711,0,0
359,0,5,0,0.5,0,0,0.5,0,5,0,0,0.015427873879537,0.493252453179551,0.039815804695745,0.011470175055894,0.552024729068641,0,0,0,0,-0.015427873879537,0.006747546820449,-0.039815804695745,-0.011470175055894,-0.052024729068641,0,0
360,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.043075986210048,0.518603091620025,-0.066699431461264,0.008323283005262,0.460765927864251,0,0,0,0,0.043075986210048,-0.018603091620025,0.066699431461264,-0.008323283005262,0.039234072135749,0,0
361,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.035049590163151,0.503192071236554,-0.009914774014354,-0.007801609477797,0.523480790434566,0,0,0,0,0.035049590163151,-0.003192071236554,0.009914774014354,0.007801609477797,-0.023480790434566,0,0
362,0,5,0,0.5,0,0,0.5,0,5,0,0,0.035028222468976,0.52411185835888,0.028188590553495,-0.010377815910304,0.509429847741366,0,0,0,0,-0.035028222468976,-0.02411185835888,-0.028188590553495,0.010377815910304,-0.009429847741366,0,0
363,0,5,0,0.5,0,0,0.5,0,5,0,0,0.052305570262142,0.479877679899899,-0.026782593574789,-0.038844765216127,0.466745889290597,0,0,0,0,-0.052305570262142,0.020122320100101,0.026782593574789,0.038844765216127,0.033254110709403,0,0
364,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.012897592211475,0.51724526328623,0.001251258801926,0.003353461879687,0.492719881687282,0,0,0,0,0.012897592211475,-0.01724526328623,-0.001251258801926,-0.003353461879687,0.007280118312718,0,0
365,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.015889995562497,0.461860793233022,-0.008202788647169,-0.00343138779636,0.51295228415278,0,0,0,0,0.015889995562497,0.038139206766978,0.008202788647169,0.00343138779636,-0.01295228415278,0,0
366,0,5,0,0.5,0,0,0.5,0,5,0,0,0.000656709023547,0.506076126825314,0.030025778432916,0.001686394269077,0.50330463920042,0,0,0,0,-0.000656709023547,-0.006076126825314,-0.030025778432916,-0.001686394269077,-0.00330463920042,0,0
367,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.027319956804715,0.505724516132029,-0.010765913774283,0.047395265123873,0.515569477104324,0,0,0,0,0.027319956804715,-0.005724516132029,0.010765913774283,-0.047395265123873,-0.015569477104324,0,0
368,0,5,0,0.5,0,0,0.5,0,5,0,0,0.049433448919823,0.459056774439857,0.030532685445823,-0.067694538479352,0.509746053427409,0,0,0,0,-0.049433448919823,0.040943225560143,-0.030532685445823,0.067694538479352,-0.009746053427409,0,0
369,0,5,0,0.5,0,0,0.5,0,5,0,0,0.02613194079243,0.548487818876373,0.033774724375476,-0.002937466979695,0.518616036013541,0,0,0,0,-0.02613194079243,-0.048487818876374,-0.033774724375476,0.002937466979695,-0.018616036013541,0,0
370,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.086538061614009,0.497893747080484,-0.074402509156933,-0.005368538746738,0.488628565644165,0,0,0,0,0.086538061614009,0.002106252919516,0.074402509156933,0.005368538746738,0.011371434355835,0,0
371,0,5,0,0.5,0,0,0.5,0,5,0,0,0.019152555524477,0.479616364593062,0.025078084250038,0.010505596031281,0.513883361270481,0,0,0,0,-0.019152555524477,0.020383635406939,-0.025078084250038,-0.010505596031281,-0.013883361270481,0,0
372,0,5,0,0.5,0,0,0.5,0,5,0,0,0.029781673853595,0.464123209481682,-0.000727515182878,-0.030795159194223,0.518812516131736,0,0,0,0,-0.029781673853595,0.035876790518318,0.000727515182878,0.030795159194223,-0.018812516131736,0,0
373,0,5,0,0.5,0,0,0.5,0,5,0,0,0.012690723416814,0.484591845847561,-0.014614983101291,0.02195721301444,0.495906302344458,0,0,0,0,-0.012690723416814,0.015408154152439,0.014614983101291,-0.02195721301444,0.004093697655542,0,0
374,0,5,0,0.5,0,0,0.5,0,5,0,0,0.028651452859843,0.5006441659507,0.013259086096303,-0.011140083615372,0.489209661564098,0,0,0,0,-0.028651452859843,-0.0006441659507,-0.013259086096303,0.011140083615372,0.010790338435902,0,0
375,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.055909368811043,0.516270555651394,-0.059464839296093,0.042553047088864,0.466318676306629,0,0,0,0,0.055909368811043,-0.016270555651394,0.059464839296093,-0.042553047088864,0.033681323693371,0,0
376,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.010608649805583,0.479805344683845,0.027957087365802,-0.008964889406058,0.530974451685909,0,0,0,0,0.010608649805583,0.020194655316156,-0.027957087365802,0.008964889406058,-0.030974451685909,0,0
377,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.051066225454007,0.461708959485378,-0.045358623865474,-0.026830240805913,0.521516978778754,0,0,0,0,0.051066225454007,0.038291040514622,0.045358623865474,0.026830240805913,-0.021516978778754,0,0
378,0,5,0,0.5,0,0,0.5,0,5,0,0,0.028585705428754,0.492224207198161,0.027530846804002,-0.052544956706191,0.51823057075703,0,0,0,0,-0.028585705428754,0.007775792801839,-0.027530846804002,0.052544956706191,-0.01823057075703,0,0
379,0,5,0,0.5,0,0,0.5,0,5,0,0,0.054624836823891,0.545569580007585,0.055708338066045,0.04753700274174,0.536270673804177,0,0,0,0,-0.054624836823891,-0.045569580007585,-0.055708338066045,-0.04753700274174,-0.036270673804177,0,0
380,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.020771525745848,0.496383960619562,0.00083315412969,0.021109625379673,0.521364144797266,0,0,0,0,0.020771525745848,0.003616039380438,-0.00083315412969,-0.021109625379673,-0.021364144797266,0,0
381,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.031352139612293,0.461231550534086,-0.002344759229521,-0.003418481410314,0.524026535220543,0,0,0,0,0.031352139612293,0.038768449465914,0.002344759229521,0.003418481410314,-0.024026535220543,0,0
382,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.026047370783832,0.516552573000168,-0.018598099368522,0.016689909706607,0.498806602531395,0,0,0,0,0.026047370783832,-0.016552573000169,0.018598099368522,-0.016689909706607,0.001193397468605,0,0
383,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.000697833827586,0.51598893964073,-0.005846237953105,-0.007789288566757,0.488913089647846,0,0,0,0,0.000697833827586,-0.01598893964073,0.005846237953105,0.007789288566757,0.011086910352154,0,0
384,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.01458305608427,0.522582280366741,0.030427779719923,0.012590638940256,0.493756128279698,0,0,0,0,0.01458305608427,-0.022582280366741,-0.030427779719923,-0.012590638940256,0.006243871720302,0,0
385,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.005551988483715,0.528753287888954,0.03872160622319,0.038207157585812,0.534195533228126,0,0,0,0,0.005551988483715,-0.028753287888954,-0.03872160622319,-0.038207157585812,-0.034195533228127,0,0
386,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.019268541969162,0.534949062626924,-0.001906610851588,0.035354936248056,0.466794703994549,0,0,0,0,0.019268541969162,-0.034949062626924,0.001906610851588,-0.035354936248056,0.033205296005451,0,0
387,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.048041481519824,0.491701371631921,-0.024801368655722,0.006924280380019,0.503415459699573,0,0,0,0,0.048041481519824,0.008298628368079,0.024801368655722,-0.006924280380019,-0.003415459699573,0,0
388,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.031489675266467,0.542262417905195,0.008067522676164,0.064083984946395,0.508752903368499,0,0,0,0,0.031489675266467,-0.042262417905195,-0.008067522676164,-0.064083984946395,-0.008752903368499,0,0
389,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.00628183258786,0.533119780718015,-0.042110008011887,0.01804347229953,0.415986618890678,0,0,0,0,0.00628183258786,-0.033119780718015,0.042110008011887,-0.01804347229953,0.084013381109322,0,0
390,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.005946297819913,0.51776546885063,0.003133053190415,0.031480104950975,0.477423363183354,0,0,0,0,0.005946297819913,-0.017765468850631,-0.003133053190415,-0.031480104950975,0.022576636816646,0,0
391,0,5,0,0.5,0,0,0.5,0,5,0,0,0.035182026323499,0.493964744540163,0.009374868995011,-0.050888156105056,0.478182455883763,0,0,0,0,-0.035182026323499,0.006035255459837,-0.009374868995011,0.050888156105056,0.021817544116237,0,0
392,0,5,0,0.5,0,0,0.5,0,5,0,0,0.029848381296227,0.572203655778666,0.006062431100699,0.039090996653786,0.463820992041063,0,0,0,0,-0.029848381296227,-0.072203655778666,-0.006062431100699,-0.039090996653786,0.036179007958937,0,0
393,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.041330078868893,0.540964346006218,0.000393582022717,0.041384194031326,0.526267543761284,0,0,0,0,0.041330078868893,-0.040964346006218,-0.000393582022717,-0.041384194031326,-0.026267543761284,0,0
394,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.054035750317681,0.474218391946876,-0.028157945557425,0.04210627296623,0.5035245773418,0,0,0,0,0.054035750317681,0.025781608053124,0.028157945557425,-0.04210627296623,-0.0035245773418,0,0
395,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.028197781633299,0.518542030567205,-0.073365006621446,0.018584650527993,0.443251438767748,0,0,0,0,0.028197781633299,-0.018542030567205,0.073365006621446,-0.018584650527993,0.056748561232252,0,0
396,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.00667243201061,0.556534049356209,-0.03120035827006,0.025343332867099,0.481600381803644,0,0,0,0,0.00667243201061,-0.056534049356209,0.03120035827006,-0.025343332867099,0.018399618196356,0,0
397,0,5,0,0.5,0,0,0.5,0,5,0,0,0.03864249875919,0.511237275619272,0.052231086683782,-0.004131744479989,0.531904431374422,0,0,0,0,-0.03864249875919,-0.011237275619273,-0.052231086683782,0.004131744479989,-0.031904431374423,0,0
398,0,5,0,0.5,0,0,0.5,0,5,0,0,0.032835297650476,0.499567282841575,0.029105017424408,0.002024975511688,0.505252415035521,0,0,0,0,-0.032835297650476,0.000432717158425,-0.029105017424408,-0.002024975511688,-0.005252415035521,0,0
399,0,5,0,0.5,0,0,0.5,0,5,0,0,0.029869879050805,0.510682232356518,0.064381121709183,0.033244416725234,0.546065639260621,0,0,0,0,-0.029869879050805,-0.010682232356518,-0.064381121709183,-0.033244416725234,-0.046065639260621,0,0
400,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.024948572712325,0.52539869826677,-0.014065253992652,0.001805754583738,0.496856290015973,0,0,0,0,0.024948572712325,-0.02539869826677,0.014065253992652,-0.001805754583738,0.003143709984027,0,0
401,0,5,0,0.5,0,0,0.5,0,5,0,0,0.024886114788356,0.527836215735023,-0.027890022999503,-0.016875646710231,0.442350651777456,0,0,0,0,-0.024886114788356,-0.027836215735023,0.027890022999503,0.016875646710231,0.057649348222544,0,0
402,0,5,0,0.5,0,0,0.5,0,5,0,0,0.003776614040377,0.522394317141426,0.04364990226858,0.006634371031102,0.541323361165934,0,0,0,0,-0.003776614040377,-0.022394317141426,-0.04364990226858,-0.006634371031102,-0.041323361165934,0,0
403,0,5,0,0.5,0,0,0.5,0,5,0,0,0.031717339741564,0.515816426763991,0.026769560630611,-0.008436351847205,0.516687678582785,0,0,0,0,-0.031717339741564,-0.015816426763991,-0.026769560630611,0.008436351847205,-0.016687678582785,0,0
404,0,5,0,0.5,0,0,0.5,0,5,0,0,0.002243570889691,0.499132638150218,-0.028655830389669,0.007408618770267,0.491390370164358,0,0,0,0,-0.002243570889691,0.000867361849782,0.028655830389669,-0.007408618770267,0.008609629835642,0,0
405,0,5,0,0.5,0,0,0.5,0,5,0,0,0.015659088543519,0.500581516099974,0.054363172944388,-0.010247142574209,0.535930843759862,0,0,0,0,-0.015659088543519,-0.000581516099974,-0.054363172944388,0.010247142574209,-0.035930843759862,0,0
406,0,5,0,0.5,0,0,0.5,0,5,0,0,0.019227361798379,0.496368486692999,0.03880837177983,-0.005205557480054,0.472146430667744,0,0,0,0,-0.019227361798379,0.003631513307001,-0.03880837177983,0.005205557480054,0.027853569332256,0,0
407,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.002496943427764,0.480722169104439,-0.097536518004223,-0.022801508977952,0.42921820471329,0,0,0,0,0.002496943427764,0.019277830895561,0.097536518004223,0.022801508977952,0.07078179528671,0,0
408,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.006947221240442,0.518440385646482,0.004950777072443,0.014280721692052,0.52122094696238,0,0,0,0,0.006947221240442,-0.018440385646482,-0.004950777072443,-0.014280721692052,-0.02122094696238,0,0
409,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.038449802759199,0.540257640284586,0.00058444982104,0.009739303650453,0.51979130839395,0,0,0,0,0.038449802759199,-0.040257640284586,-0.00058444982104,-0.009739303650453,-0.01979130839395,0,0
410,0,5,0,0.5,0,0,0.5,0,5,0,0,0.002721018167233,0.538331384852948,0.022284549695276,0.022101228685468,0.492550027283018,0,0,0,0,-0.002721018167233,-0.038331384852948,-0.022284549695276,-0.022101228685468,0.007449972716982,0,0
411,0,5,0,0.5,0,0,0.5,0,5,0,0,0.030058733137845,0.468423176323569,0.031873622974116,-0.037867423351603,0.495011439510866,0,0,0,0,-0.030058733137845,0.031576823676431,-0.031873622974116,0.037867423351603,0.004988560489134,0,0
412,0,5,0,0.5,0,0,0.5,0,5,0,0,0.043205461399292,0.462086866892347,0.008222030973936,-0.048763325371583,0.50695461397334,0,0,0,0,-0.043205461399292,0.037913133107653,-0.008222030973936,0.048763325371583,-0.00695461397334,0,0
413,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.010612502317743,0.490102810719858,-0.010985976520114,-0.010984616298991,0.502456317775637,0,0,0,0,0.010612502317743,0.009897189280142,0.010985976520114,0.010984616298991,-0.002456317775637,0,0
414,0,5,0,0.5,0,0,0.5,0,5,0,0,0.022019943965565,0.447700304947649,-0.00684190763931,-0.059608740154639,0.499755965802691,0,0,0,0,-0.022019943965565,0.052299695052351,0.00684190763931,0.059608740154639,0.000244034197309,0,0
415,0,5,0,0.5,0,0,0.5,0,5,0,0,0.020251241599134,0.536421392651109,0.038101545994199,0.039187589057529,0.497977628117444,0,0,0,0,-0.020251241599134,-0.036421392651109,-0.038101545994199,-0.039187589057529,0.002022371882556,0,0
416,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.03141474951331,0.492546710400276,0.013139546358528,0.01075428428323,0.499896819095134,0,0,0,0,0.03141474951331,0.007453289599724,-0.013139546358528,-0.01075428428323,0.000103180904866,0,0
417,0,5,0,0.5,0,0,0.5,0,5,0,0,0.006357269363017,0.5038773994584,0.023908536266996,0.002104180775525,0.529664034851037,0,0,0,0,-0.006357269363017,-0.0038773994584,-0.023908536266996,-0.002104180775525,-0.029664034851037,0,0
418,0,5,0,0.5,0,0,0.5,0,5,0,0,0.007066635243933,0.512700565072312,-0.003703531170465,0.033569792838471,0.532297604687882,0,0,0,0,-0.007066635243933,-0.012700565072312,0.003703531170465,-0.033569792838471,-0.032297604687882,0,0
419,0,5,0,0.5,0,0,0.5,0,5,0,0,0.025145252102554,0.490686423410971,0.002182331680751,-0.022887715240861,0.455869919838229,0,0,0,0,-0.025145252102554,0.009313576589029,-0.002182331680751,0.022887715240861,0.044130080161771,0,0
420,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.053874929402657,0.515073945157561,-0.06600615232493,0.011457685607356,0.515151100552843,0,0,0,0,0.053874929402657,-0.015073945157561,0.06600615232493,-0.011457685607356,-0.015151100552843,0,0
421,0,5,0,0.5,0,0,0.5,0,5,0,0,0.012672509143207,0.497259676652192,0.007214456334274,0.005566346882686,0.495666836615727,0,0,0,0,-0.012672509143207,0.002740323347808,-0.007214456334274,-0.005566346882686,0.004333163384273,0,0
422,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.022598789020818,0.491070414413902,-0.034453933679769,-0.003660562985721,0.503041906910843,0,0,0,0,0.022598789020818,0.008929585586098,0.034453933679769,0.003660562985721,-0.003041906910843,0,0
