Run #,AR Order,MA Order,MA 1-lag Coeff,MA 2-lag Coeff,MA 3-lag Coeff,MA 4-lag Coeff,MA 5-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Fitted MA 3-lag Coeff,Fitted MA 4-lag Coeff,Fitted MA 5-lag Coeff,Fitted MA 6-lag Coeff,Fitted MA 7-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff,Diff in MA 3-lag Coeff,Diff in MA 4-lag Coeff,Diff in MA 5-lag Coeff,Diff in MA 6-lag Coeff,Diff in MA 7-lag Coeff
23,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.030579468289359,0.472320994011887,-0.054397459103418,-0.010470828326417,0.456039725213041,0,0,0,0,0.030579468289359,0.027679005988113,0.054397459103418,0.010470828326417,0.04396027478696,0,0
24,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.002621808782405,0.512884587299511,0.015179389343085,0.016370234551868,0.513991439682024,0,0,0,0,0.002621808782405,-0.012884587299511,-0.015179389343085,-0.016370234551868,-0.013991439682024,0,0
25,0,5,0,0.5,0,0,0.5,0,5,0,0,0.014949549181564,0.507261660316452,-0.040782759189616,-0.029070169365108,0.485237635033226,0,0,0,0,-0.014949549181564,-0.007261660316452,0.040782759189616,0.029070169365108,0.014762364966774,0,0
26,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.050018108719381,0.469990801489498,-0.047319334667742,-0.000594349863093,0.503629304611638,0,0,0,0,0.050018108719381,0.030009198510502,0.047319334667742,0.000594349863093,-0.003629304611638,0,0
27,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.019706242625294,0.499999454371745,-0.015026602614824,0.032752906813923,0.524800776948919,0,0,0,0,0.019706242625294,5.45628254911001E-07,0.015026602614824,-0.032752906813923,-0.024800776948919,0,0
28,0,5,0,0.5,0,0,0.5,0,5,0,0,0.008009388789786,0.53258934911658,0.030486716791121,0.048086526949024,0.520477849350139,0,0,0,0,-0.008009388789786,-0.03258934911658,-0.030486716791121,-0.048086526949024,-0.020477849350139,0,0
29,0,5,0,0.5,0,0,0.5,0,5,0,0,0.005102945638543,0.498832360613111,0.023641281855033,-0.009258624615475,0.517295970977936,0,0,0,0,-0.005102945638543,0.001167639386889,-0.023641281855033,0.009258624615475,-0.017295970977936,0,0
30,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.025956748086504,0.466409103320645,0.004910403306837,-0.01440563263211,0.520054854685697,0,0,0,0,0.025956748086504,0.033590896679355,-0.004910403306837,0.01440563263211,-0.020054854685697,0,0
31,0,5,0,0.5,0,0,0.5,0,5,0,0,0.019278150710707,0.54431302779374,-0.017826064414253,0.043157968099938,0.469085659635558,0,0,0,0,-0.019278150710707,-0.044313027793741,0.017826064414253,-0.043157968099938,0.030914340364443,0,0
32,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.025016678446953,0.489633971225669,-0.027520588132754,0.036688124879811,0.5348966326497,0,0,0,0,0.025016678446953,0.010366028774332,0.027520588132754,-0.036688124879811,-0.0348966326497,0,0
33,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.018661626402414,0.485664355304195,0.004682083986159,0.025681158232957,0.526504356381519,0,0,0,0,0.018661626402414,0.014335644695805,-0.004682083986159,-0.025681158232957,-0.026504356381519,0,0
34,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.007518032618394,0.475567611908807,0.002255718743455,0.017393218940996,0.533830687189739,0,0,0,0,0.007518032618394,0.024432388091193,-0.002255718743455,-0.017393218940996,-0.033830687189739,0,0
35,0,5,0,0.5,0,0,0.5,0,5,0,0,0.010203495955116,0.496459268116734,-0.009735911667712,-0.0116168395276,0.499961844136262,0,0,0,0,-0.010203495955116,0.003540731883266,0.009735911667712,0.0116168395276,3.81558637384538E-05,0,0
36,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.001250035858507,0.542444404606445,0.010795653693058,0.046857823798128,0.521857767604684,0,0,0,0,0.001250035858507,-0.042444404606445,-0.010795653693058,-0.046857823798128,-0.021857767604684,0,0
37,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.026970140567378,0.485782004736424,-0.052413622123969,-0.008741021999549,0.50061889935933,0,0,0,0,0.026970140567378,0.014217995263576,0.052413622123969,0.008741021999549,-0.00061889935933,0,0
38,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.030420858818254,0.533557554425088,-0.04350104690882,0.019356274065865,0.444683113035713,0,0,0,0,0.030420858818254,-0.033557554425088,0.04350104690882,-0.019356274065865,0.055316886964287,0,0
39,0,5,0,0.5,0,0,0.5,0,5,0,0,0.038403181146824,0.494905664007703,0.047354323047407,-0.033090761528983,0.501995853786578,0,0,0,0,-0.038403181146824,0.005094335992296,-0.047354323047407,0.033090761528983,-0.001995853786578,0,0
40,0,5,0,0.5,0,0,0.5,0,5,0,0,0.010488020042714,0.497428979385118,-0.05413187073429,-0.050477852737106,0.435703260500169,0,0,0,0,-0.010488020042714,0.002571020614882,0.05413187073429,0.050477852737106,0.064296739499831,0,0
41,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.000991280307588,0.556394829774582,-0.006526669505134,0.054161179596094,0.448133995064117,0,0,0,0,0.000991280307588,-0.056394829774583,0.006526669505134,-0.054161179596094,0.051866004935883,0,0
42,0,5,0,0.5,0,0,0.5,0,5,0,0,0.011041377195444,0.495652932918428,-0.012635139116962,-0.019711830590126,0.504092847073352,0,0,0,0,-0.011041377195444,0.004347067081572,0.012635139116962,0.019711830590126,-0.004092847073352,0,0
43,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.002525940640212,0.502371257028494,-0.013867144514739,0.006366329452824,0.501979292183,0,0,0,0,0.002525940640212,-0.002371257028494,0.013867144514739,-0.006366329452824,-0.001979292183,0,0
44,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.003299986563788,0.520252397228159,-0.032425961744038,0.001332322464975,0.490582218490857,0,0,0,0,0.003299986563788,-0.02025239722816,0.032425961744038,-0.001332322464975,0.009417781509143,0,0
45,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.022741766361785,0.47669691069757,-0.005054788966786,-0.005999366402694,0.488899685227423,0,0,0,0,0.022741766361785,0.02330308930243,0.005054788966786,0.005999366402694,0.011100314772578,0,0
46,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.032682745918547,0.542223304258547,-0.073350593713133,-0.009465291182703,0.442257039361907,0,0,0,0,0.032682745918547,-0.042223304258547,0.073350593713133,0.009465291182703,0.057742960638094,0,0
47,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.010564275869474,0.505747484267167,-0.046910799116997,0.011479831052624,0.434128022722172,0,0,0,0,0.010564275869474,-0.005747484267167,0.046910799116997,-0.011479831052624,0.065871977277828,0,0
48,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.027267647916899,0.524482134700129,-0.003460344883446,-0.006554112576152,0.505860748850943,0,0,0,0,0.027267647916899,-0.024482134700129,0.003460344883446,0.006554112576152,-0.005860748850943,0,0
49,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.016283596763404,0.503565272977375,-0.008683067250406,0.01554021592517,0.487206611456164,0,0,0,0,0.016283596763404,-0.003565272977375,0.008683067250406,-0.01554021592517,0.012793388543836,0,0
50,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.009690813398199,0.47198908956383,-0.016028099488507,-0.014063835575379,0.502601527937892,0,0,0,0,0.009690813398199,0.02801091043617,0.016028099488507,0.014063835575379,-0.002601527937891,0,0
51,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.005217899412871,0.528848595222841,-0.024143079947863,0.040749317407302,0.488271313974915,0,0,0,0,0.005217899412871,-0.028848595222841,0.024143079947863,-0.040749317407302,0.011728686025085,0,0
52,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.024873635664547,0.523790937652436,0.023583228826374,0.011678383588909,0.487531341682114,0,0,0,0,0.024873635664547,-0.023790937652436,-0.023583228826374,-0.011678383588909,0.012468658317886,0,0
53,0,5,0,0.5,0,0,0.5,0,5,0,0,0.000689501560462,0.561916043324261,0.035611474316335,0.044971688372948,0.477967392300838,0,0,0,0,-0.000689501560462,-0.061916043324262,-0.035611474316335,-0.044971688372948,0.022032607699162,0,0
54,0,5,0,0.5,0,0,0.5,0,5,0,0,0.018211543543811,0.52690905965492,0.012839775270882,0.03191614838839,0.509343472252276,0,0,0,0,-0.018211543543811,-0.02690905965492,-0.012839775270882,-0.03191614838839,-0.009343472252276,0,0
55,0,5,0,0.5,0,0,0.5,0,5,0,0,0.012396455797978,0.519308065987495,-0.003808708584275,-0.002580393020461,0.507352818248472,0,0,0,0,-0.012396455797978,-0.019308065987495,0.003808708584275,0.002580393020461,-0.007352818248472,0,0
56,0,5,0,0.5,0,0,0.5,0,5,0,0,0.036039904455626,0.49061606216558,0.033645614234674,-0.018135339523696,0.542989751381774,0,0,0,0,-0.036039904455626,0.00938393783442,-0.033645614234674,0.018135339523696,-0.042989751381774,0,0
57,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.023946738231285,0.477254947647523,-0.001143483465343,0.020970790145371,0.529005206262549,0,0,0,0,0.023946738231285,0.022745052352477,0.001143483465343,-0.020970790145371,-0.029005206262549,0,0
58,0,5,0,0.5,0,0,0.5,0,5,0,0,0.050307218237563,0.450158861328916,0.011424448345478,-0.064805910812829,0.488697058428616,0,0,0,0,-0.050307218237563,0.049841138671084,-0.011424448345478,0.064805910812829,0.011302941571384,0,0
59,0,5,0,0.5,0,0,0.5,0,5,0,0,0.002444207405229,0.466972080747232,0.005474131411511,-0.050067944327335,0.526237976955819,0,0,0,0,-0.002444207405229,0.033027919252768,-0.005474131411511,0.050067944327335,-0.026237976955819,0,0
60,0,5,0,0.5,0,0,0.5,0,5,0,0,0.020983248118384,0.482805590844331,0.019286619513988,-0.007197992601459,0.48981723712466,0,0,0,0,-0.020983248118384,0.017194409155669,-0.019286619513988,0.007197992601459,0.01018276287534,0,0
61,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.0170796700412,0.54999204394748,-0.028773516746766,0.052922155108294,0.479789323645677,0,0,0,0,0.0170796700412,-0.04999204394748,0.028773516746766,-0.052922155108294,0.020210676354323,0,0
62,0,5,0,0.5,0,0,0.5,0,5,0,0,0.007330350587442,0.529192068604201,0.017346357720367,0.031583822089785,0.524554655093445,0,0,0,0,-0.007330350587442,-0.029192068604201,-0.017346357720367,-0.031583822089785,-0.024554655093445,0,0
63,0,5,0,0.5,0,0,0.5,0,5,0,0,0.010464613878103,0.498453644368712,-0.020568909302917,-0.010670858446863,0.505754261081076,0,0,0,0,-0.010464613878103,0.001546355631288,0.020568909302917,0.010670858446863,-0.005754261081076,0,0
64,0,5,0,0.5,0,0,0.5,0,5,0,0,0.031660417124705,0.457993322327713,0.025530026364954,-0.065452329746992,0.491934897524439,0,0,0,0,-0.031660417124705,0.042006677672287,-0.025530026364954,0.065452329746992,0.008065102475561,0,0
65,0,5,0,0.5,0,0,0.5,0,5,0,0,0.074839764843556,0.485812472116155,0.033111054532141,-0.021295274706467,0.524368586414792,0,0,0,0,-0.074839764843556,0.014187527883845,-0.033111054532141,0.021295274706467,-0.024368586414792,0,0
66,0,5,0,0.5,0,0,0.5,0,5,0,0,0.004846175703311,0.528670458120586,0.011661875748826,-0.008821418690138,0.48897180763349,0,0,0,0,-0.004846175703311,-0.028670458120586,-0.011661875748826,0.008821418690138,0.01102819236651,0,0
67,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.031945340614898,0.501731065953938,-0.066528846421778,0.004672379905848,0.450768206764997,0,0,0,0,0.031945340614898,-0.001731065953938,0.066528846421778,-0.004672379905848,0.049231793235003,0,0
68,0,5,0,0.5,0,0,0.5,0,5,0,0,0.002081769610327,0.462062638637092,0.012038238237459,-0.016625394414009,0.512801387678797,0,0,0,0,-0.002081769610327,0.037937361362908,-0.012038238237459,0.016625394414009,-0.012801387678797,0,0
69,0,5,0,0.5,0,0,0.5,0,5,0,0,0.002107173712458,0.48922031509359,0.044218617330318,-0.02399602851006,0.516043086911084,0,0,0,0,-0.002107173712458,0.01077968490641,-0.044218617330318,0.02399602851006,-0.016043086911084,0,0
70,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.036639129585437,0.483425136062801,-0.049720604116298,-0.004325520648844,0.492099931230489,0,0,0,0,0.036639129585437,0.016574863937199,0.049720604116298,0.004325520648844,0.007900068769511,0,0
71,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.050063103607911,0.480527725541338,-0.029421344757785,0.04289372448812,0.479515816053721,0,0,0,0,0.050063103607911,0.019472274458662,0.029421344757785,-0.04289372448812,0.02048418394628,0,0
72,0,5,0,0.5,0,0,0.5,0,5,0,0,0.035460969504034,0.514304395988916,0.036934739342652,0.024537480103816,0.481544230401687,0,0,0,0,-0.035460969504034,-0.014304395988916,-0.036934739342652,-0.024537480103816,0.018455769598313,0,0
73,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.003850520486419,0.491939782535912,0.022877780855375,0.008602021096219,0.526210866543318,0,0,0,0,0.003850520486419,0.008060217464088,-0.022877780855375,-0.008602021096219,-0.026210866543318,0,0
74,0,5,0,0.5,0,0,0.5,0,5,0,0,0.028420232394913,0.49138283192212,-0.027378271175752,-0.037729304778606,0.450615363007854,0,0,0,0,-0.028420232394913,0.00861716807788,0.027378271175752,0.037729304778606,0.049384636992146,0,0
75,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.00866673155777,0.504256661970948,-0.02402103079802,-0.03305038751135,0.47491859445177,0,0,0,0,0.00866673155777,-0.004256661970948,0.02402103079802,0.03305038751135,0.02508140554823,0,0
76,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.006892248970284,0.520902574544906,-0.004714133274637,0.02760272411069,0.531507610622761,0,0,0,0,0.006892248970284,-0.020902574544906,0.004714133274637,-0.02760272411069,-0.031507610622761,0,0
77,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.011873374660485,0.505111410006772,-0.033342510732652,0.029981169109948,0.520679783705327,0,0,0,0,0.011873374660485,-0.005111410006772,0.033342510732652,-0.029981169109948,-0.020679783705327,0,0
78,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.036378500944461,0.506719993411395,-0.006461703318356,-5.76409767137562E-05,0.536824363539333,0,0,0,0,0.036378500944461,-0.006719993411395,0.006461703318356,5.76409767137562E-05,-0.036824363539333,0,0
79,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.009014818307562,0.53675106507976,-0.002468839192973,0.029765350029097,0.522052931613563,0,0,0,0,0.009014818307562,-0.03675106507976,0.002468839192973,-0.029765350029097,-0.022052931613563,0,0
80,0,5,0,0.5,0,0,0.5,0,5,0,0,0.031207360474073,0.486891455689966,0.018104632132223,-0.030202205769897,0.507598707506486,0,0,0,0,-0.031207360474073,0.013108544310035,-0.018104632132223,0.030202205769897,-0.007598707506486,0,0
81,0,5,0,0.5,0,0,0.5,0,5,0,0,0.018360459900598,0.510998238507713,0.010536001889507,0.00177050488981,0.455509922597565,0,0,0,0,-0.018360459900598,-0.010998238507713,-0.010536001889507,-0.00177050488981,0.044490077402435,0,0
82,0,5,0,0.5,0,0,0.5,0,5,0,0,0.049414418019418,0.468010861597285,-0.002834477029033,-0.043477596949562,0.484318085598135,0,0,0,0,-0.049414418019418,0.031989138402716,0.002834477029033,0.043477596949562,0.015681914401865,0,0
83,0,5,0,0.5,0,0,0.5,0,5,0,0,0.027976348524547,0.446052969315053,0.035878071672984,-0.066877505275216,0.538370989215067,0,0,0,0,-0.027976348524547,0.053947030684947,-0.035878071672984,0.066877505275216,-0.038370989215067,0,0
84,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.003314091649638,0.5245572143369,-0.039185554663083,0.017982327273805,0.449142242260561,0,0,0,0,0.003314091649638,-0.0245572143369,0.039185554663083,-0.017982327273805,0.050857757739439,0,0
85,0,5,0,0.5,0,0,0.5,0,5,0,0,0.036388817181964,0.478037038530247,0.057469174237356,0.009234086578172,0.541363271085394,0,0,0,0,-0.036388817181964,0.021962961469753,-0.057469174237356,-0.009234086578172,-0.041363271085394,0,0
86,0,5,0,0.5,0,0,0.5,0,5,0,0,0.004508778803826,0.496082431598687,0.01826578020717,0.022154623521909,0.538866002435901,0,0,0,0,-0.004508778803826,0.003917568401313,-0.01826578020717,-0.022154623521909,-0.038866002435901,0,0
87,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.020681074890803,0.48408970971826,-0.009883092949469,-0.027787964871351,0.531273487257661,0,0,0,0,0.020681074890803,0.01591029028174,0.009883092949469,0.027787964871351,-0.031273487257661,0,0
88,0,5,0,0.5,0,0,0.5,0,5,0,0,0.050895067913091,0.527631965696698,0.100571786302151,0.011092319551971,0.537903988123941,0,0,0,0,-0.050895067913091,-0.027631965696698,-0.100571786302151,-0.011092319551971,-0.037903988123941,0,0
89,0,5,0,0.5,0,0,0.5,0,6,0,0,0.03958588021495,0.516960026674416,0.016065098244781,0.078550573601092,0.514311856038839,0.113447083490118,0,0,0,-0.03958588021495,-0.016960026674416,-0.016065098244781,-0.078550573601092,-0.014311856038839,-0.113447083490118,0
90,0,5,0,0.5,0,0,0.5,0,5,0,0,0.030468547566301,0.498622612110357,0.052220947775971,0.000321641174381,0.521296883692212,0,0,0,0,-0.030468547566301,0.001377387889643,-0.052220947775971,-0.000321641174381,-0.021296883692212,0,0
91,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.014604963578623,0.512699635813132,-0.001487295566589,-0.020232740974258,0.520577553627796,0,0,0,0,0.014604963578623,-0.012699635813132,0.001487295566589,0.020232740974258,-0.020577553627796,0,0
92,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.007421661305777,0.535352292213013,-0.021148402404647,-0.004148792094613,0.459645140994193,0,0,0,0,0.007421661305777,-0.035352292213013,0.021148402404647,0.004148792094613,0.040354859005807,0,0
93,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.025891569330122,0.47640613894278,-0.012191612323497,-0.027552340351914,0.47119779370448,0,0,0,0,0.025891569330122,0.02359386105722,0.012191612323497,0.027552340351914,0.028802206295521,0,0
94,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.014645301857045,0.457214928959866,0.026871632647793,-0.023939434283722,0.531694452779863,0,0,0,0,0.014645301857045,0.042785071040134,-0.026871632647793,0.023939434283722,-0.031694452779863,0,0
95,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.031858657495867,0.480576731349225,-0.005385003898243,0.009925343144669,0.550236964538173,0,0,0,0,0.031858657495867,0.019423268650775,0.005385003898243,-0.009925343144669,-0.050236964538174,0,0
96,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.013050844702921,0.504244966770407,0.001189203671781,-0.006755447012108,0.511335162193828,0,0,0,0,0.013050844702921,-0.004244966770407,-0.001189203671781,0.006755447012108,-0.011335162193828,0,0
97,0,5,0,0.5,0,0,0.5,0,5,0,0,0.016745925544978,0.490307435176311,-0.006475067993109,-0.031583054161828,0.464553281934475,0,0,0,0,-0.016745925544978,0.009692564823689,0.006475067993109,0.031583054161828,0.035446718065525,0,0
98,0,5,0,0.5,0,0,0.5,0,5,0,0,0.01367244897561,0.450405214636795,0.012837229182088,-0.080107471656942,0.508575948151033,0,0,0,0,-0.01367244897561,0.049594785363205,-0.012837229182088,0.080107471656942,-0.008575948151033,0,0
99,0,5,0,0.5,0,0,0.5,0,5,0,0,0.000562687924764,0.511403665072313,-0.003381366206388,0.001540152642104,0.471133324153208,0,0,0,0,-0.000562687924764,-0.011403665072313,0.003381366206388,-0.001540152642104,0.028866675846792,0,0
100,0,5,0,0.5,0,0,0.5,0,5,0,0,0.024017530095231,0.538086068482667,-0.037077135012843,-0.020125684844667,0.421051882307337,0,0,0,0,-0.024017530095231,-0.038086068482667,0.037077135012843,0.020125684844667,0.078948117692663,0,0
101,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.021386414812011,0.501897395731833,-0.053840429105994,-0.029066393827117,0.469860039943271,0,0,0,0,0.021386414812011,-0.001897395731833,0.053840429105994,0.029066393827117,0.030139960056729,0,0
102,0,5,0,0.5,0,0,0.5,0,5,0,0,-0.026440032441471,0.510149279160027,0.001992769452726,0.0265566398244,0.513855961852604,0,0,0,0,0.026440032441471,-0.010149279160027,-0.001992769452726,-0.0265566398244,-0.013855961852604,0,0
