Run #,AR Order,MA Order,MA 1-lag Coeff,MA 2-lag Coeff,MA 3-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Fitted MA 3-lag Coeff,Fitted MA 4-lag Coeff,Fitted MA 5-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff,Diff in MA 3-lag Coeff,Diff in MA 4-lag Coeff,Diff in MA 5-lag Coeff
101,0,3,0,0.2,0.8,0,3,0,0,0.025092102720717,0.21333572926775,0.818475829619748,0,0,0,0,-0.025092102720717,-0.01333572926775,-0.018475829619748,0,0
102,0,3,0,0.2,0.8,0,3,0,0,0.010580385406013,0.193375890648371,0.774763400739753,0,0,0,0,-0.010580385406013,0.006624109351629,0.025236599260247,0,0
103,0,3,0,0.2,0.8,0,3,0,0,0.00377715312779,0.223252655349267,0.79210955724774,0,0,0,0,-0.00377715312779,-0.023252655349267,0.00789044275226,0,0
104,0,3,0,0.2,0.8,0,3,0,0,0.040216111751401,0.153522973014118,0.84115605317148,0,0,0,0,-0.040216111751401,0.046477026985882,-0.04115605317148,0,0
105,0,3,0,0.2,0.8,0,3,0,0,0.041661063208486,0.18426651439127,0.837006677344327,0,0,0,0,-0.041661063208486,0.01573348560873,-0.037006677344327,0,0
106,0,3,0,0.2,0.8,0,3,0,0,-0.016288250549404,0.209441711539575,0.788333350126189,0,0,0,0,0.016288250549404,-0.009441711539575,0.011666649873811,0,0
107,0,3,0,0.2,0.8,0,3,0,0,-0.005201215544916,0.174952528469802,0.821934088320298,0,0,0,0,0.005201215544916,0.025047471530198,-0.021934088320298,0,0
108,0,3,0,0.2,0.8,0,3,0,0,0.0026929755375,0.18965236405323,0.828566464519409,0,0,0,0,-0.0026929755375,0.01034763594677,-0.028566464519409,0,0
109,0,3,0,0.2,0.8,0,3,0,0,0.008795632767142,0.188715919237191,0.794683350969702,0,0,0,0,-0.008795632767142,0.011284080762809,0.005316649030298,0,0
110,0,3,0,0.2,0.8,0,3,0,0,-0.022954135724132,0.21331282972908,0.786060821719311,0,0,0,0,0.022954135724132,-0.01331282972908,0.013939178280689,0,0
111,0,3,0,0.2,0.8,0,3,0,0,0.012474136540096,0.220397751194663,0.802179797653082,0,0,0,0,-0.012474136540096,-0.020397751194663,-0.002179797653082,0,0
112,0,3,0,0.2,0.8,0,3,0,0,-0.024995669506231,0.22844514361524,0.771953238945893,0,0,0,0,0.024995669506231,-0.02844514361524,0.028046761054108,0,0
113,0,3,0,0.2,0.8,0,3,0,0,-0.029631996247295,0.19770620644432,0.797097593459522,0,0,0,0,0.029631996247295,0.00229379355568,0.002902406540478,0,0
114,0,3,0,0.2,0.8,0,3,0,0,0.006300979166904,0.209398790701958,0.813469874848165,0,0,0,0,-0.006300979166904,-0.009398790701958,-0.013469874848165,0,0
115,0,3,0,0.2,0.8,0,3,0,0,-0.006845792534653,0.176089189653962,0.783504383261791,0,0,0,0,0.006845792534653,0.023910810346039,0.016495616738209,0,0
116,0,3,0,0.2,0.8,0,3,0,0,-0.024617890646278,0.195016408698868,0.791196603050198,0,0,0,0,0.024617890646278,0.004983591301132,0.008803396949802,0,0
117,0,3,0,0.2,0.8,0,3,0,0,-0.022594276784549,0.220409685239675,0.799748424387007,0,0,0,0,0.022594276784549,-0.020409685239675,0.000251575612993,0,0
118,0,3,0,0.2,0.8,0,3,0,0,0.016460832105429,0.205355787458034,0.802699406975202,0,0,0,0,-0.016460832105429,-0.005355787458035,-0.002699406975202,0,0
119,0,3,0,0.2,0.8,0,3,0,0,0.025066928855325,0.146891544007135,0.837621450366482,0,0,0,0,-0.025066928855325,0.053108455992865,-0.037621450366482,0,0
120,0,3,0,0.2,0.8,0,3,0,0,-0.006128392815435,0.18593053420864,0.790327416408041,0,0,0,0,0.006128392815435,0.01406946579136,0.009672583591959,0,0
121,0,3,0,0.2,0.8,0,3,0,0,0.012121974471134,0.193329793839809,0.818138142769595,0,0,0,0,-0.012121974471134,0.006670206160191,-0.018138142769595,0,0
122,0,3,0,0.2,0.8,0,3,0,0,-0.037984151651263,0.233146264002353,0.783376162512332,0,0,0,0,0.037984151651263,-0.033146264002353,0.016623837487668,0,0
123,0,3,0,0.2,0.8,0,3,0,0,-0.02814992883542,0.207269536618213,0.791322516230164,0,0,0,0,0.02814992883542,-0.007269536618213,0.008677483769836,0,0
124,0,3,0,0.2,0.8,0,3,0,0,0.015157877968541,0.188500942538714,0.786291591008731,0,0,0,0,-0.015157877968541,0.011499057461287,0.013708408991269,0,0
125,0,3,0,0.2,0.8,0,3,0,0,0.004492968425839,0.196890693614469,0.775978619861932,0,0,0,0,-0.004492968425839,0.003109306385531,0.024021380138068,0,0
126,0,3,0,0.2,0.8,0,3,0,0,-0.026919485285575,0.178016340773366,0.831990733711279,0,0,0,0,0.026919485285575,0.021983659226634,-0.031990733711279,0,0
127,0,3,0,0.2,0.8,0,3,0,0,0.001648583990511,0.193063142515649,0.832097982627476,0,0,0,0,-0.001648583990511,0.006936857484351,-0.032097982627476,0,0
128,0,3,0,0.2,0.8,0,3,0,0,-0.007049173694677,0.21203636357174,0.81281854568241,0,0,0,0,0.007049173694677,-0.01203636357174,-0.012818545682411,0,0
129,0,3,0,0.2,0.8,0,3,0,0,0.004287037757664,0.203229954777156,0.800746873622,0,0,0,0,-0.004287037757664,-0.003229954777156,-0.000746873622,0,0
130,0,3,0,0.2,0.8,0,3,0,0,-0.006608776635643,0.206153524259694,0.793547945015564,0,0,0,0,0.006608776635643,-0.006153524259694,0.006452054984436,0,0
131,0,3,0,0.2,0.8,0,3,0,0,0.000839635898986,0.213380836754284,0.801890779461555,0,0,0,0,-0.000839635898986,-0.013380836754284,-0.001890779461554,0,0
132,0,3,0,0.2,0.8,0,3,0,0,-0.018092733782645,0.209519009912083,0.794611418815862,0,0,0,0,0.018092733782645,-0.009519009912083,0.005388581184138,0,0
133,0,3,0,0.2,0.8,0,3,0,0,0.002867922569907,0.198016341519501,0.81530892450365,0,0,0,0,-0.002867922569907,0.001983658480499,-0.01530892450365,0,0
134,0,3,0,0.2,0.8,0,3,0,0,0.002513003767119,0.220808318215274,0.782194791366016,0,0,0,0,-0.002513003767119,-0.020808318215274,0.017805208633984,0,0
135,0,3,0,0.2,0.8,0,3,0,0,0.008772689204175,0.198351083527932,0.802856367778734,0,0,0,0,-0.008772689204175,0.001648916472068,-0.002856367778734,0,0
136,0,3,0,0.2,0.8,0,3,0,0,0.001065198103583,0.186455245448418,0.79501582368427,0,0,0,0,-0.001065198103583,0.013544754551582,0.00498417631573,0,0
137,0,3,0,0.2,0.8,0,4,0,0,-0.096290884123266,0.192988422126159,0.75803069260623,-0.084637864380431,0,0,0,0.096290884123266,0.007011577873841,0.04196930739377,0.084637864380431,0
138,0,3,0,0.2,0.8,0,3,0,0,-0.03000997749766,0.216110151433515,0.804752172369926,0,0,0,0,0.03000997749766,-0.016110151433515,-0.004752172369925,0,0
139,0,3,0,0.2,0.8,0,3,0,0,0.012428604554364,0.185699188071918,0.804013099525889,0,0,0,0,-0.012428604554364,0.014300811928083,-0.004013099525889,0,0
140,0,3,0,0.2,0.8,0,3,0,0,-0.021421707390564,0.219728316870088,0.794554310532087,0,0,0,0,0.021421707390564,-0.019728316870088,0.005445689467913,0,0
141,0,3,0,0.2,0.8,0,3,0,0,-0.035705080353598,0.263397970606963,0.745185196321334,0,0,0,0,0.035705080353598,-0.063397970606963,0.054814803678666,0,0
142,0,3,0,0.2,0.8,0,3,0,0,0.00218734755169,0.190092497022083,0.798014713747621,0,0,0,0,-0.00218734755169,0.009907502977917,0.001985286252379,0,0
143,0,3,0,0.2,0.8,0,3,0,0,0.02875757623689,0.182943889647035,0.843752817969092,0,0,0,0,-0.02875757623689,0.017056110352965,-0.043752817969092,0,0
144,0,3,0,0.2,0.8,0,3,0,0,-0.001741076130671,0.177289545509292,0.816771532345707,0,0,0,0,0.001741076130671,0.022710454490708,-0.016771532345707,0,0
145,0,3,0,0.2,0.8,0,3,0,0,0.026775294044998,0.199563701271398,0.828236296374293,0,0,0,0,-0.026775294044998,0.000436298728602,-0.028236296374293,0,0
146,0,3,0,0.2,0.8,0,3,0,0,-0.000696084029552,0.195873516848126,0.81455501146837,0,0,0,0,0.000696084029552,0.004126483151874,-0.01455501146837,0,0
147,0,3,0,0.2,0.8,0,3,0,0,0.005957471492925,0.182670370728323,0.801681353179057,0,0,0,0,-0.005957471492925,0.017329629271677,-0.001681353179057,0,0
