Run #,AR Order,MA Order,MA 1-lag Coeff,MA 2-lag Coeff,MA 3-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Fitted MA 3-lag Coeff,Fitted MA 4-lag Coeff,Fitted MA 5-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff,Diff in MA 3-lag Coeff,Diff in MA 4-lag Coeff,Diff in MA 5-lag Coeff
396,0,3,0,0.2,0.8,0,3,0,0,-0.000516463894743,0.211957140116671,0.823412236609179,0,0,0,0,0.000516463894743,-0.011957140116671,-0.023412236609179,0,0
397,0,3,0,0.2,0.8,0,3,0,0,0.025354196927148,0.179843185136423,0.819220033052217,0,0,0,0,-0.025354196927148,0.020156814863578,-0.019220033052217,0,0
398,0,3,0,0.2,0.8,0,3,0,0,0.030036460542536,0.187491869733712,0.816350474391817,0,0,0,0,-0.030036460542536,0.012508130266288,-0.016350474391817,0,0
399,0,3,0,0.2,0.8,0,3,0,0,-0.026522418343726,0.201429888136984,0.781984079011047,0,0,0,0,0.026522418343726,-0.001429888136984,0.018015920988953,0,0
400,0,3,0,0.2,0.8,0,3,0,0,-0.009738507859161,0.221530760493882,0.780644606736001,0,0,0,0,0.009738507859161,-0.021530760493882,0.019355393263999,0,0
401,0,3,0,0.2,0.8,0,3,0,0,0.01944737032502,0.175461785668811,0.818867014133275,0,0,0,0,-0.01944737032502,0.024538214331189,-0.018867014133275,0,0
402,0,3,0,0.2,0.8,0,3,0,0,-0.004152321034155,0.206753198812485,0.797770976874024,0,0,0,0,0.004152321034155,-0.006753198812485,0.002229023125976,0,0
403,0,3,0,0.2,0.8,0,3,0,0,0.048457479714536,0.16118676512759,0.832697132670909,0,0,0,0,-0.048457479714536,0.03881323487241,-0.032697132670909,0,0
404,0,3,0,0.2,0.8,0,3,0,0,0.029514756301995,0.182576051893824,0.791779469273058,0,0,0,0,-0.029514756301995,0.017423948106176,0.008220530726942,0,0
405,0,3,0,0.2,0.8,0,3,0,0,-0.011348753653711,0.238170113792795,0.819494719227564,0,0,0,0,0.011348753653711,-0.038170113792795,-0.019494719227564,0,0
406,0,3,0,0.2,0.8,0,3,0,0,-0.003428510699445,0.229706805176602,0.801918345382496,0,0,0,0,0.003428510699445,-0.029706805176602,-0.001918345382496,0,0
407,0,3,0,0.2,0.8,0,3,0,0,-0.007805272491214,0.225698677733719,0.80550222842637,0,0,0,0,0.007805272491214,-0.025698677733719,-0.00550222842637,0,0
408,0,3,0,0.2,0.8,0,3,0,0,-0.024340676490707,0.260917477600907,0.790976523846707,0,0,0,0,0.024340676490707,-0.060917477600907,0.009023476153293,0,0
409,0,3,0,0.2,0.8,0,3,0,0,0.004365038342046,0.190062364148715,0.804535439950287,0,0,0,0,-0.004365038342046,0.009937635851285,-0.004535439950287,0,0
410,0,3,0,0.2,0.8,0,3,0,0,-0.004798779955412,0.18384127579325,0.818249443660874,0,0,0,0,0.004798779955412,0.01615872420675,-0.018249443660874,0,0
411,0,3,0,0.2,0.8,0,3,0,0,-0.007568212760286,0.194245955286253,0.820960305519849,0,0,0,0,0.007568212760286,0.005754044713747,-0.020960305519849,0,0
412,0,3,0,0.2,0.8,0,3,0,0,-0.012435614626592,0.213220633079339,0.769388331439889,0,0,0,0,0.012435614626592,-0.013220633079339,0.030611668560111,0,0
413,0,3,0,0.2,0.8,0,3,0,0,-0.007982372514012,0.190137180198669,0.791727168457637,0,0,0,0,0.007982372514012,0.009862819801331,0.008272831542363,0,0
414,0,3,0,0.2,0.8,0,3,0,0,-0.014511702957455,0.200855986723814,0.780070108679718,0,0,0,0,0.014511702957455,-0.000855986723814,0.019929891320282,0,0
415,0,3,0,0.2,0.8,0,3,0,0,0.050527669366571,0.167168009174143,0.841344642758745,0,0,0,0,-0.050527669366571,0.032831990825857,-0.041344642758746,0,0
416,0,3,0,0.2,0.8,0,3,0,0,-0.013116339625568,0.214864384073862,0.777247024726448,0,0,0,0,0.013116339625568,-0.014864384073862,0.022752975273552,0,0
417,0,3,0,0.2,0.8,0,3,0,0,-0.003182273777482,0.189934775078894,0.777379670584161,0,0,0,0,0.003182273777482,0.010065224921106,0.022620329415839,0,0
418,0,3,0,0.2,0.8,0,3,0,0,-0.010958517018585,0.221795364668175,0.782440585029137,0,0,0,0,0.010958517018585,-0.021795364668175,0.017559414970863,0,0
419,0,3,0,0.2,0.8,0,3,0,0,0.001965725069197,0.195373626769186,0.807773261036055,0,0,0,0,-0.001965725069197,0.004626373230814,-0.007773261036055,0,0
420,0,3,0,0.2,0.8,0,3,0,0,-0.012324527563801,0.192649785679966,0.800432136936908,0,0,0,0,0.012324527563801,0.007350214320034,-0.000432136936908,0,0
421,0,3,0,0.2,0.8,0,3,0,0,0.019012037577614,0.195444122151332,0.8319741026162,0,0,0,0,-0.019012037577614,0.004555877848668,-0.031974102616201,0,0
422,0,3,0,0.2,0.8,0,3,0,0,0.000119290534205,0.188523103344831,0.821011930150295,0,0,0,0,-0.000119290534205,0.011476896655169,-0.021011930150295,0,0
423,0,3,0,0.2,0.8,0,3,0,0,-0.000584460480743,0.185052361060694,0.844687673287651,0,0,0,0,0.000584460480743,0.014947638939306,-0.044687673287652,0,0
424,0,3,0,0.2,0.8,0,3,0,0,-0.018585662300474,0.214339983477401,0.760678569981198,0,0,0,0,0.018585662300474,-0.014339983477401,0.039321430018802,0,0
425,0,3,0,0.2,0.8,0,3,0,0,0.024223999813531,0.153831455548368,0.831456059982436,0,0,0,0,-0.024223999813531,0.046168544451632,-0.031456059982436,0,0
426,0,3,0,0.2,0.8,0,3,0,0,-0.011830110799025,0.190690383439851,0.788324679148921,0,0,0,0,0.011830110799025,0.009309616560149,0.01167532085108,0,0
427,0,3,0,0.2,0.8,0,3,0,0,-0.021146598408161,0.201961016217681,0.781583675764559,0,0,0,0,0.021146598408161,-0.001961016217681,0.018416324235442,0,0
428,0,3,0,0.2,0.8,0,3,0,0,0.004080140121191,0.195261310691199,0.821941651170937,0,0,0,0,-0.004080140121191,0.004738689308801,-0.021941651170937,0,0
429,0,3,0,0.2,0.8,2,5,1.65063054649607,-0.9833637978642,-1.6813089349843,1.16169040875598,0.561606510319657,-1.23943737329233,0.833148966315772,1.65063054649607,-0.9833637978642,1.6813089349843,-0.961690408755981,0.238393489680343,1.23943737329233,-0.833148966315772
430,0,3,0,0.2,0.8,0,3,0,0,0.013081987220288,0.222246724860205,0.836439267916804,0,0,0,0,-0.013081987220288,-0.022246724860205,-0.036439267916804,0,0
431,0,3,0,0.2,0.8,0,3,0,0,-0.047671295353075,0.20606599981666,0.775803729351645,0,0,0,0,0.047671295353075,-0.006065999816661,0.024196270648355,0,0
432,0,3,0,0.2,0.8,0,3,0,0,-0.01847382789913,0.219949232450084,0.769368441214249,0,0,0,0,0.01847382789913,-0.019949232450085,0.030631558785751,0,0
433,0,3,0,0.2,0.8,0,3,0,0,-0.008818281911162,0.218216877637227,0.796814379485206,0,0,0,0,0.008818281911162,-0.018216877637227,0.003185620514795,0,0
434,0,3,0,0.2,0.8,0,3,0,0,0.000680462749013,0.183638932874052,0.78911804603379,0,0,0,0,-0.000680462749013,0.016361067125948,0.01088195396621,0,0
435,0,3,0,0.2,0.8,0,3,0,0,-0.052401719387874,0.247080009054479,0.752435949373431,0,0,0,0,0.052401719387874,-0.047080009054479,0.047564050626569,0,0
436,0,3,0,0.2,0.8,0,3,0,0,-0.003548606718377,0.219122641089219,0.804631338889436,0,0,0,0,0.003548606718377,-0.019122641089219,-0.004631338889436,0,0
437,0,3,0,0.2,0.8,0,3,0,0,-0.014318904555586,0.214164475853599,0.798032793785035,0,0,0,0,0.014318904555586,-0.014164475853599,0.001967206214965,0,0
438,0,3,0,0.2,0.8,0,3,0,0,-0.025178994488674,0.210929631722735,0.800469679172799,0,0,0,0,0.025178994488674,-0.010929631722735,-0.000469679172799,0,0
439,0,3,0,0.2,0.8,0,3,0,0,0.024512426322075,0.189798734825548,0.795893881959383,0,0,0,0,-0.024512426322075,0.010201265174452,0.004106118040617,0,0
440,0,3,0,0.2,0.8,0,3,0,0,-0.011643205272217,0.220278534798343,0.803254632294679,0,0,0,0,0.011643205272217,-0.020278534798343,-0.003254632294679,0,0
441,0,3,0,0.2,0.8,0,3,0,0,-0.013262020301807,0.236558860630478,0.79577218095823,0,0,0,0,0.013262020301807,-0.036558860630478,0.00422781904177,0,0
442,0,3,0,0.2,0.8,0,3,0,0,0.02152580471944,0.19546825563124,0.80623949722466,0,0,0,0,-0.02152580471944,0.00453174436876,-0.00623949722466,0,0
443,0,3,0,0.2,0.8,0,3,0,0,0.001573102305778,0.213764474845042,0.778917395446276,0,0,0,0,-0.001573102305778,-0.013764474845042,0.021082604553724,0,0
444,0,3,0,0.2,0.8,0,3,0,0,-0.021406977325075,0.228520273364035,0.765176352357324,0,0,0,0,0.021406977325075,-0.028520273364035,0.034823647642676,0,0
445,0,3,0,0.2,0.8,0,3,0,0,0.018537458681488,0.165375032542488,0.810995071559275,0,0,0,0,-0.018537458681488,0.034624967457512,-0.010995071559275,0,0
446,0,3,0,0.2,0.8,0,3,0,0,0.039535987837749,0.184339698934497,0.825501689529318,0,0,0,0,-0.039535987837749,0.015660301065504,-0.025501689529318,0,0
447,0,3,0,0.2,0.8,0,3,0,0,0.015123834037464,0.192806824424862,0.793210289758378,0,0,0,0,-0.015123834037464,0.007193175575138,0.006789710241622,0,0
448,0,3,0,0.2,0.8,0,3,0,0,-0.014407080944833,0.204560176222151,0.811646899142903,0,0,0,0,0.014407080944833,-0.004560176222151,-0.011646899142904,0,0
449,0,3,0,0.2,0.8,0,3,0,0,-0.047818930850319,0.235699700246417,0.783503994535332,0,0,0,0,0.047818930850319,-0.035699700246417,0.016496005464668,0,0
450,0,3,0,0.2,0.8,0,3,0,0,-0.015965377188587,0.217076787033129,0.797284819372817,0,0,0,0,0.015965377188587,-0.017076787033129,0.002715180627183,0,0
451,0,3,0,0.2,0.8,0,3,0,0,0.009472500715867,0.170559979205178,0.791457177863595,0,0,0,0,-0.009472500715867,0.029440020794822,0.008542822136405,0,0
452,0,3,0,0.2,0.8,0,3,0,0,-0.019905975546307,0.242209016288127,0.764464008140259,0,0,0,0,0.019905975546307,-0.042209016288127,0.035535991859741,0,0
453,0,3,0,0.2,0.8,0,3,0,0,-0.009896914327315,0.194759410756362,0.776929421178021,0,0,0,0,0.009896914327315,0.005240589243638,0.023070578821979,0,0
454,0,3,0,0.2,0.8,0,3,0,0,-0.017231289850067,0.210077173199699,0.76844198906614,0,0,0,0,0.017231289850067,-0.010077173199699,0.03155801093386,0,0
455,0,3,0,0.2,0.8,0,3,0,0,-0.011861883184306,0.209038155651035,0.794970355188195,0,0,0,0,0.011861883184306,-0.009038155651035,0.005029644811805,0,0
456,0,3,0,0.2,0.8,0,3,0,0,0.010671978671505,0.199648842091644,0.823344265979346,0,0,0,0,-0.010671978671505,0.000351157908356,-0.023344265979346,0,0
457,0,3,0,0.2,0.8,0,3,0,0,-0.013080432897854,0.228294502708717,0.810059195791137,0,0,0,0,0.013080432897854,-0.028294502708717,-0.010059195791137,0,0
458,0,3,0,0.2,0.8,0,3,0,0,0.011832965162055,0.198787713202229,0.809715502194197,0,0,0,0,-0.011832965162055,0.001212286797771,-0.009715502194197,0,0
459,0,3,0,0.2,0.8,0,3,0,0,0.036913477836087,0.156342559562619,0.820943772015859,0,0,0,0,-0.036913477836087,0.043657440437381,-0.020943772015859,0,0
460,0,3,0,0.2,0.8,0,3,0,0,-0.022806365761653,0.203892000262178,0.749386069250507,0,0,0,0,0.022806365761653,-0.003892000262178,0.050613930749493,0,0
461,0,3,0,0.2,0.8,0,3,0,0,-0.024253807813949,0.203235847623509,0.803591441024687,0,0,0,0,0.024253807813949,-0.003235847623509,-0.003591441024687,0,0
462,0,3,0,0.2,0.8,0,3,0,0,-0.040042915533095,0.196789299790381,0.766803794959873,0,0,0,0,0.040042915533095,0.003210700209619,0.033196205040127,0,0
463,0,3,0,0.2,0.8,0,3,0,0,1.44243685966661E-05,0.203080054572186,0.809984909620055,0,0,0,0,-1.44243685966661E-05,-0.003080054572186,-0.009984909620055,0,0
464,0,3,0,0.2,0.8,0,3,0,0,-0.009463057541779,0.179834051927347,0.797500057743483,0,0,0,0,0.009463057541779,0.020165948072653,0.002499942256517,0,0
465,0,3,0,0.2,0.8,0,3,0,0,0.009228891562675,0.193624629758189,0.808867218794874,0,0,0,0,-0.009228891562675,0.006375370241812,-0.008867218794874,0,0
466,0,3,0,0.2,0.8,0,3,0,0,-0.010171019364011,0.202856739383109,0.804103104785275,0,0,0,0,0.010171019364011,-0.002856739383109,-0.004103104785275,0,0
467,0,3,0,0.2,0.8,0,3,0,0,0.025045587032465,0.204908037056508,0.814697032794502,0,0,0,0,-0.025045587032465,-0.004908037056508,-0.014697032794502,0,0
468,0,3,0,0.2,0.8,0,3,0,0,0.000461598720585,0.222003474048168,0.791986704931591,0,0,0,0,-0.000461598720585,-0.022003474048168,0.008013295068409,0,0
469,0,3,0,0.2,0.8,0,3,0,0,-0.009877186503639,0.213093967307192,0.784218448958439,0,0,0,0,0.009877186503639,-0.013093967307192,0.015781551041561,0,0
470,0,3,0,0.2,0.8,0,3,0,0,-8.36595660981265E-05,0.212922784220687,0.771158651663273,0,0,0,0,8.36595660981265E-05,-0.012922784220687,0.028841348336727,0,0
471,0,3,0,0.2,0.8,0,3,0,0,-0.0087184070468,0.188550546451264,0.811828191545266,0,0,0,0,0.0087184070468,0.011449453548736,-0.011828191545266,0,0
472,0,3,0,0.2,0.8,0,3,0,0,0.042342849217277,0.197123276128622,0.809190450898836,0,0,0,0,-0.042342849217277,0.002876723871378,-0.009190450898836,0,0
473,0,3,0,0.2,0.8,0,3,0,0,-0.048038024084299,0.207664660292863,0.8009101797924,0,0,0,0,0.048038024084299,-0.007664660292863,-0.0009101797924,0,0
474,0,3,0,0.2,0.8,0,3,0,0,-0.028933492857844,0.204554691945916,0.782129611593934,0,0,0,0,0.028933492857844,-0.004554691945916,0.017870388406066,0,0
475,0,3,0,0.2,0.8,0,3,0,0,0.041189980873964,0.189575672571945,0.805597177734665,0,0,0,0,-0.041189980873964,0.010424327428055,-0.005597177734665,0,0
476,0,3,0,0.2,0.8,0,3,0,0,-0.00796148865474,0.189608776510568,0.793328514527366,0,0,0,0,0.00796148865474,0.010391223489432,0.006671485472634,0,0
477,0,3,0,0.2,0.8,0,3,0,0,-0.021441752585858,0.225907588352524,0.778194264474566,0,0,0,0,0.021441752585858,-0.025907588352525,0.021805735525434,0,0
478,0,3,0,0.2,0.8,0,3,0,0,0.007814674857136,0.209011326326613,0.775979211596827,0,0,0,0,-0.007814674857136,-0.009011326326613,0.024020788403173,0,0
479,0,3,0,0.2,0.8,0,3,0,0,-0.02507876982431,0.250469452534915,0.767207115374831,0,0,0,0,0.02507876982431,-0.050469452534916,0.032792884625169,0,0
480,0,3,0,0.2,0.8,0,3,0,0,-0.030003198830789,0.237775429454319,0.79303177435762,0,0,0,0,0.030003198830789,-0.037775429454319,0.00696822564238,0,0
481,0,3,0,0.2,0.8,0,3,0,0,0.022116113713191,0.178088061076741,0.821375521530476,0,0,0,0,-0.022116113713191,0.021911938923259,-0.021375521530476,0,0
482,0,3,0,0.2,0.8,0,3,0,0,0.002289020904497,0.204776919311267,0.782877372298517,0,0,0,0,-0.002289020904497,-0.004776919311267,0.017122627701483,0,0
483,0,3,0,0.2,0.8,0,3,0,0,-0.007801876644916,0.218988663302582,0.787426534479784,0,0,0,0,0.007801876644916,-0.018988663302582,0.012573465520217,0,0
484,0,3,0,0.2,0.8,0,3,0,0,-0.025139990712347,0.18610895136113,0.809758628250301,0,0,0,0,0.025139990712347,0.01389104863887,-0.009758628250301,0,0
485,0,3,0,0.2,0.8,0,3,0,0,0.012408371696934,0.226555578557436,0.790490088492009,0,0,0,0,-0.012408371696934,-0.026555578557436,0.009509911507991,0,0
486,0,3,0,0.2,0.8,0,3,0,0,-0.009083774554707,0.193405755754511,0.817854314713733,0,0,0,0,0.009083774554707,0.006594244245489,-0.017854314713733,0,0
487,0,3,0,0.2,0.8,0,3,0,0,0.02947830551651,0.18797656590458,0.805367943987144,0,0,0,0,-0.02947830551651,0.01202343409542,-0.005367943987144,0,0
488,0,3,0,0.2,0.8,0,3,0,0,-0.006322127295046,0.176351788952868,0.84081777147023,0,0,0,0,0.006322127295046,0.023648211047132,-0.04081777147023,0,0
489,0,3,0,0.2,0.8,0,3,0,0,-0.014309298052957,0.201357233547178,0.807575429130176,0,0,0,0,0.014309298052957,-0.001357233547178,-0.007575429130176,0,0
490,0,3,0,0.2,0.8,0,3,0,0,-0.020980136413541,0.188948945961753,0.786677333365248,0,0,0,0,0.020980136413541,0.011051054038247,0.013322666634752,0,0
491,0,3,0,0.2,0.8,0,3,0,0,0.011621783446124,0.19353535494469,0.815549547159111,0,0,0,0,-0.011621783446124,0.00646464505531,-0.015549547159111,0,0
492,0,3,0,0.2,0.8,0,3,0,0,-0.021728906989477,0.187737937906546,0.787121458259125,0,0,0,0,0.021728906989477,0.012262062093454,0.012878541740875,0,0
493,0,3,0,0.2,0.8,0,3,0,0,-0.012945887720143,0.181180261392549,0.799113401125878,0,0,0,0,0.012945887720143,0.018819738607452,0.000886598874122,0,0
494,0,3,0,0.2,0.8,0,3,0,0,0.021694724269963,0.190689069353723,0.810457742192744,0,0,0,0,-0.021694724269963,0.009310930646277,-0.010457742192744,0,0
495,0,3,0,0.2,0.8,0,3,0,0,0.058684549460064,0.138348913474944,0.833869782879976,0,0,0,0,-0.058684549460064,0.061651086525057,-0.033869782879977,0,0
496,0,3,0,0.2,0.8,0,3,0,0,-0.033590215249231,0.238442718452951,0.768654035395949,0,0,0,0,0.033590215249231,-0.038442718452951,0.031345964604051,0,0
497,0,3,0,0.2,0.8,0,3,0,0,-0.006878973722431,0.204392811667748,0.78851452627988,0,0,0,0,0.006878973722431,-0.004392811667748,0.01148547372012,0,0
498,0,3,0,0.2,0.8,0,3,0,0,-0.030419974719639,0.217651775067987,0.767126778884197,0,0,0,0,0.030419974719639,-0.017651775067987,0.032873221115803,0,0
499,0,3,0,0.2,0.8,0,3,0,0,0.006614595412365,0.211984948958231,0.774014696635303,0,0,0,0,-0.006614595412365,-0.011984948958231,0.025985303364697,0,0
500,0,3,0,0.2,0.8,0,3,0,0,0.015323703431141,0.190661666953327,0.787890121412727,0,0,0,0,-0.015323703431141,0.009338333046673,0.012109878587273,0,0
501,0,3,0,0.2,0.8,0,3,0,0,0.015446810503085,0.186001478259117,0.827653825835865,0,0,0,0,-0.015446810503085,0.013998521740883,-0.027653825835865,0,0
502,0,3,0,0.2,0.8,0,3,0,0,-0.018947314432013,0.224263425906117,0.791047398481739,0,0,0,0,0.018947314432013,-0.024263425906117,0.008952601518261,0,0
503,0,3,0,0.2,0.8,0,3,0,0,-0.014259654928743,0.177893148840027,0.796380812465383,0,0,0,0,0.014259654928743,0.022106851159974,0.003619187534617,0,0
504,0,3,0,0.2,0.8,0,3,0,0,-0.01264373668857,0.196338638953426,0.796996421485198,0,0,0,0,0.01264373668857,0.003661361046574,0.003003578514802,0,0
505,0,3,0,0.2,0.8,0,3,0,0,0.020936871051576,0.186615687550111,0.802293789794989,0,0,0,0,-0.020936871051576,0.013384312449889,-0.002293789794989,0,0
506,0,3,0,0.2,0.8,0,3,0,0,-0.025494965336851,0.20970595892392,0.779630301301567,0,0,0,0,0.025494965336851,-0.00970595892392,0.020369698698433,0,0
507,0,3,0,0.2,0.8,0,3,0,0,-0.038957831988474,0.206963443136842,0.782710613170416,0,0,0,0,0.038957831988474,-0.006963443136842,0.017289386829584,0,0
508,0,3,0,0.2,0.8,0,3,0,0,-0.007377647116446,0.187418795989245,0.783418834787005,0,0,0,0,0.007377647116446,0.012581204010755,0.016581165212995,0,0
509,0,3,0,0.2,0.8,0,3,0,0,0.008430967216711,0.198550335813628,0.785827140288889,0,0,0,0,-0.008430967216711,0.001449664186372,0.014172859711111,0,0
510,0,3,0,0.2,0.8,0,3,0,0,0.026373954912461,0.155795559165884,0.799135735874262,0,0,0,0,-0.026373954912461,0.044204440834116,0.000864264125738,0,0
511,0,3,0,0.2,0.8,0,3,0,0,-0.009968396684699,0.210313988623614,0.785591544210722,0,0,0,0,0.009968396684699,-0.010313988623615,0.014408455789278,0,0
512,0,3,0,0.2,0.8,0,4,0,0,0.078650014026287,0.213671950377057,0.789425388960947,0.100809882099797,0,0,0,-0.078650014026287,-0.013671950377057,0.010574611039053,-0.100809882099797,0
513,0,3,0,0.2,0.8,0,3,0,0,0.000987888033622,0.207209609505525,0.799128589756255,0,0,0,0,-0.000987888033622,-0.007209609505525,0.000871410243745,0,0
514,0,3,0,0.2,0.8,0,3,0,0,0.002559627792764,0.193272990445102,0.809621791785093,0,0,0,0,-0.002559627792764,0.006727009554898,-0.009621791785093,0,0
515,0,3,0,0.2,0.8,0,3,0,0,-0.024409627649273,0.194370068298835,0.8148568140048,0,0,0,0,0.024409627649273,0.005629931701165,-0.0148568140048,0,0
516,0,3,0,0.2,0.8,0,3,0,0,-0.011160312212259,0.197079668147956,0.796942172092446,0,0,0,0,0.011160312212259,0.002920331852044,0.003057827907554,0,0
517,0,3,0,0.2,0.8,0,3,0,0,0.01710744702949,0.190541751662344,0.808379118948962,0,0,0,0,-0.01710744702949,0.009458248337656,-0.008379118948961,0,0
518,0,3,0,0.2,0.8,0,3,0,0,0.011373115082743,0.23137680348355,0.823427115681887,0,0,0,0,-0.011373115082743,-0.03137680348355,-0.023427115681887,0,0
519,0,3,0,0.2,0.8,0,3,0,0,-0.047299926435188,0.211803152396398,0.771894546804578,0,0,0,0,0.047299926435188,-0.011803152396398,0.028105453195422,0,0
520,0,3,0,0.2,0.8,0,3,0,0,0.012059302821233,0.203411112731504,0.798925720842495,0,0,0,0,-0.012059302821233,-0.003411112731504,0.001074279157505,0,0
521,0,3,0,0.2,0.8,0,3,0,0,-0.050916457458987,0.206894385412501,0.784330617472986,0,0,0,0,0.050916457458987,-0.006894385412501,0.015669382527015,0,0
522,0,3,0,0.2,0.8,0,3,0,0,-0.012388811122184,0.197862412935281,0.798049909482134,0,0,0,0,0.012388811122184,0.002137587064719,0.001950090517866,0,0
523,0,3,0,0.2,0.8,0,3,0,0,-0.010441011648288,0.198036529283723,0.808623479393166,0,0,0,0,0.010441011648288,0.001963470716277,-0.008623479393166,0,0
524,0,3,0,0.2,0.8,0,3,0,0,-0.007216076169887,0.18342368528344,0.828850899794343,0,0,0,0,0.007216076169887,0.01657631471656,-0.028850899794343,0,0
525,0,3,0,0.2,0.8,0,3,0,0,-0.016494760674304,0.185919294239586,0.79060694652632,0,0,0,0,0.016494760674304,0.014080705760414,0.00939305347368,0,0
526,0,3,0,0.2,0.8,0,3,0,0,0.030869286837403,0.184986498229056,0.820404552757201,0,0,0,0,-0.030869286837403,0.015013501770944,-0.020404552757201,0,0
527,0,3,0,0.2,0.8,0,3,0,0,-0.021269552795414,0.193571221646345,0.813932733475017,0,0,0,0,0.021269552795414,0.006428778353655,-0.013932733475017,0,0
528,0,3,0,0.2,0.8,0,3,0,0,-0.010054360372983,0.199834519533419,0.815815474237694,0,0,0,0,0.010054360372983,0.000165480466581,-0.015815474237694,0,0
529,0,3,0,0.2,0.8,0,3,0,0,-0.053780920889981,0.241663576544344,0.782927687051153,0,0,0,0,0.053780920889981,-0.041663576544345,0.017072312948848,0,0
530,0,3,0,0.2,0.8,0,3,0,0,0.017321332400281,0.205574201590976,0.814595844959825,0,0,0,0,-0.017321332400281,-0.005574201590976,-0.014595844959825,0,0
531,0,3,0,0.2,0.8,0,3,0,0,0.015055566799919,0.199398546049288,0.81713166164196,0,0,0,0,-0.015055566799919,0.000601453950712,-0.017131661641961,0,0
532,0,3,0,0.2,0.8,0,3,0,0,-0.024248684565036,0.194509869058176,0.797148704288796,0,0,0,0,0.024248684565036,0.005490130941824,0.002851295711204,0,0
533,0,3,0,0.2,0.8,0,3,0,0,-0.002494381401867,0.196864710060778,0.786067071961223,0,0,0,0,0.002494381401867,0.003135289939222,0.013932928038777,0,0
534,0,3,0,0.2,0.8,0,3,0,0,0.015395793802094,0.200780367360312,0.825010109476618,0,0,0,0,-0.015395793802094,-0.000780367360312,-0.025010109476618,0,0
535,0,3,0,0.2,0.8,0,3,0,0,0.012667698992568,0.184946473306203,0.805278844964267,0,0,0,0,-0.012667698992568,0.015053526693797,-0.005278844964267,0,0
536,0,3,0,0.2,0.8,0,3,0,0,0.004431944855032,0.203187698841986,0.802454699399447,0,0,0,0,-0.004431944855032,-0.003187698841986,-0.002454699399447,0,0
537,0,3,0,0.2,0.8,0,3,0,0,-0.015551267723748,0.200003680527802,0.791926767939142,0,0,0,0,0.015551267723748,-3.68052780180816E-06,0.008073232060858,0,0
538,0,3,0,0.2,0.8,0,4,0,0,0.064867498866508,0.217432633567631,0.795485202163357,0.086891874934786,0,0,0,-0.064867498866508,-0.017432633567631,0.004514797836643,-0.086891874934786,0
539,0,3,0,0.2,0.8,0,3,0,0,-0.034352456764529,0.175670359767117,0.809223173433844,0,0,0,0,0.034352456764529,0.024329640232883,-0.009223173433844,0,0
540,0,3,0,0.2,0.8,0,3,0,0,0.002279758090657,0.217344183642832,0.770552808770981,0,0,0,0,-0.002279758090657,-0.017344183642832,0.029447191229019,0,0
541,0,3,0,0.2,0.8,0,3,0,0,-0.004413234987057,0.189650998807322,0.794737635246016,0,0,0,0,0.004413234987057,0.010349001192678,0.005262364753984,0,0
542,0,3,0,0.2,0.8,0,3,0,0,-0.006655571668337,0.187479476229932,0.790141638751517,0,0,0,0,0.006655571668337,0.012520523770069,0.009858361248483,0,0
543,0,3,0,0.2,0.8,0,3,0,0,0.002310267542914,0.202387883286487,0.778508660170924,0,0,0,0,-0.002310267542914,-0.002387883286487,0.021491339829077,0,0
544,0,3,0,0.2,0.8,0,3,0,0,0.000433967075518,0.198922459799846,0.807755751148046,0,0,0,0,-0.000433967075518,0.001077540200154,-0.007755751148047,0,0
545,0,3,0,0.2,0.8,0,3,0,0,0.019452909348293,0.180602540334125,0.809664976499221,0,0,0,0,-0.019452909348293,0.019397459665875,-0.009664976499221,0,0
546,0,3,0,0.2,0.8,0,3,0,0,-0.037362777037894,0.20971801357611,0.790656232902827,0,0,0,0,0.037362777037894,-0.00971801357611,0.009343767097173,0,0
547,0,3,0,0.2,0.8,0,3,0,0,-0.007482026674039,0.215715572010155,0.803197630687627,0,0,0,0,0.007482026674039,-0.015715572010155,-0.003197630687627,0,0
548,0,3,0,0.2,0.8,0,3,0,0,-0.037492728252525,0.21736379299359,0.796365629678519,0,0,0,0,0.037492728252525,-0.01736379299359,0.003634370321481,0,0
549,0,3,0,0.2,0.8,0,3,0,0,-0.012951875931474,0.216231679582173,0.781402073093613,0,0,0,0,0.012951875931474,-0.016231679582174,0.018597926906387,0,0
550,0,3,0,0.2,0.8,0,3,0,0,0.03064764302799,0.170793397501656,0.833153720653539,0,0,0,0,-0.03064764302799,0.029206602498344,-0.033153720653539,0,0
551,0,3,0,0.2,0.8,0,3,0,0,0.007635269152783,0.195290266286136,0.795276929304191,0,0,0,0,-0.007635269152783,0.004709733713864,0.004723070695809,0,0
552,0,3,0,0.2,0.8,0,3,0,0,0.002887804405683,0.211276084058997,0.791837705321388,0,0,0,0,-0.002887804405683,-0.011276084058997,0.008162294678612,0,0
553,0,3,0,0.2,0.8,0,3,0,0,-0.031925184706856,0.225952571421903,0.805969706246229,0,0,0,0,0.031925184706856,-0.025952571421903,-0.005969706246229,0,0
