Run #,AR Order,MA Order,MA 1-lag Coeff,MA 2-lag Coeff,MA 3-lag Coeff,MA 4-lag Coeff,MA 5-lag Coeff,MA 6-lag Coeff,BIC AR Order,BIC MA Order,Fitted AR 1-lag Coeff,Fitted AR 2-lag Coeff,Fitted MA 1-lag Coeff,Fitted MA 2-lag Coeff,Fitted MA 3-lag Coeff,Fitted MA 4-lag Coeff,Fitted MA 5-lag Coeff,Fitted MA 6-lag Coeff,Fitted MA 7-lag Coeff,Fitted MA 8-lag Coeff,Diff in AR 1-lag Coeff,Diff in AR 2-lag Coeff,Diff in MA 1-lag Coeff,Diff in MA 2-lag Coeff,Diff in MA 3-lag Coeff,Diff in MA 4-lag Coeff,Diff in MA 5-lag Coeff,Diff in MA 6-lag Coeff,Diff in MA 7-lag Coeff,Diff in MA 8-lag Coeff
268,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.013003877615161363,0.01938105608389482,0.4027960334851028,-0.02159515272636564,0.3247057495193613,0.28469820971815024,0,0,0,0,0.013003877615161363,0.01938105608389482,0.8027960334851028,-0.02159515272636564,0.6247057495193613,0.5846982097181502,0,0
269,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.026093539366263782,-0.002016681007174486,0.37048791621821303,0.045125480586987,0.3096620631082756,0.27484293738335075,0,0,0,0,0.026093539366263782,-0.002016681007174486,0.770487916218213,0.045125480586987,0.6096620631082756,0.5748429373833508,0,0
270,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.037373743355016545,0.04784214426601603,0.4067984972540095,-0.029689056951130142,0.31901428533136783,0.2831040723323413,0,0,0,0,-0.037373743355016545,0.04784214426601603,0.8067984972540095,-0.029689056951130142,0.6190142853313678,0.5831040723323413,0,0
271,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.024043461364728708,0.022992716930786465,0.3920963281558091,0.023771444125477315,0.2917300072678324,0.3014059408380012,0,0,0,0,-0.024043461364728708,0.022992716930786465,0.7920963281558091,0.023771444125477315,0.5917300072678324,0.6014059408380013,0,0
272,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.05615429511585718,0.02454840948512954,0.35477724269458666,-0.025739298295021994,0.3895613736876982,0.28740350971357664,0,0,0,0,-0.05615429511585718,0.02454840948512954,0.7547772426945867,-0.025739298295021994,0.6895613736876982,0.5874035097135766,0,0
273,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.016682965028787092,-0.08758857253879034,0.4082543441396118,0.009517559801879946,0.29929181904770374,0.3369148610553505,0,0,0,0,-0.016682965028787092,-0.08758857253879034,0.8082543441396118,0.009517559801879946,0.5992918190477037,0.6369148610553506,0,0
274,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.008657467805762098,0.06966704076635763,0.41494230747674155,-0.028728151863531743,0.3145725577193689,0.3344954813039268,0,0,0,0,0.008657467805762098,0.06966704076635763,0.8149423074767416,-0.028728151863531743,0.6145725577193688,0.6344954813039267,0,0
275,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.01627463930868614,0.0006588376386033757,0.35892181518067173,0.021455326358307283,0.32618332436698755,0.24617339552484296,0,0,0,0,-0.01627463930868614,0.0006588376386033757,0.7589218151806718,0.021455326358307283,0.6261833243669875,0.5461733955248429,0,0
276,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.01932006868016793,-0.03633471339066714,0.40641798218762737,-0.014192743135692933,0.2825960693048582,0.29392585780537817,0,0,0,0,0.01932006868016793,-0.03633471339066714,0.8064179821876274,-0.014192743135692933,0.5825960693048582,0.5939258578053781,0,0
277,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.04262442359445513,-0.007922350914024306,0.4030057907698039,-0.028677290188669338,0.2777120215769337,0.2820117876409322,0,0,0,0,-0.04262442359445513,-0.007922350914024306,0.8030057907698039,-0.028677290188669338,0.5777120215769337,0.5820117876409322,0,0
278,0,6,0,0,0.4,0,0.3,0.3,0,7,0,0,0.048810789040082146,-0.011158864768909354,0.39256176853746805,0.04268203330034044,0.26656069922082726,0.32816539251718746,0.09599646554345348,0,0,0,0.048810789040082146,-0.011158864768909354,0.7925617685374681,0.04268203330034044,0.5665606992208272,0.6281653925171875,0.09599646554345348,0
279,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.01708408331768385,0.010722683301605702,0.38108705647948304,-0.004703348314005787,0.32280384825725467,0.31764497606939596,0,0,0,0,0.01708408331768385,0.010722683301605702,0.7810870564794831,-0.004703348314005787,0.6228038482572547,0.617644976069396,0,0
280,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.02568888816012066,-0.03030064328923328,0.4788270693534436,0.06691421086858251,0.3201380127095357,0.29959603182551947,0,0,0,0,0.02568888816012066,-0.03030064328923328,0.8788270693534437,0.06691421086858251,0.6201380127095357,0.5995960318255195,0,0
281,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.023056308606623305,0.013999120318314831,0.3625023219997694,0.004711590994105588,0.29176364389912335,0.29137282532543246,0,0,0,0,-0.023056308606623305,0.013999120318314831,0.7625023219997694,0.004711590994105588,0.5917636438991234,0.5913728253254324,0,0
282,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.022363209019237315,-0.014036632340993406,0.4123498979088348,0.027979409627556136,0.30863240716503554,0.27927151693377417,0,0,0,0,-0.022363209019237315,-0.014036632340993406,0.8123498979088348,0.027979409627556136,0.6086324071650355,0.5792715169337741,0,0
283,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.00887793054719574,0.026677780676312723,0.3686805576345356,0.046505541621574595,0.26087401590879983,0.3009759777548345,0,0,0,0,0.00887793054719574,0.026677780676312723,0.7686805576345357,0.046505541621574595,0.5608740159087998,0.6009759777548345,0,0
284,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.03403507581344327,0.036992587312812804,0.4303261522395203,0.011722243362719572,0.32195388895671795,0.35324165549327746,0,0,0,0,0.03403507581344327,0.036992587312812804,0.8303261522395203,0.011722243362719572,0.621953888956718,0.6532416554932774,0,0
285,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.030950963711280137,-0.05341620111117284,0.38295929386960265,0.04843992361163406,0.28469918027573293,0.30343770083932636,0,0,0,0,0.030950963711280137,-0.05341620111117284,0.7829592938696026,0.04843992361163406,0.5846991802757329,0.6034377008393264,0,0
286,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.025659397988698193,-0.006335276563762954,0.41374654558909363,-0.034093992217171146,0.32763958294958384,0.3407871201177373,0,0,0,0,0.025659397988698193,-0.006335276563762954,0.8137465455890937,-0.034093992217171146,0.6276395829495838,0.6407871201177373,0,0
287,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.004626939778329495,0.008860596584792296,0.37982571442628266,0.023204891275418815,0.30497070540625204,0.28718386607186686,0,0,0,0,0.004626939778329495,0.008860596584792296,0.7798257144262827,0.023204891275418815,0.6049707054062521,0.5871838660718669,0,0
288,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.032983354293892056,-0.03580741709562721,0.42214680932765364,0.0341530310130109,0.29565374815513235,0.3489603171454498,0,0,0,0,0.032983354293892056,-0.03580741709562721,0.8221468093276536,0.0341530310130109,0.5956537481551323,0.6489603171454498,0,0
289,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.021774073456776732,0.018106184104840342,0.37317107370596553,-0.021385613891947836,0.37537218635000397,0.26383342001101956,0,0,0,0,-0.021774073456776732,0.018106184104840342,0.7731710737059656,-0.021385613891947836,0.675372186350004,0.5638334200110195,0,0
290,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.04255759269353107,0.001183568341040697,0.3887214405394444,0.006120709686015385,0.3475514714525414,0.28791612640297537,0,0,0,0,0.04255759269353107,0.001183568341040697,0.7887214405394445,0.006120709686015385,0.6475514714525414,0.5879161264029753,0,0
291,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.006437669768188797,-0.047269324731612536,0.41378676564448247,0.013657460299040754,0.33214995248451884,0.31275632372107265,0,0,0,0,0.006437669768188797,-0.047269324731612536,0.8137867656444825,0.013657460299040754,0.6321499524845189,0.6127563237210727,0,0
292,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.01799768862923777,-0.04443303535998022,0.403061664445911,0.007152973956229613,0.2939066827208592,0.31118339640094406,0,0,0,0,0.01799768862923777,-0.04443303535998022,0.803061664445911,0.007152973956229613,0.5939066827208592,0.6111833964009441,0,0
293,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.003813594759664779,-0.004855163254916018,0.37025747792140606,-0.03906493486661325,0.3489830622218587,0.2938845123904016,0,0,0,0,0.003813594759664779,-0.004855163254916018,0.7702574779214061,-0.03906493486661325,0.6489830622218586,0.5938845123904015,0,0
294,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.021372010428228866,-0.024542886335954715,0.35330574238684126,0.016526431248765548,0.29675074565918524,0.30862782417967927,0,0,0,0,0.021372010428228866,-0.024542886335954715,0.7533057423868412,0.016526431248765548,0.5967507456591852,0.6086278241796792,0,0
295,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.05681471641640254,-0.02716226501663016,0.4491575802069523,-0.02267330102191556,0.2324343369378093,0.3409641422130643,0,0,0,0,-0.05681471641640254,-0.02716226501663016,0.8491575802069523,-0.02267330102191556,0.5324343369378093,0.6409641422130643,0,0
296,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.01802094883787056,-0.016411123877934225,0.413464233428779,-0.013693467527977277,0.2386613502627497,0.3409120924184392,0,0,0,0,-0.01802094883787056,-0.016411123877934225,0.813464233428779,-0.013693467527977277,0.5386613502627497,0.6409120924184393,0,0
297,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.021397564711525596,-0.006721087320636643,0.3966560103891048,-0.06311359459030093,0.30285057100632085,0.29340831522298066,0,0,0,0,-0.021397564711525596,-0.006721087320636643,0.7966560103891048,-0.06311359459030093,0.6028505710063208,0.5934083152229807,0,0
298,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.018022299879454057,0.009824285062748338,0.4158622064199611,0.03699082292431799,0.32386305946682536,0.33379296178245393,0,0,0,0,0.018022299879454057,0.009824285062748338,0.8158622064199611,0.03699082292431799,0.6238630594668253,0.6337929617824539,0,0
299,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,-0.039160159687617165,0.02304418136151042,0.33350293875163095,0.024628911949359688,0.2277724762553428,0.2463308201915157,0,0,0,0,-0.039160159687617165,0.02304418136151042,0.733502938751631,0.024628911949359688,0.5277724762553428,0.5463308201915157,0,0
300,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.052599136428509094,-0.011281195757175955,0.3879824136076653,-0.003945341448344622,0.29375821859251333,0.3203078479819473,0,0,0,0,0.052599136428509094,-0.011281195757175955,0.7879824136076653,-0.003945341448344622,0.5937582185925133,0.6203078479819473,0,0
301,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.03020192725235231,-0.012321330582313272,0.3551219178494391,0.015799506563261158,0.24143261873893118,0.2702898530080003,0,0,0,0,0.03020192725235231,-0.012321330582313272,0.755121917849439,0.015799506563261158,0.5414326187389311,0.5702898530080003,0,0
302,0,6,0,0,0.4,0,0.3,0.3,0,6,0,0,0.03427425260854493,-0.03170268267754006,0.3666569132331162,0.06281943278150126,0.3447887922334739,0.2589400966346891,0,0,0,0,0.03427425260854493,-0.03170268267754006,0.7666569132331162,0.06281943278150126,0.6447887922334739,0.5589400966346891,0,0
